operating_name,legal_name,ukprn,urn,provider_code,accredited_provider_number,provider_type,address1,address2,address3,address4,town,postcode,latitude,longitude,academic_year_code
Ashton-on-Mersey School,,,,164,,school,Cecil Avenue,,,Sale,,M33 5BP,53.4191179,-2.3398147,2020
Ashton on Mersey School SCITT,,,,24L,,scitt,Cecil Avenue,,,Cheshire,Sale,M33 5BP,53.4189389,-2.3394249,2020
Ashton Teacher Training Partnership,,,,29O,,school,Ashton Sixth Form College,Darnton Road,,Greater Manchester,Ashton-under-Lyne,OL6 9RL,53.4915466,-2.0760181,2020
Aspirational Teaching Alliance of St. Helens,,,,1LA,,school,Ashton Road,,,Lancashire,Newton-leWillows,WA12 0AD,53.4617418,-2.6250103,2020
Aspire Education Alliance,,,,27K,,school,"Warren Junior School, Gordon Road",Chadwell Heath,,Essex,Romford,RM6 6DA,51.5762847,0.1423888,2020
Aspirer School Direct,,,,1XQ,,school,Ash Grove Academy,Belgrave Rd,,Cheshire,Macclesfield,SK117TF,53.2442747,-2.1324902,2020
Aspire Teaching Alliance,,,,28R,,school,Aspire Teaching Alliance,"c/o Overton CE Primary, Court Drove",,Hampshire,Overton,RG25 3ES,51.2478324,-1.2698911,2020
Aspire Teaching Trust,,,,2HB,,school,Aspire Teaching Trust,Unit 20,,Cornwall,"St Austell Business Park,StAustell,",PL25 4FD,50.3586214,-4.7821564,2020
ASSET Education,,,,146,,school,St Helen's Primary School,Woodbridge Road,,Suffolk,Ipswich,IP4 2LT,52.05752039999999,1.1653242,2020
Associated Merseyside Partnership SCITT,,,,25F,,scitt,"Vortex House","Enterprise Way",,Merseyside,"Wavertree Technology Park,",L13 1FB,53.405205,-2.922909,2020
Aston Community Education Trust,,,,17U,,school,Aughton Road,Swallownest,,South Yorkshire,Sheffield,S26 4SF,53.3689797,-1.3212167,2020
Aston Manor Academy,,,,1F2,,school,Phillips Street,Aston,,West Midlands,Birmingham,B6 4PZ,52.4958679,-1.8897936,2020
Astor College (A Specialist College for the Arts),,,,13X,,school,Astor College,Astor Avenue,,Dover,,CT17 0AS,51.127013,1.2898443,2020
Astra Amersham Hub,,,,1MP,,school,Dr Challoner's Grammar School,Chesham Rd,,Buckinghamshire,Amersham,HP6 5HA,51.6761692,-0.6090415,2020
Astra Aylesbury Hub,,,,2KM,,school,Aylesbury High School,Walton Road,,Buckinghamshire,Aylesbury,HP21 7SX,51.8125456,-0.8029826,2020
Astra Marlow Hub,,,,2JH,,school,West Street,,,Buckinghamshire,Marlow,SL7 2BR,51.5702557,-0.7822534,2020
Astra SCITT,,,,28E,,scitt,Dr Challoner's Grammar School,Chesham Rd,,Buckinghamshire,Amersham,HP6 5HA,51.6761692,-0.6090415,2020
Atlantic Coast Cooperative Trust,,,,1ZS,,school,Woolsery Primary School,Woolsery,,Devon,Bideford,EX39 5QS,50.9641665,-4.3776807,2020
ATT Partnership,,,,2CZ,,school,MCA,Bury Road,,Suffolk,Mildenhall,IP28 7HT,52.3422905,0.5264574,2020
Aurum Schools Partnership,,,,1X2,,school,School Lane,Washingborough,,Lincolnshire,Lincoln,LN4 1BW,53.2234028,-0.4705654,2020
Avenue Primary Academy,,,,1J3,,school,Avenue Road,Belmont,,Surrey,Sutton,SM2 6JE,51.3463601,-0.2041271,2020
Axbridge C of E First School Academy,,,,3J9,,school,Moorland Street,,,Somerset,Axbridge,BS23 2UX,51.2858873,-2.8170486,2020
Balcarras School,,,,14B,,school,East End Road,Charlton Kings,,Gloucestershire,Cheltenham,GL53 8QF,51.8814114,-2.0436998,2020
Balksbury Infant School,,,,15B,,school,Balksbury Infant School,Floral Way,,Hants,Andover,SP10 3QP,51.2039035,-1.5022307,2020
Bankside Primary School,,,,15L,,school,Shepherds Lane,,,Leeds,,LS8 5AW,53.8148688,-1.5219816,2020
Bannockburn Primary School,,,,2E2,,school,Plumstead High Street,,,London,London,SE18 1HE,51.4871738,0.09461810000000001,2020
Barr Beacon School,,,,16T,,school,Old Hall Lane,Aldridge,,West Midlands,Walsall,WS9 0RF,52.561104,-1.915301,2020
Barr Beacon SCITT,,,,2AX,,scitt,Barr Beacon SCITT,Old Hall Lane,,West Midlands,Walsall,WS9 0RF,52.561104,-1.915301,2020
Barrow CEVC Primary School,,,,1MJ,,school,Colethorpe Lane,Barrow,,Suffolk,Bury St Edmonds,IP29 5AU,52.2455985,0.5777505,2020
Basingstoke Alliance SCITT,,,,1KH,,school,Dove House School,Sutton Road,,Hampshire,Basingstoke,RG21 5SU,51.27480079999999,-1.0869765,2020
Bath Spa University,,,,B20,,hei,Newton Park Campus,Newton St Loe,,Bath and North East Somerset,Bath,BA2 9BN,51.37555529999999,-2.4382603,2020
Baylis Court School,,,,1T4,,school,Baylis Court School,Gloucester Avenue,,Slough,,SL1 3AH,51.5248436,-0.6095275,2020
Beacon Community College,,,,13M,,school,East Beeches Road,,,Crowborough,,TN6 2AS,51.0552305,0.1725617,2020
Beal High School (NELTA),,,,1NA,,school,Beal High School,Woodford Bridge Road,,Essex,Ilford,IG45LP,51.5860169,0.0517167,2020
Beatrix Potter Primary School,,,,199,,school,Beatrix Potter Primary School,Magdalen Road,,London,Earlsfield,SW18 3ER,51.44398349999999,-0.1822936,2020
Bedgrove Infant School,,,,1YP,,school,Ingram Avenue,,,,Aylesbury,HP21 9DJ,51.80588119999999,-0.780006,2020
Bedlington West End First School,,,,1BA,,school,Ridge Terrace,,,Bedlington,,NE22 6EB,55.13208909999999,-1.6021572,2020
Beech HIll,,,,14G,,school,Linhope Road,West Denton,,Newcastle-upon-Tyne,Newcastle upon Tyne,NE5 2LW,54.9942855,-1.6918836,2020
Beech Hill Junior and Infant School,,,,13H,,school,Mount Pleasant Avenue,,,Halifax,,HX1 5TN,53.7269344,-1.8700016,2020
Belleville Primary School,,,,1LY,,school,Belleville Primary School,Webbs Road,,London,Battersea,SW11 6PR,51.4568836,-0.1643668,2020
Belle Vue Girls' Academy,,,,2G4,,school,Belle Vue Girls' Academy,"Thorn Lane, Bingley Road",,West Yorkshire,Bradford,BD9 6NA,53.82007669999999,-1.8132765,2020
Belle Vue Infant School,,,,2BM,,school,Belle Vue Road,,,Hampshire,Aldershot,GU12 4RZ,51.2484924,-0.7443375,2020
Bemrose School,,,,16Q,,school,The Bemrose School,Uttoxeter New Road,,Derby,,DE22 3HU,52.9168797,-1.5015335,2020
Benfield Primary School,,,,2FH,,school,Benfield Primary School,"255, Old Shoreham Road",,Sussex,Brighton,BN41 1XS,50.8376095,-0.2094359,2020
Benfleet Teaching School Alliance,,,,1JH,,school,Croft Road,,,Essex,Benfleet,SS7 5RN,51.5637002,0.5536580999999999,2020
Bengeworth Multi-Academy Trust,,,,2JC,,school,Bengeworth Multi-Academy Trust,Kings Road,,Worcestershire,Evesham,WR11 3EU,52.09548179999999,-1.9315199,2020
Bennett Memorial Diocesan School,,,,1KU,,school,Bennett Memorial Diocesan School,Culverden Down,,Kent,Tunbridge Wells,TN4 9SH,51.14294659999999,0.2483522,2020
Bensham Manor School,,,,1RS,,school,Change Through Learning,Teaching School Alliance,,Thornton Heath,c/o St. James the Great,CR7 8HJ,51.4063173,-0.1056761,2020
Benton Dene School,,,,18O,,school,Hailsham Avenue,,,Tyne and Wear,Longbenton,NE12 8fd,55.0197687,-1.5728151,2020
Berkshire Teaching Alliance,,,,26M,,school,Berkshire Teaching Alliance,"Brookfields School, Sage Road",,Berkshire,Reading,RG31 6SW,51.4731427,-1.0467431,2020
Berkshire Teaching School Alliance,,,,1Y1,,school,Maiden Erlegh School,Silverdale Road,,Reading,Earley,RG6 7HS,51.437245,-0.9249447,2020
Bethnal Green Academy,,,,1CJ,,school,Gosset Street,Bethnal Green,,London,,E2 6NW,51.527743,-0.0705126,2020
Bexley Teaching School Alliance,,,,1HE,,school,Bexley Teaching School Alliance,Bedonwell Infant and Nursery School,,"Belvedere, Kent",Bedonwell Road,DA17 5PF,51.47970669999999,0.1335376,2020
Bexton Primary School,,,,17R,,school,Bexton Primary School,Blackhill Lane,,Knutsford,,WA16 9DB,53.2933412,-2.376378,2020
BHSSA,,,,1KN,,school,Hove Park School,Hangleton Way,,East Sussex,Hove,BN3 8AA,50.844912,-0.2018483,2020
Biddenham Upper School and Sports College,,,,2DR,,school,Biddenham Turn,,,Bedford,,MK40 4AZ,52.1369024,-0.4968279,2020
Biddulph High School,,,,14K,,school,Conway Road,Knypersley,,Stoke-on-Trent,Biddulph,ST8 7AR,53.1055184,-2.1693239,2020
Billericay Educational Consortium,,,,B28,,scitt,c/o The Bromfords School,Grange Avenue,,Essex,Wickford,SS12 0LZ,51.604503,0.508475,2020
Billericay School,,,,1PT,,school,c/o The Bromfords School,Grange Avenue,,Essex,Wickford,SS12 0LZ,51.6047131,0.5086670999999999,2020
Bilton School,,,,1NS,,school,Bilton School,Lawford Lane,,,Rugby,CV22 7JT,52.3630345,-1.2965326,2020
Bingley Grammar School Direct,,,,2BP,,school,Bingley Grammar School,Keighley Road,,West Yorkshire,Bingley,BD16 2RS,53.8559904,-1.8461186,2020
Binstead Primary School,,,,1FB,,school,The Bay CE Primary School,Winchester Park Road,,Isle of Wight,Sandown,PO369BA,50.65737799999999,-1.1587376,2020
Birches Head High School,,,,1JP,,school,TILT - Birches Head Academy,Birches Head Road,,Stoke-on-Trent,Hanley,ST2 8DD,53.0396575,-2.1519742,2020
Birkenhead North Schools Partnership,,,,2F7,,school,Our Lady & St Edward's Catholic Pri,Price Street,,Merseyside,Birkenhead,CH41 8DU,53.3998418,-3.0409598,2020
Birmingham City University,,,,B25,,hei,15 Bartholomew Row,City Centre,,West Midlands,Birmingham,B5 5JU,52.4832516,-1.8849169,2020
Birmingham Nursery Schools Teaching School Alliance,,,,2D8,,school,Kings Norton Nursery School,Westhill Road,,West Midlands,Birmingham,B38 8SY,52.412448,-1.9352142,2020
Birmingham Primary Training Partnership,,,,226,,school,Anglesey Street,,,West Midlands,Birmingham,B19 1RA,52.4995158,-1.9103003,2020
Birmingham Primary Training Partnership SCITT,,,,24F,,school,c/o Ninestiles School,Hartfield Crescent,,Birmingham,Acocks Green,B27 7QG,52.4394688,-1.8337104,2020
Bishop Bronescombe CofE School,,,,2LQ,,school,84 Boscoppa Road,St Austell,,,Cornwall,PL25 3DT,50.347518,-4.7600763,2020
Bishop Challoner Teaching School Alliance,,,,1K2,,school,Bishop Challoner Catholic College,Institute Road,,Birmingham,Kings Heath,B14 7EG,52.4328976,-1.8901976,2020
Bishop Grosseteste University,,,,B38,,hei,Longdales Road,,,Lincolnshire,Lincoln,LN1 3DY,53.24382259999999,-0.5364247,2020
Bishop Luffa,,,,1PE,,school,Westgate,,,West Sussex,Chichester,PO19 3HP,50.838843,-0.7980940000000001,2020
Bishop Ramsey CE School,,,,1E5,,school,Hume Way,,,Middlesex,Ruislip,HA4 8EE,51.5792096,-0.4080951,2020
Bishop Rawstorne School Direct Programme,,,,18C,,school,Highfield Road,Croston,,Lancashire,Leyland,PR6 7JZ,53.661729,-2.76925,2020
Bishop's Hatfield Girls' School,,,,1RN,,school,Woods Avenue,,,Hatfield,,AL10 8NL,51.7587996,-0.226604,2020
Bishop's Stortford Education Trust (BSET) SCITT,,,,13E,,school,BSET SCITT,Leventhorpe School,,Sawbridgeworth,Cambridge Road,CM21 9BY,51.8206729,0.1491952,2020
Bishop's Stortford SCITT,,,,26T,,scitt,c/o Leventhorpe,Cambridge Road,,"Hertfordshire ",Sawbridgeworth,CM21 9BY,51.8206729,0.1491952,2020
Bishop Winnington-Ingram CE Primary,,,,1U3,,school,Bishop Winnington-Ingram Primary,Southcote Rise,,Ruislip,,HA4 7LW,51.5778061,-0.4345489,2020
Bitterne Park Teaching School Alliance,,,,1F6,,school,Bitterne Park School,Dimond Road,,Southampton,Bitterne Park,SO18 1BU,50.9304825,-1.3717366,2020
Blackburn Team Alliance,,,,1UC,,school,Blackburn TEAM Alliance School Direct,"Wensley Fold CE Primary Academy, Manor Road",,Lancashire,Blackburn,BB2 6LX,53.74801249999999,-2.5067962,2020
Blackburn The Redeemer CofE Primary,,,,1GS,,school,Jack Walker Way,Fernhurst Farm,,Blackburn,,BB2 4JJ,53.7218694,-2.491806,2020
Blackburn with Darwen Alliance,,,,1G7,,school,Darwen Aldridge Community Academy,Sudell Road,,Lancashire,Darwen,bb3 3hd,53.69401329999999,-2.4641314,2020
Blackfriars Teaching School Alliance,,,,1JA,,school,Blackfriars School,Priory Road,,Staffordshire,Newcastle-Under-Lyme,ST5 2TF,53.0078834,-2.2319754,2020
Black Pear Trust Alliance,,,,2KW,,school,Hollymount Road,,,Worcestershire,Worcester,WR4 9SG,52.2010953,-2.2002866,2020
Black Pear Trust Alliance,,,,2HC,,school,Black Pear Trust Alliance,Hollymount School,,Worcester,Hollymount Road,WR4 9SG,52.2010953,-2.2002866,2020
Blackpool Teaching School Alliance,,,,1XH,,school,Park Community Academy,158 Whitegate Drive,,Lancashire,Blackpool,FY3 9HF,53.8118495,-3.0318361,2020
Blessed George Napier Catholic School and Sports College,,,,287,,school,Blessed George Napier School,Addison Road,,Oxfordshire,Banbury,OX16 9DG,52.0484774,-1.3404579,2020
Blessed Thomas Holford Catholic College,,,,1YR,,school,Urban Road,,,Cheshire,Altrincham,WA15 8HT,53.3870231,-2.3415212,2020
BLT SCITT,,,,25L,,school,The Hayesbrook School,Brook Street,,Kent,Tonbridge,TN9 2PH,51.1880529,0.260587,2020
Bluecoat Academy,,,,12W,,school,Bluecoat SCITT Alliance Nottingham,Sherwood Rise,,Nottingham,Nottingham,NG7 7AR,52.9502564,-1.1973859,2020
Bluecoat SCITT Alliance Nottingham,,,,1YH,,scitt,Bluecoat SCITT Alliance Nottingham,"C/O Bluecoat Aspley Academy, Aspley Lane",,Nottinghamshire,Nottingham,NG8 5GY,52.9694319,-1.1938616,2020
Blue Kite Academy Trust,,,,2HL,,school,Ferndale Primary and Nursery School,Wiltshire Avenue,,Wiltshire,Swindon,SN2 1NX,51.5722649,-1.7911228,2020
Blue Sky Teaching School,,,,21L,,school,Sacred Heart Primary School,Brays Lane,,,Coventry,CV2 4DW,52.4098183,-1.4798604,2020
Boarshaw Community Primary School,,,,2LJ,,school,Stanycliffe Lane,Middleton,,,Manchester,M24 2PB,53.5600663,-2.1834981,2020
Boldmere Teaching School Alliance,,,,13B,,school,Federation of Boldmere Schools,Cofield Road,,Birmingham,Sutton Coldfield,B73 5SD,52.5444434,-1.8446841,2020
Bolingbroke Excellence Alliance,,,,2AK,,school,Barnfield Avenue,,,Runcorn,Murdishaw,WA7 6EP,53.3195326,-2.6710708,2020
Bonneygrove Primary School,,,,191,,school,Dark Lane,Cheshunt,,Waltham Cross,,EN7 5ED,51.7025605,-0.0561541,2020
Boorley Park Primary School,,,,2T5,,school,"Boorley Park Primary School, Nairn Road",,,Hampshire,Southampton,SO32 2SH,50.9290362,-1.2738531,2020
Bordesley Green Girls' School TSA,,,,2JS,,school,Bordesley Green Girls' School,Bordesley Green Road,,West Midlands,Birmingham,B9 4TR,52.477858,-1.8569976,2020
Boston West Primary School,,,,1DN,,school,Sussex Avenue,,,Boston,,PE21 7QG,52.9776102,-0.05185439999999999,2020
Bournemouth Poole & Dorset Teacher Training Partnership,,,,B52,,scitt,Twynham School,Sopers Lane,,Dorset,Christchurch,BH23 1JF,50.73322599999999,-1.782691,2020
Bourne Westfield (for the Deepings SCITT),,,,2JX,,school,Westbourne Park,,,Lincolnshire,Bourne,PE10 9QS,52.76771429999999,-0.3898443,2020
Bourne Westfield Primary Academy,,,,23G,,school,The Deepings SCITT,The Deepings School,,Lincs,Deeping St James,PE6 8NF,52.674841,-0.296964,2020
Bournville Village Primary School,,,,22T,,school,Linden Road,Bournville,,West Midlands,Birmingham,B30 1JY,52.429573,-1.936638,2020
Bourton Meadow Academy,,,,16F,,school," Bourton Meadow Academy",Burleigh Piece,,Buckinghamshire,Buckingham,MK18 7HX,51.9967516,-0.9716873,2020
Bourton Meadow Initial Teacher Training Centre,,,,1WR,,scitt,Bourton Meadow Academy,Burleigh Piece,,Buckinghamshire,Buckingham,MK18 7HX,51.9964062,-0.9714098000000001,2020
Bower Grove School,,,,1NF,,school,Bower Grove School,Fant Lane,,Maidstone,,ME16 8NL,51.2665013,0.4885146,2020
Bowes Primary School,,,,189,,school,"Bowes Primary School ",Bowes Rd,,London,Arnos Grove,N11 2HL,51.6132359,-0.1258114,2020
Boxgrove Primary School,,,,2CT,,school,Boxgrove Road,Abbey Wood,,Greenwich,,SE2 9JP,51.4930763,0.1168786,2020
Boxgrove Primary School,,,,1AW,,school,Boxgrove Lane,Merrow,,Guildford,,GU1 2TD,51.2456219,-0.5458773000000001,2020
Bracknell Forest Secondary Schools Partnership,,,,1RB,,school,Bracknell Forest Partnership,Ranelagh School,,Berkshire,Ranelagh Drive,RG12 9DA,51.4115116,-0.7473093,2020
