operating_name,legal_name,ukprn,urn,provider_code,accredited_provider_number,provider_type,address1,address2,address3,address4,town,postcode,latitude,longitude,academic_year_code
Eden Learning Trust,,10067657,,2LW,,school,Eden Learning Trust c/o Ferryhill Business and Enterprise College,Merrington Rd,,County Durham,"Ferryhill ",DL17 8RW,54.6841746,-1.5756336,2021
Edge Hill University,,10007823,133828,E42,,hei,Edge Hill University,St Helens Road,,Lancashire,Ormskirk,L39 4QP,53.5596255,-2.8738368,2021
Edgewick Community Primary School,,10076543,103642,1JZ,,school,Cross Road,Foleshill,,Coventry,,CV6 5GP,52.4322599,-1.4956556,2021
Educate Teacher Training,,10035411,,E65,,scitt,"Unit 5, Blackwood Business Park",Ash Road South,,,Wrexham,LL13 9UG,53.0448074,-2.930864,2021
Education Learning Trust,,,,1OJ,,school,Hawthorn Road,Gatley,,Stockport,Cheadle,SK8 4NB,53.3896068,-2.2371435,2021
Education Teaching Alliance Lewisham,,,,1GA,,school,Fairlawn and Haseltine Federation,Fairlawn Primary School,,London,Honor Oak Road,SE23 3SB,51.4469073,-0.0546017,2021
Edwards Hall Primary School,,10072374,134861,1YU,,school,Essex & Thames SCITT - Edwards Hall Primary School,Macmurdo Road,,Southend- on-Sea,Leigh on Sea,SS9 5AQ,51.57245210000001,0.646863,2021
Edward Worlledge Community Junior School,,,,1AL,,school,Suffolk Road,,,Great Yarmouth,,NR31 0ER,52.5984081,1.7205117,2021
Eldon Infant School,,,,1QS,,school,Eldon Road,Edmonton,,London,,N9 8LG,51.6308335,-0.0499847,2021
Eleanor Palmer Primary School,,10078057,100027,14F,,school,Eleanor Palmer Primary School,Lupton Street,,,London,NW5 2JA,51.5546335,-0.1386946,2021
Eliot Bank Primary School,,,,17P,,school,Eliot Bank & Gordonbrock School Fed,Gordonbrock School,,London,"Amyruth Road, Brockley",SE4 1HQ,51.4365765,-0.0616931,2021
ELIP,,,,2KQ,,school,East Lancs Inclusion Partnership,"Tor View School, Clod Lane",,Lancashire,"Haslingden, Rossendale",BB4 6LR,53.6916646,-2.3115916,2021
Ellis Guilford School and Sports College,,,,1W1,,school,Ellis Guilford School,Bar Lane,,Nottingham,Basford,NG6 0HT,52.9796603,-1.1884234,2021
Ellison Boulters Church of England Primary School,,10038692,138753,19X,,school,Sudbrooke Road,Scothern,,,Lincoln,LN2 2UZ,53.2814776,-0.4489103,2021
Elmhurst Teaching School Alliance,,,,15U,,school,"Elmhurst Primary School ",Upton Park Road,,London,Forest Gate,E7 8JY,51.539751,0.0292143,2021
Elmridge Primary School,,10038585,138654,1V4,,school,Elmridge Primary School,Wilton Drive,,Cheshire,Hale Barns,WA15 0JF,53.3671921,-2.311577,2021
Elston Hall Learning Trust,,,,2JA,,school,Elston Hall Primary School,"Stafford Road, Fordhouses",,West Midlands,Wolverhampton,WV10 6NN,52.6231263,-2.1269889,2021
Emersons Green Primary School,,10076697,131767,1CT,,school,Guest Avenue,Emersons Green,,Bristol,,BS16 7GA,51.4917582,-2.4824074,2021
Emmanuel Teacher Training Partnership,,,,14U,,school,Emmanuel Teaching School Alliance,Consett Road,,Gateshead,Lobley Hill,NE11 0AN,54.9383303,-1.6421539,2021
Encompass,,,,2FV,,school,Encompass/ Wymondham College,"Golf Links Road, Morley",,Norfolk,Wymondham,NR18 9SZ,52.5447372,1.0576585,2021
Encompass Learning Alliance (Berkshire),,,,18Q,,school,St Francis School,Coronation Road,,Ascot,,SL5 9HG,51.3973432,-0.6721722,2021
ENCOMPASS The Inclusive Teaching School,,,,1OK,,school,Professional Development Centre,144 Woodside Road,,Norfolk,Norwich,NR7 9QL,52.6411409,1.3394824,2021
Endeavour Learning SCITT,,10059445,,M70,,scitt,Tarleton Academy,"Hesketh Lane, Tarleton",,Lancashire,Preston,PR4 6AQ,53.685344,-2.8311858,2021
Endeavour TSA,,,,1QU,,school,Tidemill Academy,11 Giffin Street,,London,Deptford,SE8 4RJ,51.4778771,-0.0252467,2021
Enfield County School,,,,1E3,,school,Enfield County School,Holly Walk,,Middlesex,Enfield,EN2 6QG,51.6541866,-0.0835863,2021
Epinay Teaching School Partnership,,,,23J,,school,Clervaux Terrace,,,,Jarrow,NE32 5UP,54.9761183,-1.4838938,2021
e-Qualitas,,10046623,,E69,,scitt,"4th Floor, 233 Shaftesbury Ave",,,London,London,WC2H 8EE,51.5163012,-0.1266746,2021
Equals Trust,,,,3Q6,,school,"Tollerton Primary School, Burnside Grove",,,Nottinghamshire,Nottingham,NG12 4ET,52.901762,-1.0940888,2021
Equate Teaching School Alliance,,,,277,,school,Witham St Hughs Academy,Muntjac Way,,Lincolnshire,Lincoln,LN6 9WF,53.1501718,-0.6667187,2021
Ernesettle Community School,,10055188,142545,14Y,,school,Biggin Hill,Ernesettle,,Plymouth,,PL5 2RB,50.416597,-4.171834,2021
Esher CofE High School,,,,1OQ,,school,More Lane,,,Esher,,KT10 8AP,51.3749264,-0.3704048,2021
Esk Valley Alliance,,,,1XT,,school,Egton,,,North Yorkshire,Whitby,YO21 1UT,54.4414441,-0.7537568,2021
Essendine Primary School Alliance,,,,1BV,,school,Essendine Primary School,Essendine Road,,London,Maida Vale,W9 2LR,51.5280296,-0.1949931,2021
Essex and Thames SCITT,,10034267,,T25,,scitt,Essex & Thames SCITT,Runwell Primary School,,Essex,"Canewdon Gardens, Runwell",SS11 7BJ,51.62277400000001,0.524909,2021
Essex Primary SCITT,,10059888,,E73,,scitt,c/o Newlands Spring Primary School,Dickens Place,,Essex,Chelmsford,CM1 4UU,51.7545075,0.445427,2021
Essex School Direct,,,,1OS,,school,Essex School Direct,Chester Road,,Essex,Loughton,IG10 2LD,51.6623392,0.084484,2021
Essex Teacher Training,,10002327,,E75,,scitt,ACL Harlow,Partridge Road,,Essex,Harlow,CM18 6TE,51.757474,0.097486,2021
"everyonelearning@LimeTree,Hawthorns,MossleyHollins Teaching Partnership",,,,2A1,,school,Sunnyside Moss Campus,Lumb Lane,,Tameside,Audenshaw,M34 5SF,53.5193688,-2.0283413,2021
Excalibur @  St John's,,,,2BO,,school,St John's Marlborough,Granham Hill,,Wiltshire,Marlborough,SN8 4AX,51.4142785,-1.730024,2021
Exceed Partnership,,10064216,,278,,school,Exceed SCITT and Teaching Schools,Holybrook Training Campus,,West Yorkshire,Bradford,BD10 0EF,53.824978,-1.7134422,2021
Exceed SCITT,,10064216,,2EY,,scitt,Exceed SCITT,Holybrook Primary School,,Bradford,Rillington Mead,BD10 0EF,53.82497799999999,-1.7134422,2021
Exeter Consortium,,,,1QX,,school,"Exwick Heights Primary School  ",Exwick Lane,,Devon,Exeter,EX4 2FB,50.7293377,-3.5575769,2021
Exning Primary School,,10072937,124544,1JM,,school,Exning Primary School,Oxford St,,,Exning,CB8 7EW,52.2657368,0.3690021,2021
Fairfax Academy,,10055541,,9J3,,school,Room CBA 0.040,"Chancellor's Building, Keele University, ",,Staffordshire,Newcastle-Under-Lyme,ST5 5BG,52.5619363,-1.7981158,2021
Fairfield Infant School,,10080422,124582,1VQ,,school,Fairfield Infant School,,,Suffolk,Felixstowe,IP11 9JB,51.9683099,1.3512112,2021
Fairfields School,,,,1L3,,school,Fairfields School,Trinity Avenue,,Northamptonshire,Northampton,NN2 6JN,52.2537089,-0.8883956,2021
Fakenham Academy Partnership,,,,2G8,,school,Fakenham Academy Partnership,Field Lane,,Norfolk,Fakenham,NR21 9QT,52.8400425,0.8452965,2021
Fareham and Gosport Primary SCITT,,10048033,,25M,,scitt,Fareham and Gosport Primary SCITT,Harrison Primary School,,Fareham,Harrison Road,PO16 7EQ,50.8572125,-1.1799325,2021
Farlingaye & Kesgrave Teaching School Alliance,,,,1GN,,school,Main Road,Kesgrave,,Suffolk,Ipswich,IP5 2PB,52.1005596,1.3038389,2021
Fazakerley High School,,10002425,104692,1OH,,school,Fazakerley High School,Sherwoods Lane,,,Liverpool,L10 1LB,53.4706293,-2.9253521,2021
Featherstone High School,,10035797,137729,2LP,,school,11 Montague Waye,Southall,,Middlesex,London,UB2 5HF,51.4998933,-0.3868038,2021
Felsted Primary School,,10072099,114875,14R,,school,Watch House Green,Felsted,,Essex,Dunmow,CM6 3EB,51.8628083,0.4517418,2021
Fenland Teaching School Alliance,,,,1XY,,school,High Street,Doddington,,Cambridgeshire,March,PE15 0TF,52.4968046,0.0633532,2021
Field Junior School,,10079057,117160,1SV,,school,Watford Field Road,,,Watford,,WD18 0AZ,51.6496537,-0.3934049,2021
Field Lane J I & N School,,,,1UN,,school,Field Lane JI&N School,Albion Street,,Kirklees,Batley near Leeds,WF17 5AH,53.7096266,-1.6300412,2021
Fields of Learning Teaching School Alliance,,,,161,,school,TAPTON SCHOOL,DARWIN LANE,,South Yorkshire,Sheffield,S10 5RG,53.3757089,-1.5196046,2021
First Federation Train to Teach,,,,1QR,,school,First Federation Train to Teach,"Blackpool CE Primary School, Liverton",,Devon,Newton Abbot,TQ12 6JB,50.5542062,-3.6774065,2021
Five Counties Teaching School Hub (South Glos and BANES),,,,27R,,school,Church Farm Road,Emersons Green,,Avon,Bristol,BS16 7EY,51.4867596,-2.4779201,2021
Five Towns ITT Partnership,,,,2FW,,school,Castleford Academy,Ferrybridge Road,,West Yorkshire,Castleford,WF10 4JQ,53.7249553,-1.341375,2021
Forest Hill Schools Partnership,,,,22D,,school,Dacres Road,Forest Hill,,London,,SE23 2XN,51.4336677,-0.0517066,2021
Forest Independent Primary Collegiate SCITT,,10046090,,F82,,scitt,"Latton Green Primary Academy Site ","Riddings Lane ",,Essex,Harlow,CM18 7HT,51.7489233,0.1137553,2021
Forest Learning Alliance,,,,1HW,,school,Uplands Primary School and Nursery,Albion Road,,Berkshire,Sandhurst,GU47 9BP,51.3479461,-0.7987065,2021
Forest of Dean Schools Direct (Formerly WGSP Schools Direct),,,,2C1,,school,Schools Direct,Lydney CofE Primary,,"Lydney, Gloucestershire",Bream Road,GL15 5JH,51.7273472,-2.5353419,2021
Forest Of Galtres Anglican/Methodist Primary School,,,,1E1,,school,Station Lane,Shipton-by-Beningbrough,,York,,YO30 1AG,54.0201924,-1.1608777,2021
Forest Way Alliance,,,,1L8,,school,Forest Way Alliance,Warren Hills Road,,Leicestershire,Coalville,LE67 4UU,52.72917169999999,-1.3254923,2021
Forge TSA,,10005790,,2HA,,school,"Forge, Barnsley Road",Wath-upon-Dearne,,South Yorkshire,Rotherham,S63 6PY,53.5082828,-1.3603394,2021
Forsbrook CofE Controlled Primary School,,10069444,132260,21Y,,school,Cheadle Road,Blythe Bridge,,Staffordshire,Stoke-on-Trent,ST11 9PW,52.9692245,-2.0600093,2021
Fort Pitt Grammar School,,10032192,136337,1J8,,school,FPGSAT,Fort Pitt Grammar School,,Chatham,Fort Pitt Hill,ME4 6TJ,51.3807401,0.5146114,2021
Forty Hill CofE Primary School,,10073980,102028,2L8,,school,Forty Hill,,,Middlesex,Enfield,EN2 9EY,51.6709673,-0.061056,2021
Forward First School Direct,,10078126,,3F1,,,,,,,,,52.9013181,-1.4759078,2021
Foxes Piece School,,10079734,131523,22N,,school,Newfield Road,,,Buckinghamshire,Marlow,SL7 1JW,51.5759856,-0.7682012,2021
Fox Primary School,,10079730,100482,1J2,,school,Kensington Place,,,London,,W8 7PP,51.5072462,-0.1969936,2021
Framwellgate School Durham,,10035948,137696,1BE,,school,Newton Drive,Framwellgate Moor,,Durham,,DH1 5BQ,54.7971923,-1.5852495,2021
Frank Wise School,,10015461,123332,13Z,,school,Hornbeam Close,North Oxfordshire,,Banbury,,OX16 9RL,52.058209,-1.3528403,2021
Frederick Bird Primary School,,10076529,103695,1VE,,school,Swan Lane,,,Coventry,,CV2 4QQ,52.4177103,-1.4899902,2021
Freebrough Academy,,10084309,147541,22X,,school,Linden Road,Brotton,,North Yorkshire,Saltburn,TS12 2SJ,54.5692287,-0.9461253,2021
Freemantle Church of England Community Academy,,10033359,136641,13G,,school,Mansion Road,Freemantle,,Southampton,,SO15 3BQ,50.9116953,-1.4267315,2021
Friern Barnet School,,10015358,101345,1J7,,school,Hemington Avenue,Friern Barnet,,London,,N11 3LS,51.615903,-0.154785,2021
Furley Park,,,,1YV,,school,Furley Park Primary Academy,Reed Crescent,,Ashford,Kingsnorth,TN23 3PA,51.114572,0.873465,2021
Future Stars TSA,,,,1BR,,school,Future Stars TSA,Queensbridge Primary School,,"Hackney, London",Queensbridge Road,E8 4ET,51.5398487,-0.0704498,2021
Fylde Coast SCITT,,10046861,,252,,scitt,Fylde Coast Teaching School,Blackpool Sixth Form College,,Blackpool,Blackpool Old Road,FY3 7LR,53.8421039,-3.0052471,2021
Gateshead Primary SCITT,,10046101,,G10,,scitt,Lobley Hill Primary School,Rothbury Gardens,,Tyne & Wear,Gateshead,NE11 0AT,54.9385085,-1.6360831,2021
Gateshead SCITT Alliance (Dunston Hill School Direct),,,,1AQ,,school,Dunston Hill Comm Primary School,Market lane,,Gateshead,Dunston,NE11 9NX,54.949611,-1.651971,2021
Gateshead SCITT Alliance (Falla Park School Direct),,,,1B3,,school,Falla Park Community Primary School,Falla Park Road,,Gateshead,Felling,NE10 9HP,54.9488201,-1.5743137,2021
Gateway Alliance (Midlands),,10007163,125507,23E,,school,c/o Mortimer Road,,,Warwickshire,Kenilworth,CV8 1FS,52.3351813,-1.5789184,2021
Gateway Teaching School Alliance,,,,1K3,,school,MILBY DRIVE,,,NUNEATON,,CV11 6JS,52.5418588,-1.4470813,2021
Gearies Primary School,,10071784,133934,23D,,school,Waremead Road,Gants Hill,,London,Ilford,IG2 6TF,51.5799438,0.070458,2021
Generate Teaching Hub,,,,15R,,school,Warrington Teaching School Alliance,"c/o Warrington Primary Academy Trust, Evelyn Street",,Cheshire,Warrington,WA5 1BD,53.3852865,-2.6172226,2021
Geoffrey Field Junior School,,,,1QL,,school,"Geoffrey Field Junior School ","Exbourne Road ",,Berkshire,Reading,RG 2 8RH,51.4219373,-0.961783,2021
George Abbot SCITT,,10055368,,G12,,scitt,George Abbot School,Woodruff Avenue,,Surrey,Guildford,GU1 1XX,51.2524787,-0.5453282,2021
George Abbot SCITT School Direct,,10055368,,1OV,,school,George Abbot School,Woodruff Avenue,,Surrey,Guildford,GU1 1XX,51.2524787,-0.5453282,2021
George Spencer Academy SCITT,,10052834,,1HR,,scitt,George Spencer Academy,Arthur Mee Road,,Nottingham,Stapleford,NG9 7EW,52.9209512,-1.2676247,2021
George Stephenson Teaching School Alliance,,,,21R,,school,Southgate,Killingworth,,Tyne and Wear,Newcastle-upon-Tyne,NE12 6SA,55.0331184,-1.5667339,2021
Giffards Primary School,,,,2BR,,school,Essex & Thames Primary SCITT,Queen Elizabeth Drive,,Essex,Corringham,SS177TJ,51.5285279,0.4474849,2021
Gipsey Bridge Academy,,,,1F7,,school,ISIS Academies Trust,Greengate Lane Academy,,Sheffield,Greengate Lane,S35 3GT,53.4707693,-1.4839586,2021
Gipsy Hill Federation,,,,1BC,,school,Kingswood Primary School Upper Site,188 Gipsy Road,,London,,SE27 9RD,51.4270921,-0.0909446,2021
Gladesmore Community School,,10002675,102157,1FW,,school,Gladesmore Community School,Crowland Road,,London,Tottenham,N15 6EB,51.5808229,-0.0660623,2021
Glapton Primary and Nursery School,,,,16V,,school,Glapton Lane,Clifton,,Nottingham,,NG11 8EA,52.9063058,-1.1838251,2021
Glen Hills Primary School,,10036608,137932,158,,school,Featherby Drive,Glen Parva,,Leicestershire,Leicester,LE2 9NY,52.5868332,-1.1687045,2021
Glenthorne High School,,10034150,136914,17J,,school,270 Sutton Common Road,,,Surrey,Sutton,SM3 9PS,51.3808519,-0.2002411,2021
GLF Schools' Teacher Training,,10053217,,2B4,,scitt,Picquets Way,,,Surrey,Banstead,SM7 1AG,51.315352,-0.215179,2021
Gloucestershire Initial Teacher Education Partnership (GITEP),,10034789,,G48,,scitt,"Unit 23, The Steadings Business Centre",Maisemore,,Glos,Gloucester,GL2 8EY,51.8929519,-2.2713547,2021
Gloucestershire Initial Teacher Education Partnership (School Direct),,,,1D3,,school,Stroud Road,Tuffley,,Gloucester,,GL4 0DD,51.8284407,-2.2448341,2021
Glyn School,,10033292,136534,1HV,,school,GLF Schools' Teacher Training,"C/o Glyn School, The Kingsway",,Surrey,Ewell,KT17 1NB,51.3433938,-0.255813,2021
Godalming Learning Partnership,,,,2JT,,school," The Headteacher, The Chandler CofE Junior School","Middlemarch, Roke lane",,Surrey,Witley,GU8 5PB,51.1527684,-0.6490721,2021
Golborne Trinity,,,,A7D,,school,"Golborne High School, Lowton Road",,,Cheshire,Warrington,WA3 3EL,53.4804863,-2.5884647,2021
Goldington Academy,,10033281,136552,2DM,,school,Goldington Academy,Haylands Way,,Bedfordshire,Bedford,MK41 9BX,52.144792,-0.444047,2021
Goldington Green Academy,,10040822,139523,1D2,,school,Goldington Green,,,Bedford,,MK41 0DP,52.140841,-0.4275793,2021
"Goldsmiths, University of London",,10002718,,G56,,hei,New Cross,,,London,Lewisham,SE14 6NW,51.474271,-0.035408,2021
Gorseland Primary School,,10077198,124625,212,,school,Deben Avenue,Martlesham Heath,,Suffolk,Ipswich,IP5 3QR,52.0633027,1.2629557,2021
Gorsemoor Primary School,,10069219,124183,1SZ,,school,Gorsemoor Road,Heath Hayes,,Cannock,,WS12 3TG,52.6902911,-1.9912214,2021
Gorse SCITT,,10055363,,1N1,,scitt,c/o The Bruntcliffe Academy,Bruntcliffe Lane,,"Leeds, Yorkshire",Leeds,LS27 0LZ,53.7456147,-1.619312,2021
Gorsey Bank Partnership,,,,1YW,,school,Altrincham Road,,,,Wilmslow,SK9 5NQ,53.3282734,-2.2477774,2021
Gosport and Fareham Multi-Academy Trust,,,,1AS,,school,Bay House School,Gomer Lane,,Gosport,Alverstoke,PO12 2QP,50.7882906,-1.1644908,2021
Grange Park Primary School,,10068938,108765,1S5,,school,Swan Street,,,Tyne and Wear,Sunderland,SR5 1EA,54.9197139,-1.3890625,2021
Grantham and South Lincolnshire ITT Partnership,,,,2DU,,school,Grantham and South Lincolnshire ITT Partnership,"Little Gonerby CofE Infant School, Sandon Road",,Grantham,Grantham,NG31 9AZ,52.9170727,-0.6329572,2021
Graveney School,,10034597,137005,177,,school,Welham Road,Tooting,,London,,SW17 9BU,51.4233644,-0.1520475,2021
Grazebrook Primary School,,10078018,100258,18Y,,school,Grazebrook Primary School,Lordship Road,,London,Stoke Newington,N16 0QP,51.5644404,-0.082878,2021
Great Torrington School,,10034538,137228,2HJ,,school,Great Torrington School,Calvesford Road,,Devon,Torrington,EX38 7DJ,50.9550942,-4.1345667,2021
Great Yarmouth High School,,,,1SQ,,school,Salisbury Road,,,,Great Yarmouth,NR30 4LS,52.619707,1.735566,2021
Greenbank Primary Liverpool,,,133332,2EP,,school,"Greenbank Primary School, Mossley Avenue",,,"Merseyside ",Liverpool,L18 1JB,53.3892726,-2.9255011,2021
Greengate Lane Academy,,10040281,139297,243,,school,Greengate Lane,High Green,,South Yorkshire,Sheffield,S35 3GT,53.4707693,-1.4839586,2021
Greenholm Primary School,,10038624,138693,19R,,school,Greenholm Primary School,Greenholm Road,,Birmingham,Great Barr,B44 8HS,52.5364428,-1.8926708,2021
Greenland Community Primary School,,10061939,143585,1DC,,school,South Moor Road,South Moor,,Stanley,,DH9 7EZ,54.8563312,-1.7040823,2021
Green Lanes Primary School,,10069561,117105,246,,school,Green Lanes,,,,Hatfield,AL10 9JY,51.7757279,-0.2337588,2021
Green Oak CofE Primary School And Nursery,,,,1GK,,school,Franklyn Road,,,Godalming,,GU7 2LD,51.1825755,-0.6320018,2021
Green Park Primary School,,10070130,104884,2F6,,school,Green Park Primary School,Green Lane,,,Maghull,L31 8BW,53.5190823,-2.9537835,2021
Greenwood Academies Trust,,,,1EX,,school,Greenwood House,Private Road No 2,,Nottingham,Colwick Quays Business Park,NG4 2JY,52.9553883,-1.077356,2021
Grey Court Teaching School Alliance,,,,22S,,school,Ham Street,Ham,,"RICHMOND ",Richmond,TW10 7HN,51.438907,-0.31214,2021
Grimley and Holt CE Primary School,,,,1TH,,school,Grimley,,,Worcester,,WR2 6LU,52.2430912,-2.2411686,2021
Grimsdyke School,,10079696,102187,1YX,,school,Sylvia Avenue,Hatch End,,,Pinner,HA5 4QE,51.6122459,-0.375857,2021
Growing Expert Teachers,,,,2AO,,school,Golden Valley Primary School,Nailsea Park,,North Somerset,Nailsea,BS48 1BB,51.4320864,-2.7502474,2021
Gumley House RC Convent School FCJ,,,,1LG,,school,St John's Road,,,Isleworth,,TW7 6XF,51.4684851,-0.329846,2021
Gunnersbury Catholic School,,10002823,102545,22K,,school,The Ride,Boston Manor Road,,London,Brentford,TW8 9LB,51.4929174,-0.3151492,2021
Guru Nanak Academy,,,,1E9,,school,Guru Nanak Teaching School Alliance,Springfield Road,,Hayes,,UB4 0LT,51.5086436,-0.3982423,2021
Haberdashers' Academies Trust South,,,,1KP,,school,Haberdashers' Aske's Federation,Pepys Road,,London,New Cross,SE14 5SF,51.4672351,-0.0434286,2021
Hackney Teaching Schools' Alliance,,,,1V9,,school,c/o Clapton Girls' Academy,Laura Place,,London,Clapton,E5 0RB,51.5540593,-0.0512805,2021
Hales Valley Teaching School,,,,18E,,school,Lutley Primary School,Brookwillow Road,,West Midlands,Halesowen,B63 1BU,52.4408107,-2.0765076,2021
Hall Mead School,,10034666,137197,1GJ,,school,Hall Mead School,Marlborough Gardens,,Essex,Upminster,RM14 1SF,51.5642461,0.2620639,2021
Halstow Primary School,,10063110,143597,1V5,,school,Halstow Primary School,Halstow Road,,London,Greenwich,SE10 0LD,51.4849304,0.0156082,2021
Halterworth Training School Partnership,,,,1A8,,school,Halterworth Lane,,,Hampshire,Romsey,SO51 9AD,50.9880608,-1.4705612,2021
Hampshire SCITT Partnership (School Direct),,10033571,,16P,,school,Thornden School,Winchester Road,,Hampshire,Chandlers Ford,SO53 2DW,50.994409,-1.3631275,2021
Hampton Hargate Primary School,,10074201,132763,1XV,,school,Hampton Hargate Primary School,Hargate Way,,Cambridgeshire,Peterborough,PE7 8BZ,52.5385052,-0.2740554,2021
Hampton Vale Primary School,,,,27W,,school,W Lake Ave,,,Cambridgeshire,Peterborough,PE7 8LS,52.5332521,-0.2743857,2021
Hamwic SCITT,,10049721,,26U,,scitt,Weston Park Primary School,,,"Hants ","Southampton ",SO19 9HX,50.8926795,-1.3587111,2021
Harborne Primary School Teaching Alliance,,,,293,,school,Station Road,,,Birmingham,Harborne,B17 9LU,52.4590312,-1.9528545,2021
Harbourside,,10057353,,2GQ,,school,Sherborn Crescent,,,Dorset,Poole,BH17 8AP,50.7496572,-1.9639309,2021
Harewood Primary School,,10076644,134853,1YZ,,school,Harewood Primary School,Eric Avenue,,Stockton-on-Tees,Thornaby,TS17 7JJ,54.5526376,-1.2952058,2021
Harleston CofE VA Primary School,,,,1DY,,school,School Lane,,,Norfolk,Harleston,IP20 9HG,52.4042739,1.3052258,2021
Harlow Teacher Training Partnership,,,,1ZH,,school,ACL Harlow,Partridge Road,,Essex,Harlow,CM16 6TE,51.757412,0.096466,2021
Harrington Nursery School,,,112474,268,,school,Harrington Nursery School,Harrington Street,,Derbyshire,Derby,DE23 8PE,52.90132,-1.475832,2021
Harris Initial Teacher Education,,10055126,,1TZ,,school,Harris Initial Teacher Education,55 Southwark Park Road,,London,"London ",SE16 3TZ,51.4933567,-0.0718341,2021
Harris ITE,,10055126,,1WU,,scitt,Harris Initial Teacher Education,55 Southwark Park Road,,,"London ",SE16 3TZ,51.4933567,-0.0718341,2021
Harrison Primary School,,10048033,115990,1AT,,school,Fareham and Gosport Primary SCITT,Harrison Primary School,,Fareham,Harrison Road,PO16 7EQ,50.8572125,-1.1799325,2021
Harrow Collegiate Teaching School Alliance,,,,1EF,,school,Whitmore High School,Porlock Avenue,,Middlesex,Harrow,HA2 0AD,51.573707,-0.3521268,2021
Harrow First,,,,214,,school,Park High School,Thistlecroft Gardens,,Middlesex,Stanmore,HA71PL,51.599843,-0.302486,2021
"HART Alliance, North Yorkshire",,,,1B2,,school,Askwith C P School,Askwith Lane,,Otley,Askwith,LS21 2HX,53.9307967,-1.7432069,2021
Hartismere School,,10031385,136271,1GP,,school,Castleton Way,,,Suffolk,Eye,IP23 7BL,52.323447,1.1369897,2021
HART School Direct Partnership,,,,2CY,,school,Bilton Grange Primary School,Bilton Lane,,Harrogate,,HG1 3BA,54.0058485,-1.5382871,2021
Hastings Academies Trust,,,,15M,,school,Hastings Academies Trust,c/o University of Brighton,,Falmer,"Checkland Building, E345",BN1 9PH,50.8582359,0.5340444,2021
Hastings and Rother Alliance,,,,1L9,,school,Ashdown Road,,,East Sussex,Bexhill on Sea,TN40 1SE,50.8427295,0.4889102999999999,2021
Hatton Centre for Education,,,,1Y7,,school,The Pythgle,,,Northamptonshire,Wellingborough,NN8 4RB,52.3081782,-0.6941409,2021
Havering Train2Teach,,,,178,,school,Severn Drive,Cranham,,Essex,Upminster,RM14 1SW,51.5462421,0.2708525,2021
Hawksmoor School,,,,1J9,,school,Bentham Road,Thamesmead,,London,,SE28 8AS,51.504562,0.111576,2021
Haybridge Alliance SCITT,,10034167,,2B3,,scitt,Haybridge High School & Sixth Form,Brake Lane,,Worcestershire,Hagley,DY8 2XS,52.4234721,-2.1488906,2021
Haybridge Teaching School Alliance,,,,1C6,,school,Habridge Teaching School,Brake Lane,,Stourbridge,Hagley,DY8 2XS,52.4234721,-2.1488906,2021
Haydon School,,10033210,136519,2GX,,school,Haydon School,Wiltshire Lane,,Pinner,Eastcote,HA5 2LX,51.5944681,-0.4140523,2021
Hayesfield Girls School,,10034674,136966,1LD,,school,Upper Oldfield Park,,,Bath,,BA2 3LA,51.376216,-2.372659,2021
Hazel Oak School,,10015859,104130,1QH,,school,HOSTA,Hazel Oak School,,Solihull,Hazeloak Road,B90 2AZ,52.404731,-1.8345628,2021
Hazelwick School,,10034642,137263,1R9,,school,Hazelwick Mill Lane,Three Bridges,,Crawley,,RH10 1SX,51.1253128,-0.1642181,2021
Hazelwood Infant School,,10046090,,15T,,school,Forest Independent Primary Collegiate,"Latton Greeen Primary Academy Site, Riddings Lane ",,Essex,Harlow,CM18 7HT,50.9173337,-1.5145663,2021
Hazel Wood Infant School,,10074113,116243,2ED,,school,Hazel Farm Road,Totton,,Southampton,,SO40 8WU,50.9173337,-1.5145663,2021
Heartlands Academy,,10028140,135907,1Z1,,school,Gt Francis Street,Nechells,,West Midlands,Birmingham,B7 4QR,52.4879332,-1.875632,2021
Heathland Whitefriars Federation,,,,1Z3,,school,Eastcote Lane,South Harrow,,,Harrow,HA2 9AG,51.5636717,-0.3693535,2021
Heaton Park Primary School,,10078438,105306,1NV,,school,Cuckoo Lane,Whitefield,,Manchester,,M45 6TE,53.5404459,-2.2775395,2021
Heckmondwike Grammar School,,10031356,136283,1NZ,,school,High Street,Heckmondwike,,West Yorkshire,Kirklees,WF16 0AH,53.7081867,-1.6686262,2021
Hellesdon High School,,10036863,138039,1TE,,school,187 Middletons Lane,Hellesdon,,Norfolk,Norwich,NR6 5SB,52.6601531,1.2555836,2021
Helsby High School,,10002998,111440,19A,,school,Chester Road,Helsby,,Frodsham,,WA6 0HY,53.2800378,-2.7492129,2021
Hempstalls-KNSTE,,,,29U,,school,Collard Avenue,,,Staffordshire,Newcastle Under Lyme,ST5 9LH,53.0229515,-2.2281266,2021
Henry Maynard Primary School,,10053211,103070,1RR,,school,Maynard Road,,,London,Walthamstow,E17 9JE,51.5825522,-0.0078526,2021
Henry Maynard Training E17,,10053211,,2AW,,scitt,Henry Maynard Primary Sch,Maynard Road,,London,Walthamstow,E17 9JE,51.5825522,-0.0078526,2021
Hereteach Alliance,,,,22V,,school,Wigmore High School,Ford Street,,Herefordshire,Wigmore,HR6 9UW,52.3149278,-2.8571263,2021
