operating_name,legal_name,ukprn,urn,provider_code,accredited_provider_number,provider_type,address1,address2,address3,address4,town,postcode,latitude,longitude,academic_year_code
Essex Primary SCITT,,,,E73,,scitt,c/o Newlands Spring Primary School,Dickens Place,,Essex,Chelmsford,CM1 4UU,51.7545075,0.445427,2019
Essex School Direct,,,,1OS,,school,West Essex SD Partnership,Chester Road,,Essex,Loughton,IG10 2LD,51.6623392,0.08448399999999999,2019
Essex Teacher Training,,,,E75,,scitt,,,,,,,51.75747399999999,0.09748599999999999,2019
"everyonelearning@LimeTree,Hawthorns,MossleyHollins Teaching Partnership",,,,2A1,,school,Sunnyside Moss Campus,Lumb Lane,,Tameside,Audenshaw,M34 5SF,53.47955,-2.132559,2019
Excalibur TSA,,,,2BO,,school,St John's Marlborough,Granham Hill,,Wiltshire,Marlborough,SN8 4AX,51.4100025,-1.7352811,2019
Exceed Partnership,,,,278,,school,Exceed SCITT and Teaching Schools,Copthorne Primary School,,Bradford,All Saints Road,BD7 3AY,53.78598419999999,-1.7731622,2019
Exceed SCITT,,,,2EY,,scitt,Exceed SCITT,Copthorne Primary School,,Bradford,All Saints Road,BD7 3AY,53.78598419999999,-1.7731622,2019
Exeter Consortium,,,,1QX,,school,"Exwick Heights Primary School ",Exwick Lane,,Devon,Exeter,EX4 2FB,50.72933769999999,-3.5575769,2019
Exning Primary School,,,,1JM,,school,,,,,,,52.2657368,0.3690021,2019
Fairfax Academy,,,,9J3,,school,Fairfax Road,,,West Midlands,Sutton Coldfield,B75 7JT,52.5625272,-1.7962658,2019
Fairfield Infant School,,,,1VQ,,school,,,,,,,50.8530056,-0.9791660000000001,2019
Fairfields Teaching School,,,,1L3,,school,Fairfields Teaching School Alliance,Trinity Avenue,,Northamptonshire,Northampton,NN2 6JN,52.2537089,-0.8883956,2019
Fakenham Academy Partnership,,,,2G8,,school,Fakenham Academy Partnership,Field Lane,,Norfolk,Fakenham,NR21 9QT,52.8400425,0.8452965,2019
Fareham and Gosport Primary SCITT,,,,25M,,scitt,Fareham and Gosport Primary SCITT,Harrison Primary School,,Fareham,Harrison Road,PO16 7EQ,50.8572125,-1.1799325,2019
Farlingaye & Kesgrave Teaching School Alliance,,,,1GN,,school,Main Road,Kesgrave,,Suffolk,Ipswich,IP5 2PB,52.1005596,1.3038389,2019
Fazakerley High School,,,,1OH,,school,Fazakerley High School,Sherwoods Lane,,,Liverpool,L10 1LB,53.4706293,-2.9253521,2019
Featherstone High School,,,,2LP,,school,11 Montague Waye,Southall,,Middlesex,London,UB2 5HF,51.4998933,-0.3868038,2019
Felsted Primary School,,,,14R,,school,,,,,,,51.8628083,0.4517418,2019
Fenland Teaching School Alliance,,,,1XY,,school,High Street,Doddington,,Cambridgeshire,March,PE15 0TF,52.4968046,0.0633532,2019
Field Junior School,,,,1SV,,school,Watford Field Road,,,Watford,,WD18 0AZ,51.64965369999999,-0.3934049,2019
Field Lane J I & N School,,,,1UN,,school,Field Lane JI&N School,Albion Street,,Kirklees,Batley near Leeds,WF17 5AH,53.7096266,-1.6300412,2019
Fields of Learning Teaching School Alliance,,,,161,,school,Fields of Learning TSA,Tapton School,,Sheffield,Darwin Lane,S10 5RG,53.375493,-1.519686,2019
Five Towns ITT Partnership,,,,2FW,,school,Castleford Academy,Ferrybridge Road,,West Yorkshire,Castleford,WF10 4JQ,53.7249553,-1.341375,2019
Flying High Partnership,,,,24H,,school,The Flying High Partnership,Cotgrave Candleby Lane School,,Nottinghamshire,Cotgrave,NG12 3JG,52.9092535,-1.0374491,2019
Forest Hill Schools Partnership,,,,22D,,school,Dacres Road,Forest Hill,,London,,SE23 2XN,51.4336677,-0.0517066,2019
Forest Independent Primary Collegiate SCITT,,,,F82,,scitt,,,,,,,51.74892329999999,0.1137553,2019
Forest Learning Alliance,,,,1HW,,school,Uplands Primary School and Nursery,Albion Road,,Berkshire,Sandhurst,GU47 9BP,51.34794609999999,-0.7987065,2019
Forest Of Galtres Anglican/Methodist Primary School,,,,1E1,,school,Station Lane,Shipton-by-Beningbrough,,York,,YO30 1AG,54.0201924,-1.1608777,2019
Forest Way Teaching School Alliance,,,,1L8,,school,Forest Way Teaching School Alliance,Warren Hills Road,,Leicestershire,Coalville,LE67 4UU,52.7291457,-1.3255531,2019
Forge TSA,,,,2HA,,school,,,,,,,,,2019
Forsbrook CofE Controlled Primary School,,,,21Y,,school,Cheadle Road,Blythe Bridge,,Staffordshire,Stoke-on-Trent,ST11 9PW,52.9692245,-2.0600093,2019
Fort Pitt Grammar School,,,,1J8,,school,FPGSAT,Fort Pitt Grammar School,,Chatham,Fort Pitt Hill,ME4 6TJ,51.3807401,0.5146113999999999,2019
Forty Hill CofE Primary School,,,,2L8,,school,,,,,,,51.6709673,-0.061056,2019
Foxes Piece School,,,,22N,,school,Newfield Road,,,Buckinghamshire,Marlow,SL7 1JW,51.5759856,-0.7682011999999999,2019
Fox Primary School,,,,1J2,,school,Kensington Place,,,London,,W8 7PP,51.5072462,-0.1969936,2019
Framwellgate School Durham,,,,1BE,,school,Newton Drive,Framwellgate Moor,,Durham,,DH1 5BQ,54.7949196,-1.5868508,2019
Frank Wise School,,,,13Z,,school,Hornbeam Close,North Oxfordshire,,Banbury,,OX16 9RL,52.058209,-1.3528403,2019
Frederick Bird Primary School,,,,1VE,,school,Swan Lane,,,Coventry,,CV2 4QQ,52.4177103,-1.4899902,2019
Freebrough Academy,,,,22X,,school,Linden Road,Brotton,,North Yorkshire,Saltburn,TS12 2SJ,54.5692287,-0.9461253000000001,2019
Freemantle Church of England Community Academy,,,,13G,,school,Mansion Road,Freemantle,,Southampton,,SO15 3BQ,50.9116953,-1.4267315,2019
Friern Barnet School,,,,1J7,,school,Hemington Avenue,Friern Barnet,,London,,N11 3LS,51.615903,-0.154785,2019
Furley Park,,,,1YV,,school,Furley Park Primary Academy,Reed Crescent,,Ashford,Kingsnorth,TN23 3PA,51.114572,0.8734649999999999,2019
Future Stars TSA,,,,1BR,,school,Future Stars TSA,Queensbridge Primary School,,"Hackney, London",Queensbridge Road,E8 4ET,51.5398487,-0.07044979999999999,2019
Fylde Coast Teaching School SCITT,,,,252,,scitt,Fylde Coast Teaching School,Blackpool Sixth Form College,,Blackpool,Blackpool Old Road,FY3 7LR,53.83889569999999,-3.0168176,2019
Gateshead Primary SCITT,,,,G10,,scitt,,,,,,,54.9382847,-1.6375471,2019
Gateshead SCITT Alliance (Dunston Hill School Direct),,,,1AQ,,school,Dunston Hill Comm Primary School,Market lane,,Gateshead,Dunston,NE11 9NX,54.949611,-1.651971,2019
Gateshead SCITT Alliance (Falla Park School Direct),,,,1B3,,school,Falla Park Community Primary School,Falla Park Road,,Gateshead,Felling,NE10 9HP,54.9488201,-1.5743137,2019
Gateway Alliance (Midlands),,,,23E,,school,,,,,,,52.3351813,-1.5789184,2019
Gateway Teaching School Alliance,,,,1K3,,school,MILBY DRIVE,,,NUNEATON,,CV11 6JS,52.5418588,-1.4470813,2019
Gatley Primary School,,,,1OJ,,school,Hawthorn Road,Gatley,,Stockport,Cheadle,SK8 4NB,53.3903904,-2.2377869,2019
Gearies Primary School,,,,23D,,school,Waremead Road,Gants Hill,,London,Ilford,IG2 6TF,51.5800108,0.0697274,2019
Geoffrey Field Junior School,,,,1QL,,school,,,,,,,51.4219373,-0.961783,2019
George Abbot SCITT,,,,G12,,scitt,,,,,,,51.2541127,-0.5463909,2019
George Abbot SCITT School Direct,,,,1OV,,school,,,,,,,51.2524787,-0.5453281999999999,2019
George Spencer Academy SCITT,,,,1WQ,,scitt,George Spencer Academy,Arthur Mee Trust,,Nottingham,Stapleford,NG9 7EW,52.9209512,-1.2676247,2019
George Spencer Academy SCITT,,,,1HR,,scitt,George Spencer Academy,Arthur Mee Road,,Nottingham,Stapleford,NG9 7EW,52.9209512,-1.2676247,2019
George Stephenson Teaching School Alliance,,,,21R,,school,Southgate,Killingworth,,Tyne and Wear,Newcastle-upon-Tyne,NE12 6SA,55.0335836,-1.5689791,2019
Giffards Primary School,,,,2BR,,school,Essex & Thames Primary SCITT,Queen Elizabeth Drive,,Essex,Corringham,SS177TJ,51.5285279,0.4474849,2019
Gipsey Bridge Academy,,,,1F7,,school,ISIS Academies Trust,Greengate Lane Academy,,Sheffield,Greengate Lane,S35 3GT,53.4707693,-1.4839586,2019
Gipsy Hill Federation,,,,1BC,,school,Kingswood Primary School Upper Site,188 Gipsy Road,,London,,SE27 9RD,51.4269176,-0.0898033,2019
Gladesmore Community School,,,,1FW,,school,,,,,,,51.5808229,-0.06606229999999999,2019
Glapton Primary and Nursery School,,,,16V,,school,Glapton Lane,Clifton,,Nottingham,,NG11 8EA,52.9063058,-1.1838251,2019
Glen Hills Primary School,,,,158,,school,Featherby Drive,Glen Parva,,Leicestershire,Leicester,LE2 9NY,52.5868332,-1.1687045,2019
Glenthorne High School,,,,17J,,school,270 Sutton Common Road,,,Surrey,Sutton,SM3 9PS,51.3808519,-0.2002411,2019
GLF Schools' Teacher Training,,,,2B4,,scitt,,,,,,,51.315352,-0.215179,2019
Gloucestershire Initial Teacher Education Partnership (GITEP),,,,G48,,scitt,,,,,,,51.8929519,-2.2713547,2019
Gloucestershire Initial Teacher Education Partnership (School Direct),,,,1D3,,school,Stroud Road,Tuffley,,Gloucester,,GL4 0DD,51.82844069999999,-2.2448341,2019
Glyn School,,,,1HV,,school,Glyn School,The Kingsway,,Surrey,Ewell,KT17 1NB,51.3433938,-0.255813,2019
Godalming Learning Partnership,,,,2JT,,school," The Headteacher, The Chandler CofE Junior School","Middlemarch, Roke lane",,Surrey,Witley,GU8 5PB,51.1527684,-0.6490720999999999,2019
Goldington Academy,,,,2DM,,school,Goldington Academy,Haylands Way,,Bedford,,MK41 9BX,52.144792,-0.444047,2019
Goldington Green Academy,,,,1D2,,school,Goldington Green,,,Bedford,,MK41 0DP,52.14084099999999,-0.4275793,2019
"Goldsmiths, University of London",,,,G56,,hei,New Cross,,,London,Lewisham,SE14 6NW,51.47427099999999,-0.035408,2019
Gorseland Primary School,,,,212,,school,Deben Avenue,Martlesham Heath,,Suffolk,Ipswich,IP5 3QR,52.06330269999999,1.2629557,2019
Gorsemoor Primary School,,,,1SZ,,school,Gorsemoor Road,Heath Hayes,,Cannock,,WS12 3TG,52.6902911,-1.9912214,2019
Gorse SCITT,,,,1N1,,school,c/o The Bruntcliffe Academy,Bruntcliffe Lane,,"Leeds, Yorkshire",Leeds,LS27 0LZ,53.7456147,-1.619312,2019
Gorsey Bank Partnership,,,,1YW,,school,Altrincham Road,,,,Wilmslow,SK9 5NQ,53.3292844,-2.249955,2019
Gosport and Fareham Multi-Academy Trust,,,,1AS,,school,Bay House School,Gomer Lane,,Gosport,Alverstoke,PO12 2QP,50.7882906,-1.1644908,2019
Grange Park Primary School,,,,1S5,,school,Swan Street,,,Tyne and Wear,Sunderland,SR5 1EA,54.9197139,-1.3890625,2019
Grantham and South Lincolnshire ITT Partnership,,,,2DU,,school,Sandon Road,,,Grantham,Grantham,NG31 9AZ,52.9170727,-0.6329572,2019
Graveney School,,,,177,,school,Welham Road,Tooting,,London,,SW17 9BU,51.4233644,-0.1520475,2019
Grazebrook Primary School,,,,18Y,,school,Grazebrook Primary School,Lordship Road,,London,Stoke Newington,N16 0QP,51.5644404,-0.08287800000000001,2019
Great Sankey Teaching School Alliance,,,,1L2,,school,Great Sankey High School,Barrow Hall Lane,,Warrington,Great Sankey,WA5 3AA,53.4002972,-2.660649,2019
Great Torrington School,,,,2HJ,,school,,,,,,,50.9550942,-4.1345667,2019
Great Yarmouth High School,,,,1SQ,,school,Salisbury Road,,,,Great Yarmouth,NR30 4LS,52.61970700000001,1.735566,2019
Greenbank Primary Liverpool,,,,2EP,,school,"Greenbank Primary School, Mossley Avenue",,,"Merseyside ",Liverpool,L18 1JB,53.3892726,-2.9255011,2019
Greengate Lane Academy,,,,243,,school,Greengate Lane,High Green,,South Yorkshire,Sheffield,S35 3GT,53.4707693,-1.4839586,2019
Greenholm Primary School,,,,19R,,school,Greenholm Primary School,Greenholm Road,,Birmingham,Great Barr,B44 8HS,52.5364428,-1.8926708,2019
Greenland Community Primary School,,,,1DC,,school,South Moor Road,South Moor,,Stanley,,DH9 7EZ,54.8563312,-1.7040823,2019
Green Lanes Primary School,,,,246,,school,Green Lanes,,,,Hatfield,AL10 9JY,51.77572790000001,-0.2337588,2019
Green Light Alliance,,,,1ZG,,school,"Shelley College (and 6th Form) ",Huddersfield Road,,West Yorkshire,"Huddersfield ",HD8 8NL,53.592721,-1.66578,2019
Green Oak CofE Primary School And Nursery,,,,1GK,,school,Franklyn Road,,,Godalming,,GU7 2LD,51.1825755,-0.6320018,2019
Green Park Primary School,,,,2F6,,school,,,,,,,53.5190823,-2.9537835,2019
Greenwood Academies Trust,,,,1EX,,school,Greenwood House,Private Road No 2,,Nottingham,Colwick Quays Business Park,NG4 2JY,52.9553883,-1.077356,2019
Greet Teaching School Alliance,,,,1S4,,school,Greet Primary School,Percy Road,,Birmingham,Sparkhill,B11 3ND,52.45451000000001,-1.8578973,2019
Grey Court Teaching School Alliance,,,,22S,,school,Ham Street,Ham,,"RICHMOND ",Richmond,TW10 7HN,51.438907,-0.31214,2019
Grimley and Holt CE Primary School,,,,1TH,,school,Grimley,,,Worcester,,WR2 6LU,52.2430912,-2.2411686,2019
Grimsdyke School,,,,1YX,,school,Sylvia Avenue,Hatch End,,,Pinner,HA5 4QE,51.6122459,-0.375857,2019
Groby and Partners,,,,1A4,,school,Brookvale Groby Learning Campus,Ratby Road,,Leicester,Groby,LE6 0FP,52.6572791,-1.2339769,2019
Growing Expert Teachers,,,,2AO,,school,Golden Valley Primary School,Nailsea Park,,North Somerset,Nailsea,BS48 1BB,51.4320864,-2.7502474,2019
Gumley House RC Convent School FCJ,,,,1LG,,school,St John's Road,,,Isleworth,,TW7 6XF,51.4684851,-0.329846,2019
Gunnersbury Catholic School,,,,22K,,school,The Ride,Boston Manor Road,,London,Brentford,TW8 9LB,51.4929174,-0.3151492,2019
Guru Nanak Academy,,,,1E9,,school,Guru Nanak Teaching School Alliance,Springfield Road,,Hayes,,UB4 0LT,51.5086436,-0.3982423,2019
Haberdashers' Aske's Hatcham College,,,,1KP,,school,Haberdashers' Aske's Federation,Pepys Road,,London,New Cross,SE14 5SF,51.467545,-0.043017,2019
Hackney Teaching Schools' Alliance,,,,1V9,,school,Laura Place,Lower Clapton Road,,London,,E5 0RB,51.5541268,-0.053902,2019
Hales Valley Teaching School,,,,18E,,school,Lutley Primary School,Brookwillow Road,,West Midlands,Halesowen,B63 1BU,52.4408107,-2.0765076,2019
Hall Mead School,,,,1GJ,,school,,,,,,,51.5642461,0.2620639,2019
Halstow Primary School,,,,1V5,,school,Halstow Primary School,Halstow Road,,London,Greenwich,SE10 0LD,51.4849304,0.0156082,2019
Halterworth Teaching School Partnership,,,,1A8,,school,,,,,,,50.98831269999999,-1.4701858,2019
Hampshire LEARN SCITT Partnership (School Direct),,,,16P,,school,,,,,,,50.994409,-1.3631275,2019
Hampton Hargate Primary School,,,,1XV,,school,Hampton Hargate Primary School,Hargate Way,,Cambridgeshire,Peterborough,PE7 8BZ,52.5385052,-0.2740554,2019
Hampton Vale Primary School,,,,27W,,school,W Lake Ave,,,Cambridgeshire,Peterborough,PE7 8LS,52.53325210000001,-0.2743857,2019
Hamwic SCITT,,,,26U,,scitt,Weston Park Primary School,,,"Hants ","Southampton ",SO19 9HX,50.8926795,-1.3587111,2019
Harborne Primary School Teaching Alliance,,,,293,,school,Station Road,,,Birmingham,Harborne,B17 9LU,52.4590312,-1.9528545,2019
Harbourside,,,,2GQ,,school,Sherborn Crescent,,,Dorset,Poole,BH17 8AP,50.74965719999999,-1.9639309,2019
Harewood Primary School,,,,1YZ,,school,Harewood Primary School,Eric Avenue,,Stockton-on-Tees,Thornaby,TS17 7JJ,54.5526376,-1.2952058,2019
Harleston CofE VA Primary School,,,,1DY,,school,School Lane,,,Norfolk,Harleston,IP20 9HG,52.4042739,1.3052258,2019
Harlow Teacher Training Partnership,,,,1ZH,,school,ACL Harlow,Partridge Road,,Essex,Harlow,CM16 6TE,51.757412,0.096466,2019
Harrington Nursery School,,,,268,,school,,,,,,,52.90132,-1.475832,2019
Harris Initial Teacher Education,,,,1TZ,,school,Harris Initial Teacher Education,55 Southwark Park Road,,London,"London ",SE16 3TZ,51.4933567,-0.0718341,2019
Harris ITE,,,,1WU,,school,Harris Initial Teacher Education,55 Southwark Park Road,,,"London ",SE16 3TZ,51.4933567,-0.0718341,2019
Harrison Primary School,,,,1AT,,school,Fareham and Gosport Primary SCITT,Harrison Primary School,,Fareham,Harrison Road,PO16 7EQ,50.8572125,-1.1799325,2019
Harrow Collegiate Teaching School Alliance,,,,1EF,,school,Whitmore High School,Porlock Avenue,,Middlesex,Harrow,HA2 0AD,51.573707,-0.3521268,2019
Harrow First,,,,214,,school,,,,,,,51.5769751,-0.3506697,2019
"HART Alliance, North Yorkshire",,,,1B2,,school,Askwith C P School,Askwith Lane,,Otley,Askwith,LS21 2HX,53.93079669999999,-1.7432069,2019
Hartismere School,,,,1GP,,school,Castleton Way,,,Suffolk,Eye,IP23 7BL,52.32344699999999,1.1369897,2019
HART of Yorkshire,,,,25C,,scitt,YCAT,Bilton Grange Primary School,,Harrogate,Bilton Lane,HG1 3BA,54.0058485,-1.5382871,2019
Harton Teaching School Alliance,,,,1D7,,school,,,,,,,54.9759194,-1.4071335,2019
HART School Direct Partnership,,,,2CY,,school,Bilton Grange Primary School,Bilton Lane,,Harrogate,,HG1 3BA,54.0058485,-1.5382871,2019
Hastings Academies Trust,,,,15M,,school,Hastings Academies Trust,c/o University of Brighton,,Falmer,"Checkland Building, E345",BN1 9PH,50.8582359,0.5340444000000001,2019
Hatton Teaching School Alliance,,,,1Y7,,school,,,,,,,52.30838499999999,-0.69451,2019
Havering Train2Teach,,,,178,,school,Severn Drive,Cranham,,Essex,Upminster,RM14 1SW,51.5462421,0.2708525,2019
Hawkley Hall High School,,,,18T,,school,Carr Lane,Hawkley Hall High School,,Greater Manchester,Wigan,WN3 5NY,53.5229924,-2.6350872,2019
Hawksmoor School,,,,1J9,,school,Bentham Road,Thamesmead,,London,,SE28 8AS,51.504562,0.111576,2019
Haybridge Alliance SCITT,,,,2B3,,scitt,Haybridge High School & Sixth Form,Brake Lane,,Worcestershire,Hagley,DY8 2XS,52.42347210000001,-2.1488906,2019
Haybridge Teaching School Alliance,,,,1C6,,school,Habridge Teaching School,Brake Lane,,Stourbridge,Hagley,DY8 2XS,52.42347210000001,-2.1488906,2019
Haydon School,,,,2GX,,school,Haydon School,Wiltshire Lane,,Pinner,Eastcote,HA5 2LX,51.5944681,-0.4140523,2019
Hayesfield Girls School,,,,1LD,,school,Upper Oldfield Park,,,Bath,,BA2 3LA,51.37621600000001,-2.372659,2019
Hazel Oak School,,,,1QH,,school,HOSTA,Hazel Oak School,,Solihull,Hazeloak Road,B90 2AZ,52.40473100000001,-1.8345628,2019
Hazelwick School,,,,1R9,,school,Hazelwick Mill Lane,Three Bridges,,Crawley,,RH10 1SX,51.1253128,-0.1642181,2019
Hazelwood Infant School,,,,15T,,school,Forest Independent Primary Collegia,Limes Avenue,,Essex,Chigwell,IG7 5LP,51.74892329999999,0.1137553,2019
Hazel Wood Infant School,,,,2ED,,school,Hazel Farm Road,Totton,,Southampton,,SO40 8WU,50.9173337,-1.5145663,2019
Heartlands Academy,,,,1Z1,,school,Gt Francis Street,Nechells,,West Midlands,Birmingham,B7 4QR,52.4879332,-1.875632,2019
Heathland Whitefriars Federation,,,,1Z3,,school,Eastcote Lane,South Harrow,,,Harrow,HA2 9AG,51.5649934,-0.3589344,2019
Heaton Park Primary School,,,,1NV,,school,Cuckoo Lane,Whitefield,,Manchester,,M45 6TE,53.54044589999999,-2.2775395,2019
Heckmondwike Grammar School,,,,1NZ,,school,High Street,Heckmondwike (Near Huddersfield),,West Yorkshire,Kirklees,WF16 0AH,53.7081867,-1.6686262,2019
Hellesdon High School,,,,1TE,,school,187 Middletons Lane,Hellesdon,,Norfolk,Norwich,NR6 5SB,52.6601531,1.2555836,2019
Helsby High School,,,,19A,,school,Chester Road,Helsby,,Frodsham,,WA6 0HY,53.2800378,-2.7492129,2019
Hempstalls-KNSTE,,,,29U,,school,Collard Avenue,,,Staffordshire,Newcastle Under Lyme,ST5 9LH,53.0229515,-2.2281266,2019
Henry Maynard Primary School,,,,1RR,,school,Maynard Road,,,London,Walthamstow,E17 9JE,51.58255219999999,-0.0078526,2019
Henry Maynard Training E17,,,,2AW,,scitt,Henry Maynard Primary Sch,Maynard Road,,London,Walthamstow,E17 9JE,51.58255219999999,-0.0078526,2019
Hereteach Alliance,,,,22V,,school,,,,,,,52.3149278,-2.8571263,2019
Heronsgate Primary School,,,,1EE,,school,,,,,,,51.493498,0.08358499999999999,2019
Hertswood Academy,,,,17Z,,school,Cowley Hill,Borehamwood,,Hertfordshire,,WD6 5LG,51.667025,-0.266611,2019
Hethersett Academy,,,,2H1,,school,,,,,,,52.6005463,1.182097,2019
Higham Lane School Partnership,,,,2KZ,,school,Higham Lane School,Shanklin Drive,,Warkwickshire,Nuneaton,CV100BJ,52.5315768,-1.4579336,2019
Highbury Fields School Direct Partnership,,,,229,,school,Highbury Hill,Islington,,London,,N5 1AR,51.5528918,-0.1009739,2019
Highdown School and Sixth Form Centre,,,,1UJ,,school,Surley Row,Emmer Green,,Reading,,RG4 8LR,51.4819111,-0.9748652,2019
High Force Education (SCITT),,,,H38,,school,Green Lane CE Primary School,Green Lane,,Co Durham,Barnard Castle,DL12 8LG,54.5460522,-1.9097757,2019
High Force Education SCITT,,,,1LP,,scitt,,,,,,,54.6506813,-2.1867654,2019
Hildenborough Church of England Primary School,,,,15Z,,school,Hildenborough C of E Primary School,Riding Lane,,Tonbridge,Hildenborough,TN11 9HY,51.2178125,0.2415437,2019
Hillborough Junior School,,,,18H,,school,,,,,,,51.8724543,-0.4251093,2019
Hillcross Primary School,,,,1VV,,school,Ashridge Way,,,Morden,,SM4 4EE,51.3981727,-0.2100343,2019
Hillingdon SCITT,,,,2B5,,scitt,,,,,,,51.5792098,-0.4081035,2019
Hillside School,,,,1T8,,school,Hillside School,Foredown Road,,Brighton,Portslade,BN41 2FU,50.8451455,-0.21761,2019
Hillview School For Girls,,,,1KD,,school,Hillview School for Girls,Brionne Gardens,,Tonbridge,,TN9 2HE,51.1881425,0.2832094,2019
Hitchin Boys' School,,,,1QY,,school,,,,,,,51.951198,-0.2785165,2019
Holbrook Primary School,,,,1OB,,school,Gateside Road,,,Coventry,,CV6 6FR,52.4386421,-1.4976159,2019
Holland Park School,,,,217,,school,Airlie Gardens,Campden Hill Road,,London,,W8 7AF,51.5050051,-0.2006885,2019
Holmes Chapel Comprehensive School,,,,1PN,,school,Selkirk Drive,Holmes Chapel,,Crewe,Holmes Chapel,CW4 7DX,53.19752140000001,-2.3681938,2019
Holte School - School Direct Programme,,,,139,,school,Wheeler Street,Lozells,,Birmingham,,B19 2EP,52.4996266,-1.9031367,2019
Holt Heath Teaching Alliance,,,,2BL,,school,Holt Heath Teaching Alliance - St. Ives Primary & Nursery School,"Sandy Lane, St. Ives",,Hampshire,Ringwood,BH24 2LE,50.8381341,-1.8234596,2019
Holt Heath Teaching Alliance,,,,281,,school,St. Ives Primary School,"Sandy Lane, St. Ives",,Hampshire,Ringwood,BH24 2LE,50.8381341,-1.8234596,2019
Holtsmere End Infant and Nursery School,,,,1W7,,school,Shenley Road,,,Hemel Hempstead,,HP2 7JZ,51.7771442,-0.4419742,2019
Holy Trinity CE Primary,,,,1U9,,school,Dartmouth Road,,,London,,SE23 3HZ,51.4357027,-0.0564174,2019
Holy Trinity Church of England Primary School,,,,1C1,,school,Upper Tulse Hill,,,London,,SW2 2RL,51.4474445,-0.1194092,2019
Holy Trinity CofE Primary School,,,,292,,school,,,,,,,53.7852115,-2.2561292,2019
Holy Trinity CofE VA Primary School,,,,1ND,,school,South Street,,,Taunton,,TA1 3AF,51.01356819999999,-3.09437,2019
Homewood School And Sixth Form Centre,,,,1NH,,school,Homewood School & Sixth Form Centre,Ashford Road,,Tenterden,,TN30 6LT,51.0771324,0.6943391,2019
Hope Valley College,,,,1AU,,school,Castleton Road,Hope,,Hope Valley,,S33 6SD,53.3474185,-1.7501709,2019
Horizon Learning Network,,,,19D,,school,c/o Netherton Moss School,Swifts Lane,,Bootle,Netherton,L30 3RU,53.486497,-2.980304,2019
Horrabridge Primary & Nursery School,,,,1TV,,school,Walkhampton Road,Horrabridge,,Devon,Yelverton,PL20 7SZ,50.50745999999999,-4.0971202,2019
Horton Grange Primary School,,,,1EO,,school,Spencer Road,Great Horton,,Bradford,,BD7 2EU,53.787439,-1.780088,2019
Howard Park Community School,,,,1BU,,school,St Peg Lane,,,Cleckheaton,,BD19 3SD,53.7229043,-1.7075108,2019
Howe Dell Primary School,,,,12X,,school,Howe Dell Primary School,The Runway,,Hatfield,,AL10 9AH,51.7669595,-0.2472552,2019
Huddersfield Horizon SCITT,,,,2EX,,scitt,,,,,,,53.629655,-1.811629,2019
Hudson Primary School,,,,2F5,,school,,,,,,,53.5008539,-2.9396096,2019
Hull College,,,,H73,,school,Queen's Gardens,Wilberforce Drive,,,Hull,HU1 3DG,53.7454019,-0.3344027,2019
Hull SCITT,,,,25O,,scitt,Hull SCITT,Dorchester Primary School,,Hull,Dorchester Road,HU7 6AH,53.7802765,-0.3176333,2019
Hull SCITT salaried,,,,1BX,,school,Hull Collaborative Teaching School,Barham Road,,Hull,,HU9 4EE,53.7697636,-0.2637349,2019
Humber Teaching School,,,,1ES,,school,The Humber Teaching School,Low Road,,Grimsby,Healing,DN41 7QD,53.574467,-0.164279,2019
Hungerhill School,,,,298,,school,Hungerhill Lane,Edenthorpe,,South Yorkshire,Doncaster,DN3 2JY,53.55148080000001,-1.0741717,2019
Hursthead Junior School Alliance,,,,27X,,school,Kirkstead Road,,,Cheshire,Cheadle Hulme,SK8 7PZ,53.3614808,-2.1808562,2019
Hurstmere School,,,,13U,,school,Hurst Road,,,Sidcup,,DA15 9AW,51.4387,0.1144,2019
Husborne Crawley Lower School,,,,1VY,,school,School Lane,,,Husborne Crawley,,MK43 0UZ,52.0123703,-0.6026843,2019
i2i Teaching Partnership,,,,24X,,scitt,Weydon School,Weydon Lane,,Surrey,Farnham,GU9 8UG,51.2025197,-0.8146681,2019
Ignite Teaching School,,,,18Z,,school,Ormiston Venture Academy,,,Norfolk,Gorleston,NR31 7JJ,52.57043549999999,1.7067114,2019
Ignite TSA,,,,22A,,school,St Bernard's RC Primary School - A Voluntary Academy,,,Cheshire,Ellesmere Port,CH65 5EW,53.2715397,-2.8894026,2019
Ilkley All Saints' Teacher Training Partnership,,,,2DX,,school,Easby Drive,,,West Yorkshire,Ilkley,LS29 9BE,53.9266118,-1.8351975,2019
Inner London Teacher Training Alliance,,,,21B,,school,Morning Lane,Hackney,,Greater London,London,E9 6LG,51.54660939999999,-0.0470095,2019
Innovate Multi Academy Trust,,,,29D,,school,West Street,,,,Northampton,NN7 4QU,52.228321,-1.0843108,2019
Innovation Teaching School,,,,1PS,,school,14 Frensham Road,,,Surrey,Farnham,GU9 8HB,51.2024026,-0.7929400999999999,2019
Inspiration Teacher Training,,,,2H7,,scitt,,,,,,,52.5377676,-0.9969889999999999,2019
Inspiration Trust Norwich,,,,2AB,,school,Inspiration Trust,Weights & Measures Building,,Norwich,28 Bethel Street,NR2 1NR,52.62832239999999,1.2901413,2019
Inspire and Bosco TSA Sussex,,,,1KY,,school,Inspire and Bosco Teaching School Alliances,C/O St Paul's Catholic College,,Burgess Hill,Jane Murray Way,RH15 8GA,50.86708950000001,-0.08791399999999999,2019
