operating_name,legal_name,ukprn,urn,provider_code,accredited_provider_number,provider_type,address1,address2,address3,address4,town,postcode,latitude,longitude,academic_year_code
All Saints Church of England Aided Junior School,,,,17S,,school,All Saints C of E Junior School,Leawood Road,,Hampshire,Fleet,GU51 5AJ,51.2752339,-0.8559308,2019
All Saints RC School,,,,2KH,,school,All Saints RC School,Mill Mount Lane,,North Yorkshire,York,YO24 1BJ,53.9514365,-1.0942545,2019
All Saints Teaching School,,,,21V,,school,All Saints Teaching School Alliance,Suite 4 Zealley House,,Devon,"Greenhill Way, Kingsteignton",TQ12 3SB,50.5426699,-3.5947948,2019
Alperton Community School,,,,1KR,,school,Alperton Community School,Stanley Avenue,,Brent,Alperton,HA0 4JE,51.5434804,-0.2926648,2019
Altius Alliance,,,,24R,,scitt,Cheadle Hulme High School,Woods Lane,,Cheshire,Cheadle Hulme,SK8 7JY,53.3658939,-2.1876031,2019
Alton Schools Teaching Alliance,,,,2BY,,school,Eastbrooke Road,,,Hampshire,Alton,GU34 2DR,51.1539775,-0.9719325,2019
Altrincham Grammar School For Girls,,,,1JT,,school,Cavendish Road,Bowdon,,Altrincham,,WA14 2NL,53.3815675,-2.3600782,2019
Ambitions Teaching School,,,,135,,school,,,,,,,50.7477593,-1.8600495,2019
Amwell View School,,,,1AC,,school,,,,,,,51.786578,-0.002803,2019
Angel Islington Teaching School Alliance,,,,2BZ,,school,Donegal Street,Islington,,London,London,N1 9QG,51.5329007,-0.114072,2019
Anglesey Primary Academy,,,,15W,,school,AET School Direct - South West,Academies Enterprise Trust,,,,,51.5320268,-0.1361007,2019
Anglian Gateway Teaching Schools Alliance,,,,1JD,,school,Bottisham Village College,Lode Road,,Cambridgeshire,Bottisham,CB25 9DL,52.225397,0.255372,2019
Anglia Ruskin University,,,,A60,,hei,Anglia Ruskin University,Bishop Hall Lane,,Essex,Chelmsford,CM1 1SQ,51.7414848,0.4742087,2019
Anglo European School,,,,1SM,,school,Willow Green,,,Ingatestone,,CM4 0DJ,51.6735613,0.385527,2019
Anton Andover Alliance,,,,2AU,,scitt,Anton Junior School,Barlows Lane,,Hampshire,Andover,SP10 2HA,51.2002253,-1.4841683,2019
Anton Junior School,,,,21S,,school,Barlows Lane,,,Hampshire,Andover,SP10 2HA,51.2002253,-1.4841683,2019
Applied Minds Teaching School,,,,12U,,school,,,,,,,,,2019
Aquila,,,,2CA,,school,Aquila,Diocese of Canterbury,,"Folkestone, Kent","Unit 33, Folkestone Enterprise Cen",CT19 4RH,51.09507199999999,1.150777,2019
Arch Alliance - All Souls' CE Primary,,,,1XK,,school,C/O All Souls' CE Primary School,Rye Street,,Greater Manchester,Heywood,OL10 4DF,53.597134,-2.2053874,2019
Archbishop Blanch School,,,,2KA,,school,80 Earle Road,,,Merseyside,Liverpool,L7 6HQ,53.3983709,-2.944065,2019
Archbishop Tenison's CofE High School,,,,1G9,,school,Archbishop Tenison's,Selborne Road,,Croydon,,CR0 5JQ,51.369222,-0.08207869999999999,2019
Archbishop Tenison's School,,,,1K6,,school,Lambeth Teaching Schools' Alliance,,,,,,51.4828622,-0.1158144,2019
Arden Alliance,,,,2BU,,school,,,,,,,52.3846284,-1.7389819,2019
Ark Boulton Teacher Training,,,,2GB,,school,Golden Hillock Road,Sparkhill,,West Midlands,Birmingham,B11 2QG,52.45750659999999,-1.8610818,2019
ARK Teacher Training,,,,1ZU,,school,65 Kingsway,,,London,,WC2B 6TD,51.5153584,-0.1193644,2019
ARK Teacher Training,,,,1CS,,school,65 Kingsway,Holborn,,London,London,WC2B 6TD,51.5153367,-0.1194887,2019
ArrowITT,,,,1DD,,school,,,,,,,,,2019
Arthur Mellows Village College,,,,1JN,,school,Teach East SCITT C/O Arthur Mellows,Helpston Road,,Peterborough,Glinton,PE6 7JX,52.6375925,-0.3027617,2019
Arthur Terry School,,,,1QN,,school,Kittoe Road,Four Oaks,,West Midlands,Sutton Coldfield,B74 4RZ,52.589201,-1.8356073,2019
Ashbourne Dove Valley TSA,,,,2BE,,school,,,,,,,53.016626,-1.732179,2019
Ashcroft Technology Academy,,,,1P9,,school,Vice Principal,Ashcroft Technology Academy,,London,100 West Hill,SW15 2UT,51.4562687,-0.2076751,2019
Ash Field Academy,,,,194,,school,Broad Avenue,Evington,,East Midlands,"Leicester, Leicestershire",LE5 4PY,52.633396,-1.08941,2019
Ashfield School ITT,,,,2L9,,school,,,,,,,53.1093302,-1.2691702,2019
Ashford Oaks Community Primary School,,,,1VR,,school,Oak Tree Road,,,Ashford,,TN23 4QR,51.14134319999999,0.8562742999999999,2019
Ashford Teaching Alliance,,,,19C,,school,Sandling Road,Saltwood,,Kent,Hythe,CT21 4HL,51.08391169999999,1.067416,2019
Ash Green Community Primary School,,,,1DM,,school,Mixenden Road,Mixenden,,Halifax,,HX2 8QD,53.7492808,-1.9071914,2019
Ashlawn Teaching School,,,,1XO,,school,Ashlawn Road,,,Warwickshire,Rugby,CV22 5ET,52.3565949,-1.2320255,2019
Ashley CofE Aided Primary School,,,,22M,,school,Ashley Road,,,Surrey,Walton-on-Thames,KT12 1HX,51.3836066,-0.4179312,2019
Ashmead Combined School,,,,289,,school,Ashmead School,Cole Road,,Buckinghamshire,Aylesbury,HP21 8SU,51.80189319999999,-0.8202984999999999,2019
Ashmole Academy (North London Teaching Alliance),,,,1P2,,school,,,,,,,51.6302337,-0.1330274,2019
Ashton-on-Mersey School,,,,164,,school,Cecil Avenue,,,Sale,,M33 5BP,53.4191179,-2.3398147,2019
Ashton on Mersey School SCITT,,,,24L,,scitt,,,,,,,53.4189389,-2.3394249,2019
Ashton Teacher Training Partnership,,,,29O,,school,Ashton Sixth Form College,Darnton Road,,Greater Manchester,Ashton-under-Lyne,OL6 9RL,53.4915466,-2.0760181,2019
Aslacton Primary School,,,,1DT,,school,The Cambridge Partnership,"CMAT Swavesey Village College, Gibraltar Lane, Swavesey",,Cambridgeshire,Cambridge,CB24 4RS,52.2947667,-0.0055253,2019
Aspirational Teaching Alliance of St. Helens,,,,1LA,,school,Ashton Road,,,Lancashire,Newton-leWillows,WA12 0AD,53.4617418,-2.6250103,2019
Aspire Education Alliance,,,,27K,,school,"Warren Junior School, Gordon Road",Chadwell Heath,,Essex,Romford,RM6 6DA,51.5762847,0.1423888,2019
Aspirer School Direct,,,,1XQ,,school,,,,,,,,,2019
Aspire Teaching Alliance,,,,28R,,school,Aspire Teaching Alliance,"c/o Overton CE Primary, Court Drove",,Hampshire,Overton,RG25 3ES,51.2478324,-1.2698911,2019
Aspire Teaching Trust,,,,2HB,,school,Aspire Teaching Trust,Unit 20,,Cornwall,"St Austell Business Park,StAustell,",PL25 4FD,50.3586214,-4.7821564,2019
ASSET Education,,,,146,,school,,,,,,,52.088387,1.1033143,2019
Associated Merseyside Partnership SCITT,,,,25F,,scitt,"Vortex House, ","Enterprise Way, ",,Merseyside,"Wavertree Technology Park,",L13 1FB,53.405205,-2.922909,2019
Aston Community Education Trust,,,,17U,,school,Aughton Road,Swallownest,,South Yorkshire,Sheffield,S26 4SF,53.3689797,-1.3212167,2019
Aston Manor Academy,,,,1F2,,school,Phillips Street,Aston,,West Midlands,Birmingham,B6 4PZ,52.4958679,-1.8897936,2019
Astor College (A Specialist College for the Arts),,,,13X,,school,Astor College,Astor Avenue,,Dover,,CT17 0AS,51.127013,1.2898443,2019
Astra Aylesbury Hub,,,,2KM,,school,Aylesbury High School,Walton Road,,Buckinghamshire,Aylesbury,HP21 7SX,51.8125456,-0.8029826,2019
Astra Marlow Hub,,,,2JH,,school,West Street,,,Buckinghamshire,Marlow,SL7 2BR,51.56992779999999,-0.7825472,2019
Astra SCITT,,,,28E,,scitt,Dr Challoner's Grammar School,Chesham Rd,,Buckinghamshire,Amersham,HP6 5HA,51.6760251,-0.6095188,2019
Atlantic Coast Cooperative Trust,,,,1ZS,,school,,,,,,,,,2019
ATT Partnership,,,,2CZ,,school,,,,,,,,,2019
Aurum Schools Partnership,,,,1X2,,school,School Lane,Washingborough,,Lincolnshire,Lincoln,LN4 1BW,53.2234028,-0.4705654,2019
Avenue Primary Academy,,,,1J3,,school,,,,,,,51.3463601,-0.2041271,2019
Balcarras School,,,,14B,,school,East End Road,Charlton Kings,,Gloucestershire,Cheltenham,GL53 8QF,51.8814114,-2.0436998,2019
Balksbury Infant School,,,,15B,,school,Balksbury Infant School,Floral Way,,Hants,Andover,SP10 3QP,51.2039035,-1.5022307,2019
Bankside Primary School,,,,15L,,school,Shepherds Lane,,,Leeds,,LS8 5AW,53.8148688,-1.5219816,2019
Bannockburn Primary School,,,,2E2,,school,,,,,,,56.0882632,-3.9099956,2019
Barr Beacon School,,,,16T,,school,Old Hall Lane,Aldridge,,West Midlands,Walsall,WS9 0RF,52.561104,-1.915301,2019
Barr Beacon SCITT,,,,2AX,,scitt,Barr Beacon SCITT,Old Hall Lane,,West Midlands,Walsall,WS9 0RF,52.561104,-1.915301,2019
Barrow CEVC Primary School,,,,1MJ,,school,Colethorpe Lane,Barrow,,Suffolk,Bury St Edmonds,IP29 5AU,52.2455985,0.5777505,2019
Basingstoke Alliance SCITT,,,,1KH,,school,Dove House School,Sutton Road,,Hampshire,Basingstoke,RG21 5SU,51.27480079999999,-1.0869765,2019
Bath Spa University,,,,B20,,hei,Newton Park Campus,Newton St Loe,,Bath and North East Somerset,Bath,BA2 9BN,51.37555529999999,-2.4382603,2019
Baylis Court School,,,,1T4,,school,Baylis Court School,Gloucester Avenue,,Slough,,SL1 3AH,51.5248436,-0.6095275,2019
Beacon Community College,,,,13M,,school,East Beeches Road,,,Crowborough,,TN6 2AS,51.0552305,0.1725617,2019
Beal High School (NELTA),,,,1NA,,school,,,,,,,51.5860461,0.0517291,2019
Beatrix Potter Primary School,,,,199,,school,Beatrix Potter Primary School,Magdalen Road,,London,Earlsfield,SW18 3ER,51.44398349999999,-0.1822936,2019
Bedgrove Infant School,,,,1YP,,school,Ingram Avenue,,,,Aylesbury,HP21 9DJ,51.80588119999999,-0.780006,2019
Bedlington West End First School,,,,1BA,,school,Ridge Terrace,,,Bedlington,,NE22 6EB,55.13208909999999,-1.6021572,2019
Beech HIll,,,,14G,,school,Linhope Road,West Denton,,Newcastle-upon-Tyne,Newcastle upon Tyne,NE5 2LW,54.9942855,-1.6918836,2019
Beech Hill Junior and Infant School,,,,13H,,school,Mount Pleasant Avenue,,,Halifax,,HX1 5TN,53.7269344,-1.8700016,2019
Belleville Primary School,,,,1LY,,school,Belleville Primary School,Webbs Road,,London,,SW11 6PR,51.4568836,-0.1643668,2019
Belle Vue Girls' Academy,,,,2G4,,school,Belle Vue Girls' Academy,"Thorn Lane, Bingley Road",,West Yorkshire,Bradford,BD9 6NA,53.82007669999999,-1.8132765,2019
Belle Vue Infant School,,,,2BM,,school,Belle Vue Road,,,Hampshire,Aldershot,GU12 4RZ,51.2484924,-0.7443375,2019
Bemrose School,,,,16Q,,school,The Bemrose School,Uttoxeter New Road,,Derby,,DE22 3HU,52.9168797,-1.5015335,2019
Benfield Primary School,,,,2FH,,school,,,,,,,50.8376095,-0.2094359,2019
Benfleet Teaching School Alliance,,,,1JH,,school,Croft Road,,,Essex,Benfleet,SS7 5RN,51.56382019999999,0.5522024999999999,2019
Bengeworth Multi-Academy Trust,,,,2JC,,school,Bengeworth Multi-Academy Trust,Kings Road,,Worcestershire,Evesham,WR11 3EU,52.09548179999999,-1.9315199,2019
Bennett Memorial Diocesan School,,,,1KU,,school,Bennett Memorial Diocesan School,Culverden Down,,Kent,Tunbridge Wells,TN4 9SH,51.14294659999999,0.2483522,2019
Bensham Manor School,,,,1RS,,school,Change Through Learning,Teaching School Alliance,,Thornton Heath,c/o St. James the Great,CR7 8HJ,51.4063173,-0.1056761,2019
Benton Dene School,,,,18O,,school,Benton Dene School,Hailsham Avenue,,Newcastle upon Tyne,Longbenton,NE12 8FD,55.0197687,-1.5728151,2019
Berkshire Teaching Alliance,,,,26M,,school,Berkshire Teaching Alliance,Brookfields School,,Tilehurst,Sage Road,RG31 6SW,51.4731427,-1.0467431,2019
Berkshire Teaching School Alliance,,,,1Y1,,school,Maiden Erlegh School,Silverdale Road,,Reading,Earley,RG6 7HS,51.437245,-0.9249447,2019
Bethnal Green Academy,,,,1CJ,,school,Gosset Street,Bethnal Green,,London,,E2 6NW,51.527743,-0.0705126,2019
Bexley Teaching School Alliance,,,,1HE,,school,Bexley Teaching School Alliance,Bedonwell Infant and Nursery School,,"Belvedere, Kent",Bedonwell Road,DA17 5PF,51.47970669999999,0.1335376,2019
Bexton Primary School,,,,17R,,school,Bexton Primary School,Blackhill Lane,,Knutsford,,WA16 9DB,53.2933412,-2.376378,2019
BHSSA,,,,1KN,,school,,,,,,,54.1196168,-114.4078045,2019
Biddenham Upper School and Sports College,,,,2DR,,school,Biddenham Turn,,,Bedford,,MK40 4AZ,52.1392016,-0.4969015000000001,2019
Biddulph High School,,,,14K,,school,Conway Road,Knypersley,,Stoke-on-Trent,Biddulph,ST8 7AR,53.1058534,-2.1720251,2019
Billericay Educational Consortium,,,,B28,,scitt,,,,,,,51.604503,0.508475,2019
Billericay School,,,,1PT,,school,,,,,,,51.6186825,0.4174181,2019
Bilton School,,,,1NS,,school,Bilton School,Lawford Lane,,,Rugby,CV22 7JT,52.3630345,-1.2965326,2019
Bingley Grammar School Direct,,,,2BP,,school,Bingley Grammar School,Keighley Road,,West Yorkshire,Bingley,BD16 2RS,53.8559904,-1.8461186,2019
Binstead Primary School,,,,1FB,,school,The Bay CE Primary School,Winchester Park Road,,Isle of Wight,Sandown,PO369BA,50.65737799999999,-1.1587376,2019
Birches Head High School,,,,1JP,,school,TILT - Birches Head Academy,Birches Head Road,,Stoke-on-Trent,Hanley,ST2 8DD,53.0396575,-2.1519742,2019
Birkenhead North Schools Partnership,,,,2F7,,school,Our Lady & St Edward's Catholic Pri,Price Street,,Merseyside,Birkenhead,CH41 8DU,53.3998418,-3.0409598,2019
Birmingham City University,,,,B25,,hei,15 Bartholomew Row,City Centre,,West Midlands,Birmingham,B5 5JU,52.482274,-1.8888201,2019
Birmingham Nursery Schools Teaching School Alliance,,,,2D8,,school,Kings Norton Nursery School,Westhill Road,,West Midlands,Birmingham,B38 8SY,52.412448,-1.9352142,2019
Birmingham Primary Training Partnership,,,,226,,school,Anglesey Street,,,West Midlands,Birmingham,B19 1RA,52.4995158,-1.9103003,2019
Birmingham Primary Training Partnership SCITT,,,,24F,,school,c/o Ninestiles School,Hartfield Crescent,,Birmingham,Acocks Green,B27 7QG,52.4394688,-1.8337104,2019
Bishop Bronescombe CofE School,,,,2LQ,,school,84 Boscoppa Road,St Austell,,,Cornwall,PL25 3DT,50.347518,-4.7600763,2019
Bishop Challoner Teaching School Alliance,,,,1K2,,school,Bishop Challoner Catholic College,Institute Road,,Birmingham,Kings Heath,B14 7EG,52.4328976,-1.8901976,2019
Bishop Grosseteste University,,,,B38,,hei,,,,,,,53.24382259999999,-0.5364247,2019
Bishop Luffa,,,,1PE,,school,Westgate,,,West Sussex,Chichester,PO19 3HP,50.835787,-0.7949335,2019
Bishop Ramsey CE School,,,,1E5,,school,Hume Way,,,Middlesex,Ruislip,HA4 8EE,51.5792096,-0.4080951,2019
Bishop Rawstorne School Direct Programme,,,,18C,,school,,,,,,,53.6617933,-2.7693475,2019
Bishop's Hatfield Girls' School,,,,1RN,,school,Woods Avenue,,,Hatfield,,AL10 8NL,51.7587996,-0.226604,2019
Bishop's Stortford Education Trust (BSET) SCITT,,,,13E,,school,BSET SCITT,Leventhorpe School,,Sawbridgeworth,Cambridge Road,CM21 9BY,51.8206729,0.1491952,2019
Bishop's Stortford SCITT,,,,26T,,scitt,,,,,,,51.5792098,-0.4081035,2019
Bishop Winnington-Ingram CE Primary,,,,1U3,,school,Bishop Winnington-Ingram Primary,Southcote Rise,,Ruislip,,HA4 7LW,51.5778061,-0.4345489,2019
Bitterne Park Teaching School Alliance,,,,1F6,,school,Bitterne Park School,Dimond Road,,Southampton,Bitterne Park,SO18 1BU,50.9305955,-1.370344,2019
Blackburn Team Alliance,,,,1UC,,school,,,,,,,53.74801249999999,-2.5067962,2019
Blackburn The Redeemer CofE Primary,,,,1GS,,school,Jack Walker Way,Fernhurst Farm,,Blackburn,,BB2 4JJ,53.7218694,-2.491806,2019
Blackburn with Darwen Alliance,,,,1G7,,school,Darwen Aldridge Community Academy,Sudell Road,,Lancashire,Darwen,bb3 3hd,53.69401329999999,-2.4641314,2019
Blackfriars Teaching School Alliance,,,,1JA,,school,Blackfriars School,Priory Road,,Staffordshire,Newcastle-Under-Lyme,ST5 2TF,53.0078834,-2.2319754,2019
Black Pear Trust Alliance,,,,2HC,,school,Black Pear Trust Alliance,Hollymount School,,Worcester,Hollymount Road,WR4 9SG,52.2010953,-2.2002866,2019
Black Pear Trust Alliance,,,,2KW,,school,Hollymount Road,,,Worcestershire,Worcester,WR4 9SG,52.2010953,-2.2002866,2019
Blackpool Teaching School Alliance,,,,1XH,,school,,,,,,,53.7788299,-3.0133864,2019
Blessed George Napier Catholic School and Sports College,,,,287,,school,Blessed George Napier School,Addison Road,,Oxfordshire,Banbury,OX16 9DG,52.0484774,-1.3404579,2019
Blessed Thomas Holford Catholic College,,,,1YR,,school,Urban Road,,,Cheshire,Altrincham,WA15 8HT,53.3870231,-2.3415212,2019
BLT SCITT,,,,25L,,school,The Hayesbrook School,Brook Street,,Kent,Tonbridge,TN9 2PH,51.1880529,0.260587,2019
Bluecoat Academy,,,,12W,,school,Bluecoat SCITT Alliance Nottingham,Sherwood Rise,,Nottingham,Nottingham,NG7 7AR,52.9502564,-1.1973859,2019
Bluecoat SCITT Alliance Nottingham,,,,1YH,,school,"Bluecoat Academy, Aspley Ln",Aspley,,Nottinghamshire,Nottingham,NG8 5GY,52.9694319,-1.1938616,2019
Blue Kite Academy Trust,,,,2HL,,school,Ferndale Primary and Nursery School,Wiltshire Avenue,,Wiltshire,Swindon,SN2 1NX,51.5722649,-1.7911228,2019
Blue Sky Teaching School,,,,21L,,school,,,,,,,52.4098183,-1.4798604,2019
Boarshaw Community Primary School,,,,2LJ,,school,Stanycliffe Lane,Middleton,,,Manchester,M24 2PB,53.5600663,-2.1834981,2019
Boldmere Teaching School Alliance,,,,13B,,school,Federation of Boldmere Schools,Cofield Road,,Birmingham,Sutton Coldfield,B73 5SD,52.5444434,-1.8446841,2019
Bolingbroke Excellence Alliance,,,,2AK,,school,Barnfield Avenue,,,Runcorn,Murdishaw,WA7 6EP,53.3195326,-2.6710708,2019
Bonneygrove Primary School,,,,191,,school,Dark Lane,Cheshunt,,Waltham Cross,,EN7 5ED,51.7025605,-0.0561541,2019
Bordesley Green Girls' School TSA,,,,2JS,,school,Bordesley Green Girls' School,Bordesley Green Road,,West Midlands,Birmingham,B9 4TR,52.477858,-1.8569976,2019
Boston West Primary School,,,,1DN,,school,Sussex Avenue,,,Boston,,PE21 7QG,52.9776102,-0.05185439999999999,2019
Bournemouth Poole & Dorset Teacher Training Partnership,,,,B52,,scitt,,,,,,,50.7238494,-1.9827464,2019
Bourne Westfield (for the Deepings SCITT),,,,2JX,,school,Westbourne Park,,,Lincolnshire,Bourne,PE10 9QS,52.76771429999999,-0.3898443,2019
Bourne Westfield Primary Academy,,,,23G,,school,,,,,,,52.76771429999999,-0.3898443,2019
Bournville Village Primary School,,,,22T,,school,Linden Road,Bournville,,West Midlands,Birmingham,B30 1JY,52.42929969999999,-1.9359833,2019
Bourton Meadow Academy,,,,16F,,school,Burleigh Piece,Burleigh Piece,,Buckinghamshire,Buckingham,MK18 7HX,51.9967516,-0.9716873,2019
Bourton Meadow Initial Teacher Training Centre,,,,1WR,,scitt,,,,,,,51.9964062,-0.9714098000000001,2019
Bower Grove School,,,,1NF,,school,Bower Grove School,Fant Lane,,Maidstone,,ME16 8NL,51.2665013,0.4885146,2019
Bowes Primary School,,,,189,,school,,,,,,,51.6132359,-0.1258114,2019
Boxgrove Primary School,,,,2CT,,school,Boxgrove Road,Abbey Wood,,Greenwich,,SE2 9JP,51.4930763,0.1168786,2019
Boxgrove Primary School,,,,1AW,,school,Boxgrove Lane,Merrow,,Guildford,,GU1 2TD,51.2456219,-0.5458773000000001,2019
Bracknell Forest Secondary Schools Partnership,,,,1RB,,school,Bracknell Forest Partnership,Ranelagh School,,Berkshire,Ranelagh Drive,RG12 9DA,51.4115116,-0.7473093,2019
Bradfields School,,,,1UX,,school,Churchill Avenue,,,Chatham,,ME5 0LB,51.3534632,0.5243987999999999,2019
Bradford Birth to 19 SCITT,,,,259,,scitt,Bradford Birth to 19 SCITT,St Edmund's Nursery School,,Bradford,Washington Street,BD8 9QW,53.8024852,-1.7891691,2019
Bradford College,,,,B60,,scitt,,,,,,,53.7916688,-1.7607719,2019
Bradford South Partnership,,,,2FA,,school,Ryan Street,Manchester Road,,West Yorkshire,Bradford,BD5 7DQ,53.7768238,-1.7590047,2019
Bradley Barton Primary School And Nursery Unit,,,,1Q3,,school,Ogwell Mill Road,Bradley Barton,,Newton Abbot,,TQ12 1PR,50.530432,-3.631024,2019
Bransgore Church of England Primary School,,,,19F,,school,"Bransgore Primary, Ringwood Road",Bransgore,,Hampshire,Christchurch,BH23 8JH,50.7773289,-1.7303104,2019
Bransgore Church of England Primary School,,,,2LT,,school,Ringwood Road,Bransgore,,Dorset,Christchurch,BH23 8JH,50.7773289,-1.7303104,2019
Bransgore Church of England Primary School,,,,2LO,,school,Ringwood Road,Bransgore,,Dorset,Christchurch,BH23 8JH,50.7773289,-1.7303104,2019
Brays Teaching School,,,,1MR,,school,Brays Road,Sheldon,,West Midlands,Birmingham,B26 1NS,52.46077829999999,-1.786136,2019
Breck Primary School,,,,1AH,,school,Blackpool Sixth Form College,Blackpool Old Road,,Lancashire,Blackpool,FY3 7LR,53.83889569999999,-3.0168176,2019
Brent Teaching School Alliance,,,,25Z,,school,Spencer Road,,,Middlesex,Wembley,HA0 3SF,51.5693531,-0.3122933000000001,2019
Bridgewater High School,,,,2H4,,school,,,,,,,53.3565644,-2.5747026,2019
Bridging the Tamar Learning Alliance,,,,165,,school,School Road,Landrake,,Cornwall,Saltash,PL12 5EA,50.422763,-4.2877106,2019
Bridgnorth Endowed School,,,,1D1,,school,Northgate,,,Bridgnorth,,WV16 4ER,52.5389784,-2.4208234,2019
Brighouse High School,,,,18W,,school,Finkil Street,,,Brighouse,,HD6 2NY,53.713273,-1.7955936,2019
Brindishe Green School,,,,1B9,,school,Brindishe Green Primary School,Beacon Road,,London,Lewisham,SE13 6EH,51.4512219,-0.0044804,2019
Brindishe Green School,,,,2LG,,school,Beacon Road,London,,,,SE13 6EH,51.4512219,-0.0044804,2019
Brine Leas School,,,,18U,,school,Room CBA0.028,Chancellor's Building,,Staffordshire,Keele,ST5 5BG,53.0569487,-2.5155461,2019
Bristol Cathedral,,,,2HN,,school,Bristol Cathedral Choir School,"1, College Square",,Bristol,Bristol,BS1 5TS,51.4512133,-2.601378,2019
Bristol E-ACT Partnership,,,,2HD,,school,The Crest Academy E-ACT Academy,Crest Road,,London,London,NW2 7SN,51.5632422,-0.24183,2019
Bristol Early Years Teaching Consortium,,,,1LF,,school,Little Bishop Street,St Pauls,,Bristol,Bristol,BS2 9JF,51.4624944,-2.5847451,2019
Bristol Metropolitan Academy,,,,2H5,,school,Cabot Learning Federation SCITT,CLF Institute,,Bristol,Russell Town Avenue,BS5 9JH,51.4594152,-2.5623418,2019
