accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
Sacred Heart Newcastle SCITT,2BA,Cardinal Hume Catholic School,198,2026
Sacred Heart Newcastle SCITT,2BA,"St Bede’s Catholic Comprehensive School and Sixth Form College, Lanchester",1QB,2026
Sacred Heart Newcastle SCITT,2BA,St Mary and St Thomas Aquinas Primary School,2T1,2026
Sacred Heart Newcastle SCITT,2BA,St Mary’s Catholic School,2KN,2026
Sacred Heart Newcastle SCITT,2BA,St Thomas More Catholic School,1OO,2026
Sheffield Hallam University,S21,Aspire Teacher Training,1XQ,2026
Sheffield Hallam University,S21,Aston Community Education Trust,17U,2026
Sheffield Hallam University,S21,Learners First Schools Partnership,1GX,2026
Sheffield Hallam University,S21,White Rose Alliance,196,2026
South Birmingham SCITT,N32,Colmore Partnership Training School Alliance,19Q,2026
South Birmingham SCITT,N32,Magnificat Partnership,2L1,2026
South Birmingham SCITT,N32,Summit Learning Trust,19O,2026
"St Mary’s University, Twickenham",S64,All Saints Catholic Academy Trust,5H5,2026
"St Mary’s University, Twickenham",S64,Carmel College,1KF,2026
"St Mary’s University, Twickenham",S64,Carmel Teacher Training Partnership (CTTP),C23,2026
"St Mary’s University, Twickenham",S64,Catholic Schools’ Partnership,134,2026
"St Mary’s University, Twickenham",S64,Diocese of Westminster Academy Trust,2W5,2026
"St Mary’s University, Twickenham",S64,Gateshead Schools Direct,1EW,2026
"St Mary’s University, Twickenham",S64,Grey Court Training School,22S,2026
"St Mary’s University, Twickenham",S64,Maiden Erlegh Institute,1Y1,2026
"St Mary’s University, Twickenham",S64,Orleans Park Teaching Alliance,2HZ,2026
"St Mary’s University, Twickenham",S64,Saint John Southworth Enterprise and Research Alliance,15O,2026
"St Mary’s University, Twickenham",S64,Sharing Excellence Partnership Dunraven School Streatham,1BW,2026
"St Mary’s University, Twickenham",S64,South East Learning Alliance,1J1,2026
"St Mary’s University, Twickenham",S64,St John’s School and Sixth Form College,1W4,2026
"St Mary’s University, Twickenham",S64,TeachWestLondonPGTA@St Mary’s,S65,2026
"St Mary’s University, Twickenham",S64,Teach Wimbledon,1ZO,2026
"St Mary’s University, Twickenham",S64,The Federation of St. Elphege’s Catholic Schools,149,2026
"St Mary’s University, Twickenham",S64,Turing Teaching Alliance,T98,2026
"St Mary’s University, Twickenham",S64,Waldegrave Training Alliance,1FP,2026
"St Mary’s University, Twickenham",S64,West London Teacher Training Alliance (Primary),1EL,2026
"St Mary’s University, Twickenham",S64,West London Teacher Training Alliance (Secondary),2BV,2026
Surrey South Farnham SCITT,13S,Aspire Basingstoke,28R,2026
Surrey South Farnham SCITT,13S,George Abbot SCITT School Direct,1OV,2026
Sutton SCITT,1ZW,Glenthorne High School,17J,2026
Teach First,1TF,Achieve with TELA,1R3,2026
Teach First,1TF,Ad Astra SCITT,3A8,2026
Teach First,1TF,Aldridge Education,7A1,2026
Teach First,1TF,Aletheia Academies Trust,2T4,2026
Teach First,1TF,Alpha Academies Trust,5A4,2026
Teach First,1TF,An Daras Trust,5D2,2026
Teach First,1TF,Ascend Learning Trust,4A5,2026
Teach First,1TF,Avanti Schools Trust,4A3,2026
Teach First,1TF,Barking Abbey SCITT,5B1,2026
Teach First,1TF,BCCET Teacher Training Partnership,2B8,2026
Teach First,1TF,Bellevue Place SCITT,3V4,2026
Teach First,1TF,BMAT Education,5B4,2026
Teach First,1TF,Chrysalis Multi Academy Trust,5C2,2026
Teach First,1TF,City of London Academies Trust (COLAT) SCITT,4C3,2026
Teach First,1TF,Coastal Academies Trust,4C5,2026
Teach First,1TF,CREC Early Years Partnership,25R,2026
Teach First,1TF,Dudley Academies Trust SCITT,4D1,2026
Teach First,1TF,Durham Johnston Comprehensive School,4D3,2026
Teach First,1TF,Endeavour Multi Academy Trust,6E1,2026
Teach First,1TF,Enhance Academy Trust SCITT,3E6,2026
Teach First,1TF,EQUA Mead Futures,2Q4,2026
Teach First,1TF,Frank Field Education Trust Be More SCITT,4F3,2026
Teach First,1TF,Futures Teaching,2KR,2026
Teach First,1TF,Greenheart Primary Teacher Training,4G1,2026
Teach First,1TF,Haverstock School,4H3,2026
Teach First,1TF,Initio Learning Trust,1I2,2026
Teach First,1TF,INOVA SCITT,1SF,2026
Teach First,1TF,Insignis Academy Trust SCITT,3I5,2026
Teach First,1TF,Ironstone Academy Trust SCITT,3I4,2026
Teach First,1TF,Kent Catholic Schools’ Partnership Initial Teacher Training,4K1,2026
Teach First,1TF,LDST North West Teacher Training,4L2,2026
Teach First,1TF,Leicestershire and Rutland Initial Teacher Training,5L3,2026
Teach First,1TF,Lingfield SCITT,6L2,2026
Teach First,1TF,Little Lever Train to Teach,8J8,2026
Teach First,1TF,NEAT ITT,1L1,2026
Teach First,1TF,Newham Community SCITT,4M4,2026
Teach First,1TF,Newman Teaching Academy,3N4,2026
Teach First,1TF,Northamptonshire Teaching School Hub,1QM,2026
Teach First,1TF,North West London Train to Teach,4W6,2026
Teach First,1TF,Orion Education,3A2,2026
Teach First,1TF,Potteries Educational Trust Teacher Training,4P5,2026
Teach First,1TF,Ridgeway Education Trust (RET) SCITT,4R2,2026
Teach First,1TF,Riverview Institute for Teacher Education (RITE),2Z2,2026
Teach First,1TF,St Joseph Catholic Multi Academy Trust,5S7,2026
Teach First,1TF,Strive4 Academy Trust,6S2,2026
Teach First,1TF,Teach for Life with LiFE MAT & Partners,1A4,2026
Teach First,1TF,The Elliot Foundation,5E3,2026
Teach First,1TF,The Griffin Schools Trust Teacher Training,2LF,2026
Teach First,1TF,The Harmony Trust,3H7,2026
Teach First,1TF,The Howard Partnership Trust,4H4,2026
Teach First,1TF,Three Spires Trust,6T2,2026
Teach First,1TF,Titan Teacher Training,T30,2026
Teach First,1TF,Transforming Lives Educational Trust Initial Teacher Training (TLET ITT),1XO,2026
Teach First,1TF,Tudor Grange Initial Teacher Training,T87,2026
Teach First,1TF,Wright Robinson College,7Z5,2026
Teaching London: LDBS SCITT,L59,Abacus Belsize Primary School,4A2,2026
Teaching London: LDBS SCITT,L59,Bannockburn Primary School,2E2,2026
Teaching London: LDBS SCITT,L59,"Christ Church Primary School, Hampstead",1VM,2026
Teaching London: LDBS SCITT,L59,Cranford Community College,265,2026
Teaching London: LDBS SCITT,L59,Forty Hill CofE Primary School,2L8,2026
Teaching London: LDBS SCITT,L59,Holy Trinity CofE Primary School,292,2026
Teaching London: LDBS SCITT,L59,Littleton CofE Infant School,2HR,2026
Teaching London: LDBS SCITT,L59,Risley Avenue Primary School,29Y,2026
Teaching London: LDBS SCITT,L59,St Andrews CE Primary School,1VA,2026
Teaching London: LDBS SCITT,L59,St Bartholomew’s Church of England Primary School,4J2,2026
Teaching London: LDBS SCITT,L59,St Mary’s Bryanston Square,2E4,2026
Teaching London: LDBS SCITT,L59,St Mary’s CofE Primary,3S2,2026
Teaching London: LDBS SCITT,L59,St Peter’s London Docks CofE Primary School,1V1,2026
Teaching London: LDBS SCITT,L59,Wren Academy,19V,2026
Ted Wragg Teacher Training Partnership,S66,Brigshaw Learning Partnership,4B1,2026
Ted Wragg Teacher Training Partnership,S66,Exeter Consortium,1QX,2026
Ted Wragg Teacher Training Partnership,S66,Reach Teacher Training,7K1,2026
Ted Wragg Teacher Training Partnership,S66,South West Teacher Training,7M7,2026
Tes Institute,H40,Alliance of Leading Learning,1HQ,2026
Tes Institute,H40,Benfleet TSA (Teacher Training),1JH,2026
Tes Institute,H40,Bishop’s Stortford Initial Teacher Training,13E,2026
Tes Institute,H40,E-ACT Academies Trust,1Z1,2026
Tes Institute,H40,Essex Schools ITT,1OS,2026
Tes Institute,H40,Haberdashers’ Academies Trust South,1KP,2026
Tes Institute,H40,Havering Train2Teach,178,2026
Tes Institute,H40,Plume Community Teaching Partnership,1XB,2026
Tes Institute,H40,Sussex Teacher Training,4S6,2026
Tes Institute,H40,Teach in Kent,26J,2026
Tes Institute,H40,Teach London South East,2GP,2026
Tes Institute,H40,The Havering Teacher Training Partnership,H17,2026
Tes Institute,H40,TTTC (Thurrock Teacher Training Company),1CN,2026
The Grand Union Training Partnership,G60,Sponne School,1PJ,2026
The John Taylor SCITT,24V,Affinity Learning Partnership,1E2,2026
The John Taylor SCITT,24V,John Taylor High School,1L6,2026
The John Taylor SCITT,24V,William Shrewsbury Primary Partnership,2FM,2026
The Royal Borough of Windsor and Maidenhead SCITT,1WM,"Windsor, Ascot and Maidenhead Consortium",1AZ,2026
The Royal Borough of Windsor and Maidenhead SCITT,1WM,Windsor Teaching Alliance,23R,2026
The Sheffield SCITT,S97,Hungerhill BFLPT,298,2026
The Sheffield SCITT,S97,St Francis CMAT,29P,2026
The Tommy Flowers SCITT,1YK,Bedgrove Infant School,1YP,2026
TKAT SCITT,K13,Chichester High School,2GC,2026
TKAT SCITT,K13,Debden Park High School,2AP,2026
TKAT SCITT,K13,TKAT (School Direct),2G5,2026
"UCL, University College London",U80,Agnus Dei Catholic Schools,2BD,2026
"UCL, University College London",U80,Archbishop Tenison’s CE High School,2P9,2026
"UCL, University College London",U80,Ashcroft Technology Academy,4E8,2026
"UCL, University College London",U80,Beal High School (NELTA),1NA,2026
"UCL, University College London",U80,Catholic Schools’ Partnership,134,2026
"UCL, University College London",U80,Eleanor Palmer Primary School,14F,2026
"UCL, University College London",U80,Haggerston School,H76,2026
"UCL, University College London",U80,Mulberry Schools Trust,1CW,2026
"UCL, University College London",U80,North London New River Teaching Alliance,1JV,2026
"UCL, University College London",U80,Orleans Park Teaching Alliance,2HZ,2026
"UCL, University College London",U80,Parliament Hill School,H14,2026
"UCL, University College London",U80,Primary Advantage,1XW,2026
"UCL, University College London",U80,St James’ Catholic High School,J2H,2026
"UCL, University College London",U80,The UCL Academy,9A6,2026
"UCL, University College London",U80,Valentines High School,1OM,2026
"UCL, University College London",U80,Waltham Forest Partnership,1AK,2026
"UCL, University College London",U80,Wandle Teaching School Hub,13V,2026
University of Bedfordshire,B22,Active Teacher Training,2KL,2026
University of Bedfordshire,B22,Advantage Schools,6T9,2026
University of Bedfordshire,B22,Castle Newnham Partnership,29R,2026
University of Bedfordshire,B22,Fenland Alliance,1XY,2026
University of Bedfordshire,B22,Goldington Academy,2DM,2026
University of Bedfordshire,B22,HEART Academies Trust,5H2,2026
University of Bedfordshire,B22,Middlefield Primary Academy,1C2,2026
University of Bedfordshire,B22,Nene Park Academy,6N8,2026
University of Bedfordshire,B22,"Preston Hedges Primary School, Preston Hedges Trust",4P1,2026
University of Bedfordshire,B22,Redborne Upper School And Community College,1R7,2026
University of Bedfordshire,B22,The Pyramid Schools Trust,3P2,2026
University of Birmingham,B32,Hales Valley Teaching Hub,18E,2026
University of Birmingham,B32,St Paul’s Caritas Christi,242,2026
University of Brighton,B72,Eastbourne Area School District Alliance,1J5,2026
University of Brighton,B72,Hastings and Rother Alliance,1L9,2026
University of Brighton,B72,Oriel ITT Partnership,2LR,2026
University of Brighton,B72,Surrey Downs Partnership,3F4,2026
University of Brighton,B72,Swale Academies Trust,14H,2026
University of Brighton,B72,Torfield School,1YE,2026
University of Brighton,B72,Valley Invicta Academies Trust (VIAT),1CU,2026
University of Brighton,B72,Wealden Partnership,1Z2,2026
University of Bristol,B78,Alliance of Bristol Catholic Schools (ABCs),7A3,2026
University of Bristol,B78,Bristol Excalibur Academies Trust,6H5,2026
University of Bristol,B78,Cathedral Schools Trust,2HN,2026
University of Bristol,B78,Lighthouse Learning Partnership,16Z,2026
University of Buckingham,2Z3,Danes Educational Trust,3D3,2026
University of Chester,C55,3 - 18 Inspiring Futures,1Q6,2026
University of Chester,C55,Alliance of Leading Learning,1HQ,2026
University of Chester,C55,Cheshire Leadership & Teaching Alliance,144,2026
University of Chester,C55,Severn Training and Schools Alliance,1B5,2026
University of Chester,C55,Shropshire Primary Partnership,2AN,2026
University of Chester,C55,Teach Cheshire,1JS,2026
University of Chester,C55,The Sandstone Trust,26L,2026
University of Chester,C55,Wade Deacon Trust,1KQ,2026
University of Chichester,C58,Bosco Sussex,1KY,2026
University of Chichester,C58,Hastings and Rother Alliance,1L9,2026
University of Chichester,C58,Swale Academies Trust,14H,2026
University of Chichester,C58,Valley Invicta Academies Trust (VIAT),1CU,2026
University of Chichester,C58,Waldegrave Training Alliance,1FP,2026
University of Chichester,C58,Wealden Partnership,1Z2,2026
University of Cumbria,C99,Broughton High School - Preston Primary and Secondary Alliance,8P2,2026
University of Cumbria,C99,Catholic Teaching Alliance (North),3N9,2026
University of Cumbria,C99,Everyone Learning Teaching Partnership,E6L,2026
University of Cumbria,C99,Haslingden High School and Sixth Form,G8S,2026
University of Cumbria,C99,Red Rose Alliance,5W2,2026
University of Cumbria,C99,South Cumbria Multi-Academy Trust,7S2,2026
University of Cumbria,C99,Teach Heart Alliance,T1H,2026
University of Cumbria,C99,Teach Manchester SEN,3C8,2026
University of Cumbria,C99,Wigan Institute of Education,7W1,2026
University of Derby,D39,Blackburn College,4Q7,2026
University of Derby,D39,BTSA (Accredited by the University of Derby),14D,2026
University of Derby,D39,CAT Institute of Education,17B,2026
University of Derby,D39,Diverse Academies Trust,12K,2026
University of Derby,D39,Forest Way Initial Teacher Training,1L8,2026
University of Derby,D39,Greenwich Learning Partnership,185,2026
University of Derby,D39,Landau Forte Teacher Training,186,2026
University of Derby,D39,Mosaic Schools Learning Trust,8A1,2026
University of Derby,D39,Nottingham Catholic Initial Teacher Training Partnership,1YD,2026
University of Derby,D39,Odyssey Collaborative Trust,1Z4,2026
University of Derby,D39,Potentia Teaching School Hub,5P2,2026
University of Derby,D39,Rowan Gate Primary School,4G4,2026
University of Derby,D39,Teach Catalyst,166,2026
University of Derby,D39,The Golden Thread Teaching School Hub,155,2026
University of East London,E28,Agnus Dei Catholic Schools,2BD,2026
University of East London,E28,Burnt Mill Academy,2GY,2026
University of East London,E28,Stepney All Saints Partnership,132,2026
University of East London,E28,The Griffin Schools Trust Teacher Training,2LF,2026
University of East London,E28,Valentines High School,1OM,2026
University of Exeter,E84,Exeter College,4E4,2026
University of Gloucestershire,G50,Cleeve School,3B6,2026
University of Gloucestershire,G50,Odyssey Teaching School Hub,1ZB,2026
University of Greenwich,G70,The Primary First Trust,3N3,2026
University of Hertfordshire,H36,AIM Alliance Schools,2FR,2026
University of Hertfordshire,H36,Chauncy Training Partnership,1RK,2026
University of Hertfordshire,H36,Dacorum Schools Alliance,1HS,2026
University of Hertfordshire,H36,Danes Educational Trust,3D3,2026
University of Hertfordshire,H36,Diocese of Westminster Academy Trust,2W5,2026
University of Hertfordshire,H36,East Herts Partnership,1VT,2026
University of Hertfordshire,H36,Hitchin Boys’ School,1QY,2026
University of Hertfordshire,H36,Parmiter’s School,1D5,2026
University of Hertfordshire,H36,Richard Hale School/The Sele School Partnership,1N6,2026
University of Hertfordshire,H36,Stevenage Schools’ Partnership,2C8,2026
University of Hertfordshire,H36,The Bucks Hub Partnership,2FX,2026
University of Hertfordshire,H36,Watford Grammar School for Girls,12L,2026
University of Huddersfield,H60,City of Liverpool College,L43,2026
University of Huddersfield,H60,Learners First Schools Partnership,1GX,2026
University of Huddersfield,H60,University Campus Oldham,KG8,2026
University of Huddersfield,H60,York College,Y70,2026
University of Leicester,L34,Achieve with TELA,1R3,2026
University of Leicester,L34,Futures Teaching,2KR,2026
University of Leicester,L34,Hatton Centre for Education,1Y7,2026
University of Leicester,L34,Lionheart Teach,1O8,2026
University of Leicester,L34,Southam Teaching Alliance,2BN,2026
University of Leicester,L34,Sparkenhoe Lead Partner Leicester,1RL,2026
University of Leicester,L34,Teach for Life with LiFE MAT & Partners,1A4,2026
University of Manchester,M20,Blessed Thomas Holford Catholic College,1YR,2026
University of Manchester,M20,Bolton School,BS1,2026
University of Manchester,M20,Hursthead Junior School Alliance,27X,2026
University of Manchester,M20,Loreto Grammar School Lead Partner,1H2,2026
University of Manchester,M20,St Andrew’s Alliance,2C7,2026
University of Manchester,M20,Teach Cheshire,1JS,2026
University of Manchester,M20,Teach Manchester,1HJ,2026
University of Newcastle Upon Tyne,N21,Durham University,D86,2026
University of Northumbria at Newcastle,N77,Beech Hill,14G,2026
University of Northumbria at Newcastle,N77,Benton Dene School,18O,2026
University of Northumbria at Newcastle,N77,Durham St Margaret’s,2FF,2026
University of Northumbria at Newcastle,N77,Mortimer Primary School,9A8,2026
University of Northumbria at Newcastle,N77,NIoT@Northumberland Teacher Training,19E,2026
University of Northumbria at Newcastle,N77,"Northumbria Art, Craft and Design Partnership",2X6,2026
University of Northumbria at Newcastle,N77,Pele Trust Partnership,16S,2026
University of Northumbria at Newcastle,N77,SeleFirst@NorthEast Partners,16B,2026
University of Northumbria at Newcastle,N77,Sunningdale School,23M,2026
University of Northumbria at Newcastle,N77,WISE ITT,15Q,2026
University of Nottingham,N84,Creative Education Trust,5A1,2026
University of Reading,R12,Burnham Teaching Partnership,1MT,2026
University of Reading,R12,Calthorpe Park North East Hants and Surrey Borders Consortium,1UH,2026
University of Reading,R12,Court Moor Partnership,2J8,2026
University of Reading,R12,Forest Learning Alliance,1HW,2026
University of Reading,R12,Geoffrey Field Junior School,1QL,2026
University of Reading,R12,Maiden Erlegh Institute,1Y1,2026
University of Reading,R12,Newbury ITE Partnership,1RM,2026
University of Reading,R12,Slough ITE Partnership,7D6,2026
University of Reading,R12,St. Andrew’s Teaching Alliance,2DD,2026
University of Reading,R12,Swindon Teacher Training Partnership,2KD,2026
University of Reading,R12,Teach Maidenhead,286,2026
University of Reading,R12,The Bracknell Forest Partnership,2FZ,2026
University of Reading,R12,The Wokingham Federation,152,2026
University of Reading,R12,Two Counties,26Q,2026
University of Sheffield,S18,Ashfield School ITT,2L9,2026
University of Staffordshire,S72,The Golden Thread Teaching School Hub,155,2026
University of Sunderland,S84,Castle View Enterprise Teaching Alliance,2FS,2026
University of Sunderland,S84,Darlington West Park Partnership,1DB,2026
University of Sunderland,S84,Durham Schools Together,2DP,2026
University of Sunderland,S84,Laidlaw Teacher Training Partnership,4B4,2026
University of Sunderland,S84,Melrose Learning Trust,4M2,2026
University of Sunderland,S84,South of Tyne Primary Alliance,2JZ,2026
University of Sunderland,S84,Sunderland Aim High Alliance,1A7,2026
University of Sunderland,S84,Sunderland Nursery Schools,2JQ,2026
University of Sunderland,S84,UTC South Durham,2U3,2026
University of Sunderland,S84,Washington and Chester le Street Teacher Training Alliance,2W4,2026
University of Sunderland,S84,Wheatley Hill Primary School,3DR,2026
University of Sunderland,S84,Whitburn Church of England Academy,23F,2026
University of Sussex,S90,Bosco Sussex,1KY,2026
University of Sussex,S90,"Brighton, Hove and Sussex Schools and Colleges Alliance",4B5,2026
University of Sussex,S90,Hastings and Rother Alliance,1L9,2026
University of Sussex,S90,Kent Oaks Consortium,2O2,2026
University of Sussex,S90,Surrey Downs Partnership,3F4,2026
University of Sussex,S90,Swale Academies Trust,14H,2026
University of Sussex,S90,Valley Invicta Academies Trust (VIAT),1CU,2026
University of Sussex,S90,Wealden Partnership,1Z2,2026
University of Warwick,W20,Achieve with TELA,1R3,2026
University of Warwick,W20,Arden Alliance,2BU,2026
University of Warwick,W20,Castle Phoenix Alliance,179,2026
University of Warwick,W20,Coventry and Central Warwickshire Teaching School Hub,1GH,2026
University of Warwick,W20,Creative Education Trust,5A1,2026
University of Warwick,W20,Futures Teaching,2KR,2026
University of Warwick,W20,Greenwood Academies Trust,1EX,2026
University of Warwick,W20,Inspire Education Trust,3I2,2026
University of Warwick,W20,Lift Schools: Midlands,2CJ,2026
University of Warwick,W20,North Star Community Trust,6T6,2026
University of Warwick,W20,Southam Teaching Alliance,2BN,2026
University of Warwick,W20,St Paul’s Caritas Christi,242,2026
University of Warwick,W20,St Peter’s Solihull Teaching School Alliance,17Y,2026
University of Warwick,W20,The Lion Alliance,1K1,2026
University of Warwick,W20,Transforming Lives Educational Trust Initial Teacher Training (TLET ITT),1XO,2026
University of Warwick,W20,Woodrush Training Consortium,21T,2026
University of Winchester,W76,Authentic Education Training school,135,2026
University of Winchester,W76,Bitterne Park Teacher Training Alliance,1F6,2026
University of Winchester,W76,Godalming Learning Partnership,2JT,2026
University of Winchester,W76,Halterworth Training School Partnership,1A8,2026
University of Winchester,W76,Newport Junior School,175,2026
University of Winchester,W76,Perins Innov-8,2DC,2026
University of Winchester,W76,St Ives Primary School,2BL,2026
University of Winchester,W76,The Rural Schools Alliance,2EN,2026
University of Winchester,W76,Wessex Teach,1QW,2026
University of Winchester,W76,Winchester Teaching School Alliance,27L,2026
University of Wolverhampton,W75,Central Learning Partnership Trust,1VG,2026
University of Wolverhampton,W75,Elston Hall Learning Trust,2JA,2026
University of Wolverhampton,W75,The Griffin Schools Trust Teacher Training,2LF,2026
University of Wolverhampton,W75,Wood Green ITT Alliance,1O7,2026
University of Worcester,W80,Bengeworth Multi-Academy Trust,2JC,2026
University of Worcester,W80,Black Country Regional Training Hub - University of Worcester,2BC,2026
University of Worcester,W80,Black Pear Teaching Alliance,2HC,2026
University of Worcester,W80,Castleman Learning Network,1RP,2026
University of Worcester,W80,Cleeve School,3B6,2026
University of Worcester,W80,Diocese of Worcester Multi Academy Trust,6H6,2026
University of Worcester,W80,Excelsior MAT,8F8,2026
University of Worcester,W80,Hereteach Alliance,22V,2026
University of Worcester,W80,Marlbrook Collaboration of Schools,1Y2,2026
University of Worcester,W80,North Gloucestershire Teacher Training Hub,7U3,2026
University of Worcester,W80,North Worcestershire Teacher Training Hub,19S,2026
University of Worcester,W80,North Worcestershire Teacher Training Hub,3G4,2026
University of Worcester,W80,Rivers Teaching Alliance,2B7,2026
University of Worcester,W80,Shires Teaching Alliance,2EB,2026
University of Worcester,W80,"Stour Vale: Teacher Training Hub for the Black Country, South Staffs and Shropshire",1FA,2026
University of Worcester,W80,The Diocese of Hereford Multi Academy Trust,2D3,2026
University of Worcester,W80,The Griffin Schools Trust Teacher Training,2LF,2026
University of Worcester,W80,Welford on Avon School Teacher Training Hub,2L6,2026
University of Worcester,W80,Woodrush Training Consortium,21T,2026
University of York,Y50,All Saints RC School,2KH,2026
University of York,Y50,Nicholas Postgate Catholic Academy Trust,2DW,2026
University of York,Y50,Queen Ethelburga’s College,G17,2026
West Essex SCITT,2BB,Dunmow Excellence in Education Partnership (DEEP),C56,2026
West Essex SCITT,2BB,FIPC (Hazelwood Schools),15T,2026
West Essex SCITT,2BB,Saffron Teaching School Hub,5A7,2026
Xavier Teach SouthEast,2EW,Bosco Sussex,1KY,2026
Xavier Teach SouthEast,2EW,Cardinal Newman ITT Hub,5E0,2026
Xavier Teach SouthEast,2EW,Royal Greenwich Hub,1G2,2026
Xavier Teach SouthEast,2EW,Saint John Southworth Enterprise and Research Alliance,15O,2026
Xavier Teach SouthEast,2EW,St John Bosco College,E13,2026
Xavier Teach SouthEast,2EW,St Polycarp’s Teacher Training,2EG,2026
Xavier Teach SouthEast,2EW,St Thomas Catholic Academies Trust,3G3,2026
Xavier Teach SouthEast,2EW,Surrey Downs Partnership,3F4,2026
Xavier Teach SouthEast,2EW,The Borromeo Training Hub,4B3,2026
Yorkshire Wolds Teacher Training,2EV,Horizon Academy Trust Teacher Training,1OL,2026
Yorkshire Wolds Teacher Training,2EV,Josie Thirkell Institute of Education,1GW,2026
Yorkshire Wolds Teacher Training,2EV,Riding Forward Education Alliance,1PU,2026
York St John University,Y75,All Saints RC School,2KH,2026
York St John University,Y75,Campus Tees Schools Alliance,2JJ,2026
York St John University,Y75,Pathfinder Teaching School Hub,1VU,2026
York St John University,Y75,Polaris,2GW,2026
York St John University,Y75,The Legacy Learning Trust,1SP,2026
York St John University,Y75,The Wonder Institute of Education,2HT,2026
York St John University,Y75,White Rose Alliance,196,2026
