accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
Colchester Teacher Training Consortium,C76,Colchester Teacher Training (CTTC),2DB,2020
Colchester Teacher Training Consortium,C76,Orwell Teaching School,2HP,2020
Colchester Teacher Training Consortium,C76,Unity Schools Partnership,1NT,2020
Compton SCITT,1X7,Southgate School,2CX,2020
Compton SCITT,1X7,The Compton School,19P,2020
Consilium SCITT,1MS,Washington Academy,2LL,2020
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Applied Minds Teaching School,12U,2020
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Aspire Teaching Trust,2HB,2020
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Cornwall Teaching School,19U,2020
CREC Early Years Partnership,25P,Cambridge Early Years Teaching School Alliance (CEYTSA),271,2020
CREC Early Years Partnership,25P,CREC Early Years Partnership,25R,2020
CREC Early Years Partnership,25P,The Warwickshire Teaching School Alliance,2KO,2020
Cumbria Primary Teacher Training,C97,West Cumbria and North Lakes School Direct,17X,2020
Doncaster ITT Partnership,D51,Doncaster Partners in Learning TSA,1RD,2020
Doncaster ITT Partnership,D51,Doncaster Regional Alliance For Teacher Training Secondary,2G3,2020
Durham SCITT,D87,Acklam Grange Teaching School,2FD,2020
Durham SCITT,D87,Eden Learning Trust,2LW,2020
Durham SCITT,D87,Prince Bishops Teaching School Alliance - Benedict Biscop C of E Academy,1YQ,2020
Durham SCITT,D87,Prince Bishops Teaching School Alliance - Whitburn Church of England Academy,23F,2020
Durham SCITT,D87,Richmond School,18L,2020
Durham SCITT,D87,"St Bede's Catholic Comprehensive School and Sixth Form College, Lanchester",1QB,2020
Durham SCITT,D87,The Hermitage Academy School Direct,1PG,2020
Durham University,D86,Peterlee Partnership Teaching School Alliance,1ZQ,2020
Durham University,D86,St John Vianney RC Primary School,1GQ,2020
Durham University,D86,Teach North: Tees Valley,2G9,2020
Durham University,D86,Think North East School Direct Partnership,4B4,2020
Durham University,D86,West Lakes Teaching School Alliance,2HK,2020
East London Alliance SCITT,24M,Davies Lane Teaching School,2EE,2020
East London Alliance SCITT,24M,East London Alliance SCITT (School Direct),1RT,2020
East Midlands Teacher Training Partnership,E31,Mornington Primary School,2K4,2020
East Midlands Teacher Training Partnership,E31,Mowbray Education Trust,8H9,2020
East Midlands Teacher Training Partnership,E31,North West Leicestershire and South Derbyshire,5P9,2020
East Midlands Teacher Training Partnership,E31,The Joseph Whitaker School,2K7,2020
East Midlands Teacher Training Partnership,E31,The West Bridgford School,219,2020
East of England Teacher Training,2B6,Grantham and South Lincolnshire ITT Partnership,2DU,2020
East of England Teacher Training,2B6,Learners First Schools Partnership,1GX,2020
East of England Teacher Training,2B6,Lincolnshire Schools ITT Partnership,2HF,2020
East of England Teacher Training,2B6,North East Lincolnshire ITT Partnership,2CS,2020
East Sussex Teacher Training Partnership,E37,East Sussex Teacher Training Partnership SCITT IK,24B,2020
East Sussex Teacher Training Partnership,E37,East Sussex Teacher Training Partnership SCITT RSW,1CA,2020
East Sussex Teacher Training Partnership,E37,St Marks's teaching School Partnership,13T,2020
Edge Hill University,E42,Arch Alliance - All Souls' CE Primary,1XK,2020
Edge Hill University,E42,Eatock School Direct,2GV,2020
Edge Hill University,E42,Ladywood School Direct,13D,2020
Edge Hill University,E42,North Sefton Teaching School Alliance,28K,2020
Edge Hill University,E42,Owls,2K3,2020
Educate Teacher Training,E65,Northern Education Trust,1UR,2020
Educate Teacher Training,E65,Pudsey Primrose Hill,1AY,2020
Endeavour Learning SCITT,M70,Bridgewater High School,2H4,2020
e-Qualitas,E69,Academies Enterprise Trust: London,2CH,2020
e-Qualitas,E69,Academies Enterprise Trust: West Midlands,2CJ,2020
e-Qualitas,E69,Catholic Teaching Schools Alliance,1N4,2020
e-Qualitas,E69,City Excellence in Teaching,1CW,2020
e-Qualitas,E69,Emmaus TSA,149,2020
e-Qualitas,E69,Featherstone High School,2LP,2020
e-Qualitas,E69,Kingston School Direct,1FM,2020
e-Qualitas,E69,Luton Futures,1JG,2020
e-Qualitas,E69,Merton Special Teaching Alliance,163,2020
e-Qualitas,E69,Riverley Primary School,2LF,2020
e-Qualitas,E69,Sharing Excellence Partnership Dunraven School Streatham,1BW,2020
e-Qualitas,E69,South East Learning Alliance,1J1,2020
e-Qualitas,E69,St. James's Teaching School Partnership,18J,2020
e-Qualitas,E69,St Marylebone Teaching School Alliance,1ET,2020
e-Qualitas,E69,Swiss Cottage Teaching School Alliance,1HU,2020
e-Qualitas,E69,The Holy Cross School,1MO,2020
e-Qualitas,E69,The Royal Borough Teaching School Alliance,15O,2020
Essex Primary SCITT,E73,Felsted Primary School,14R,2020
Essex Teacher Training,E75,Academies Enterprise Trust: Eastern,2CG,2020
Essex Teacher Training,E75,Debden Park High School,2AP,2020
Essex Teacher Training,E75,Eastwood Park Academy Trust,2G1,2020
Essex Teacher Training,E75,Endeavour TSA,1QU,2020
Essex Teacher Training,E75,Harlow Teacher Training Partnership,1ZH,2020
Essex Teacher Training,E75,Lee Chapel Teaching School Alliance,16H,2020
Essex Teacher Training,E75,Merrylands Teacher Training Partnership,2D6,2020
Essex Teacher Training,E75,ORTU Trust (Gable Hall),1KM,2020
Essex Teacher Training,E75,Paradigm Trust: Old Ford Primary Academy and Ipswich Academy,1C8,2020
Essex Teacher Training,E75,Parklands Infants school,285,2020
Essex Teacher Training,E75,"St Thomas More's Catholic Primary School, Colchester",1K8,2020
Essex Teacher Training,E75,Woodside Academy,26V,2020
Exceed SCITT,2EY,Exceed Partnership,278,2020
Exceed SCITT,2EY,Shanidar - West Yorkshire,2JY,2020
Exceed SCITT,2EY,The Yorkshire Rose Teaching Alliance,13R,2020
Exceed SCITT,2EY,Westerton Partnership,2ER,2020
Fareham and Gosport Primary SCITT,25M,Harrison Primary School,1AT,2020
Forest Independent Primary Collegiate SCITT,F82,Churchfields Junior School,2D7,2020
Forest Independent Primary Collegiate SCITT,F82,Gearies Primary School,23D,2020
Forest Independent Primary Collegiate SCITT,F82,Hazelwood Infant School,15T,2020
Forest Independent Primary Collegiate SCITT,F82,NET Academies,2KT,2020
Forest Independent Primary Collegiate SCITT,F82,Spiral Partnership Trust,2E7,2020
Forest Independent Primary Collegiate SCITT,F82,Teach in Redbridge - Mayespark,2BX,2020
George Abbot SCITT,G12,George Abbot SCITT School Direct,1OV,2020
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Balcarras School,14B,2020
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Cotswold Edge Teaching Alliance,26P,2020
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Hereteach Alliance,22V,2020
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Odyssey Teaching School Alliance,1ZB,2020
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,The Cotswold Teaching School Partnership,2EH,2020
"Goldsmiths, University of London",G56,Academies Enterprise Trust: Eastern,2CG,2020
"Goldsmiths, University of London",G56,Academies Enterprise Trust: London,2CH,2020
"Goldsmiths, University of London",G56,Aspire Education Alliance,27K,2020
"Goldsmiths, University of London",G56,Catholic Teaching Alliance (South East London),134,2020
"Goldsmiths, University of London",G56,City Excellence in Teaching,1CW,2020
"Goldsmiths, University of London",G56,Ealing Teaching School Alliance,1KV,2020
"Goldsmiths, University of London",G56,Future Stars TSA,1BR,2020
"Goldsmiths, University of London",G56,Grey Court Teaching School Alliance,22S,2020
"Goldsmiths, University of London",G56,Halstow Primary School,1V5,2020
"Goldsmiths, University of London",G56,John Donne Primary School,1DS,2020
"Goldsmiths, University of London",G56,Kingston School Direct,1FM,2020
"Goldsmiths, University of London",G56,North London New River Teaching Alliance,1JV,2020
"Goldsmiths, University of London",G56,RTSA,1FP,2020
"Goldsmiths, University of London",G56,Southfields Academy,181,2020
"Goldsmiths, University of London",G56,South Thames Early Education Partnership & Goldsmiths University (STEEPtsa),21K,2020
"Goldsmiths, University of London",G56,"TESLA, Bohunt School",1DP,2020
"Goldsmiths, University of London",G56,The Bridge London TSA,1W6,2020
"Goldsmiths, University of London",G56,The Royal Greenwich Teaching School Alliance,185,2020
"Goldsmiths, University of London",G56,Train to Teach North London,1YO,2020
"Goldsmiths, University of London",G56,Valentines High School,1OM,2020
"Goldsmiths, University of London",G56,Vita London,21C,2020
"Goldsmiths, University of London",G56,Wandle Teaching School Alliance,13V,2020
"Goldsmiths, University of London",G56,WCPSD,2A4,2020
"Goldsmiths, University of London",G56,Working together,26F,2020
Harris ITE,1WU,Harris Initial Teacher Education,1TZ,2020
HART of Yorkshire,25C,Yorkshire Inclusive TSA,1ER,2020
Haybridge Alliance SCITT,2B3,Hales Valley Teaching School,18E,2020
Haybridge Alliance SCITT,2B3,South Bromsgrove High Teaching School,19S,2020
Haybridge Alliance SCITT,2B3,St Clement's Teaching School,2B7,2020
Haybridge Alliance SCITT,2B3,Stour Vale Academy Trust,1FA,2020
Haybridge Alliance SCITT,2B3,The Earls High School,1L5,2020
Henry Maynard Training E17,2AW,Henry Maynard Primary School,1RR,2020
High Force Education (SCITT),H38,Abbey Infants' School,153,2020
High Force Education (SCITT),H38,Prince Bishops Community Primary School,1LN,2020
High Force Education (SCITT),H38,The Swaledale Alliance,1FG,2020
Hillingdon SCITT,2B5,Bishop Ramsey CE School,1E5,2020
Hillingdon SCITT,2B5,Cranford Community College,265,2020
Hillingdon SCITT,2B5,Ealing Teaching School Alliance,1KV,2020
Hillingdon SCITT,2B5,Harrow First,214,2020
Hillingdon SCITT,2B5,Woodfield School,28D,2020
Huddersfield Horizon SCITT,2EX,Moor End Academy,1A1,2020
Hull SCITT,25O,St Mary's College,1RU,2020
Inspiration Teacher Training,2H7,Hethersett Academy,2H1,2020
Jewish Teacher Training Partnership,J40,Jewish Schools Direct Primary Consortium,1CP,2020
Keele and North Staffordshire Teacher Education,24J,Blackfriars Teaching School Alliance,1JA,2020
Keele and North Staffordshire Teacher Education,24J,City Learning Trust,1JB,2020
Keele and North Staffordshire Teacher Education,24J,Hempstalls-KNSTE,29U,2020
Keele and North Staffordshire Teacher Education,24J,Painsley Teaching School Alliance,155,2020
Keele and North Staffordshire Teacher Education,24J,Parkside - KNSTE,2GS,2020
Keele and North Staffordshire Teacher Education,24J,Seabridge-KNSTE,2CB,2020
Keele and North Staffordshire Teacher Education,24J,Societas - KNSTE,2GR,2020
Keele and North Staffordshire Teacher Education,24J,St Mary's Catholic Academy - KNSTE,12Z,2020
Keele and North Staffordshire Teacher Education,24J,St Mary's CofE VA Primary School - KNSTE,2FN,2020
Keele and North Staffordshire Teacher Education,24J,The Potteries Teaching Alliance - KNSTE,2HW,2020
Keele and North Staffordshire Teacher Education,24J,Uttoxeter Learning Trust Teaching School,2J9,2020
Kent and Medway Training,K30,Dartford Grammar School,29N,2020
Kent and Medway Training,K30,Kaizen Teaching School Alliance,2AG,2020
Kent and Medway Training,K30,Mascalls Training Partnership,1GR,2020
Kent and Medway Training,K30,Medway Teaching School Alliance,1FN,2020
Kent and Medway Training,K30,Medway Valley Training Partnership,1Q5,2020
Kent and Medway Training,K30,Saint George's Church of England School,295,2020
Kent and Medway Training,K30,The Leigh Academy,24Q,2020
King Edward's Consortium,K50,King Edward's Consortium (School Direct),15G,2020
King's College London (University of London),K60,Beal High School (NELTA),1NA,2020
King's College London (University of London),K60,Catholic Teaching Alliance (South East London),134,2020
King's College London (University of London),K60,City Excellence in Teaching,1CW,2020
King's College London (University of London),K60,Grazebrook Primary School,18Y,2020
King's College London (University of London),K60,Grey Court Teaching School Alliance,22S,2020
King's College London (University of London),K60,Pan Enfield  Alliance,1KC,2020
King's College London (University of London),K60,Prendergast School,1H3,2020
King's College London (University of London),K60,RTSA,1FP,2020
King's College London (University of London),K60,South East Learning Alliance,1J1,2020
King's College London (University of London),K60,Southfields Academy,181,2020
King's College London (University of London),K60,St Michael's Catholic Grammar School,23B,2020
King's College London (University of London),K60,Tonbridge Grammar School,1LX,2020
Kingston University,K84,Belleville Primary School,1LY,2020
Kingston University,K84,Gladesmore Community School,1FW,2020
Kingston University,K84,"Lambeth Teaching Schools' Alliance, Wyvil Primary School",1F9,2020
Kingston University,K84,Latchmere Teaching School Alliance,1LZ,2020
Kingston University,K84,Merton Special Teaching Alliance,163,2020
Kingston University,K84,Reach Academy Feltham,7K1,2020
Kingston University,K84,Southfields Academy,181,2020
Kingston University,K84,St James' Partnership,1VN,2020
Kingston University,K84,St Michael's Catholic Grammar School,23B,2020
Kingston University,K84,Valley Teaching School Alliance,1O1,2020
Kingston University,K84,Westbourne Primary School,19B,2020
Kirklees and Calderdale SCITT,1WK,Field Lane J I & N School,1UN,2020
Kirklees and Calderdale SCITT,1WK,Heckmondwike Grammar School,1NZ,2020
Kirklees and Calderdale SCITT,1WK,Yorkshire Anglican Teaching School Alliance,13J,2020
Kirklees and Calderdale SCITT,1WK,Yorkshire Inclusive TSA,1ER,2020
Lampton LWA SCITT,2AY,Lampton Academy,1P8,2020
Leeds Beckett University,L27,Aireborough Partnership,2JF,2020
Leeds Beckett University,L27,Five Towns ITT Partnership,2FW,2020
Leeds Beckett University,L27,Mills Hill Primary School [Schools with Schools Teaching School Alliance],1Y3,2020
Leeds Beckett University,L27,Rodillian,2DS,2020
Leeds Beckett University,L27,Springboard,2HX,2020
Leeds Beckett University,L27,Teach North: West Yorkshire,2JN,2020
Leeds Beckett University,L27,The Beckfoot School Direct Partnership,1MU,2020
Leeds Beckett University,L27,The Learning Partnership,2HT,2020
Leeds Beckett University,L27,The Yorkshire Rose Teaching Alliance,13R,2020
Leeds Beckett University,L27,Tykes TSA,2C3,2020
Leeds Beckett University,L27,Yorkshire Teaching School Alliance,15X,2020
Leeds SCITT,L26,St Marys Menston,1AA,2020
Leeds Trinity University,L24,Catholic Coastal Partnership,2ES,2020
Leeds Trinity University,L24,Diocese of Leeds BKCAT Alliance,1ZX,2020
Leeds Trinity University,L24,Dixons Multi-Academy Trust (DMAT),1EP,2020
Leeds Trinity University,L24,Ilkley All Saints' Teacher Training Partnership,2DX,2020
Leeds Trinity University,L24,Nicholas Postgate Catholic Academy Trust,2DW,2020
Leeds Trinity University,L24,North Star,269,2020
Leeds Trinity University,L24,Pathways,2KP,2020
Leeds Trinity University,L24,Rodillian,2DS,2020
Leeds Trinity University,L24,"St Anthony's Catholic Primary School, Beeston",1Y9,2020
Leeds Trinity University,L24,St Bede's Deanery Teaching Alliance,2FC,2020
Leeds Trinity University,L24,St Marys Menston,1AA,2020
Leeds Trinity University,L24,St. Mary's TSA,1QD,2020
Leeds Trinity University,L24,The Beckfoot School Direct Partnership,1MU,2020
Leeds Trinity University,L24,The Catholic Schools Partnership Teaching School Alliance,13K,2020
Leeds Trinity University,L24,The Yorkshire Rose Teaching Alliance,13R,2020
Leeds Trinity University,L24,Waterton Academy Trust,2EL,2020
Leeds Trinity University,L24,White Rose Alliance,196,2020
Leeds Trinity University,L24,Windmill Primary School,15Y,2020
Leeds Trinity University,L24,Yorkshire Special Education Partnership (YSEP),197,2020
Leeds Trinity University,L24,Yorkshire Teaching School Alliance,15X,2020
Leicester & Leicestershire SCITT,L35,Ash Field Teaching School Alliance School Direct,194,2020
Leicester & Leicestershire SCITT,L35,Catholic Schools Teaching School Alliance School Direct,2C9,2020
Leicester & Leicestershire SCITT,L35,Leicester and Leicestershire SCITT School Direct OLP TSA,14W,2020
Leicester & Leicestershire SCITT,L35,Leicestershire and Leicester SCITT (School Direct),1AP,2020
Leicester & Leicestershire SCITT,L35,STEP Teaching School Alliance School Direct,18P,2020
Leicestershire Secondary SCITT,L33,Ash Field Teaching School Alliance School Direct,194,2020
Leicestershire Secondary SCITT,L33,LiFE MAT and Partners School Direct,1A4,2020
Leicestershire Secondary SCITT,L33,Rushey Mead Academy,1MW,2020
Lincolnshire Teaching School Alliance SCITT,25G,Connect Teaching School Alliance,27O,2020
Lincolnshire Teaching School Alliance SCITT,25G,Ellison Boulters Church of England Primary School,19X,2020
Lincolnshire Teaching School Alliance SCITT,25G,Equate Teaching School Alliance,277,2020
Lincolnshire Teaching School Alliance SCITT,25G,Kyra Teaching School Alliance,1HA,2020
Lincolnshire Teaching School Alliance SCITT,25G,The Priory Academy LSST,1F4,2020
Liverpool Hope University,L46,Aspirational Teaching Alliance of St. Helens,1LA,2020
Liverpool Hope University,L46,Birkenhead North Schools Partnership,2F7,2020
Liverpool Hope University,L46,Greenbank Primary Liverpool,2EP,2020
Liverpool Hope University,L46,Liverpool College Teaching Partnership,1UU,2020
Liverpool Hope University,L46,Merseyside SEN Teaching School Alliance,27B,2020
Liverpool Hope University,L46,St Andrews CE Primary Teaching School,2C7,2020
Liverpool Hope University,L46,St Helens ONE - Grange Valley Primary,2KF,2020
Liverpool Hope University,L46,St. James's Teaching School Partnership,18J,2020
Liverpool Hope University,L46,St John Bosco,1FU,2020
Liverpool Hope University,L46,St Patrick's Greater Manchester Alliance,18A,2020
Liverpool Hope University,L46,The Oldham Academy North,2KG,2020
Liverpool Hope University,L46,Upton Hall School FCJ,291,2020
Liverpool Hope University,L46,Warrington Teaching School Alliance,15R,2020
Liverpool Hope University,L46,Wigan and West Lancashire Catholic School Direct,27Q,2020
Liverpool John Moores University,L51,Archbishop Blanch School,2KA,2020
Liverpool John Moores University,L51,CAPITAL (Sefton),2CD,2020
Liverpool John Moores University,L51,Cheshire Vale Teaching School Alliance,26L,2020
Liverpool John Moores University,L51,Longford Park School,1Z7,2020
Liverpool John Moores University,L51,MAITT (Merseyside Alliance Initial Teacher Training),168,2020
Liverpool John Moores University,L51,North Liverpool Academy,2KE,2020
Liverpool John Moores University,L51,North West Learning Partnership,13N,2020
Liverpool John Moores University,L51,Our Lady of Pity RC Primary School,1W3,2020
Liverpool John Moores University,L51,Palmerston School,1AE,2020
Liverpool John Moores University,L51,SD at Turton,2BS,2020
Liverpool John Moores University,L51,South Deeside (Pensby) Schools Federation,1ME,2020
Liverpool John Moores University,L51,Teacher Training @ Knutsford,1M1,2020
Liverpool John Moores University,L51,The Heath Consortium,1DO,2020
London East Teacher Training Alliance,24Z,London East Teacher Training Alliance,133,2020
London Metropolitan University,L68,Angel Islington Teaching School Alliance,2BZ,2020
London Metropolitan University,L68,Grazebrook Primary School,18Y,2020
London Metropolitan University,L68,Inner London Teacher Training Alliance,21B,2020
London Metropolitan University,L68,Kingsmead Primary School,1AJ,2020
London Metropolitan University,L68,Princess May Primary School,234,2020
London Metropolitan University,L68,Redwell Primary School,5J7,2020
London Metropolitan University,L68,The Viridis Schools Partnership,2CN,2020
London Metropolitan University,L68,Train to Teach North London,1YO,2020
London South Bank University,L75,Gipsy Hill Federation,1BC,2020
London South Bank University,L75,Merton Special Teaching Alliance,163,2020
Loughborough University,L79,Achieve with TELA,1R3,2020
Loughborough University,L79,CAT Teaching School,17B,2020
Loughborough University,L79,Forest Way Teaching School Alliance,1L8,2020
Loughborough University,L79,Leicestershire Learning Alliance,27P,2020
Loughborough University,L79,LiFE MAT and Partners School Direct,1A4,2020
Loughborough University,L79,Loughborough Learning Alliance,195,2020
Loughborough University,L79,North Charnwood Learning Partnership,1KB,2020
Loughborough University,L79,The Beauchamp Lionheart Training Partnership,1O8,2020
Loughborough University,L79,Trent Valley Teaching School Alliance,12K,2020
Mersey Boroughs ITT Partnership,1X8,Mersey Boroughs ITT Partnership (School Direct),17Q,2020
"Merseyside, Cheshire and Greater Manchester Teacher Training Consortium",M69,North Liverpool Teaching School Partnership,1MX,2020
Middlesex University,M80,AIM Alliance Schools,2FR,2020
Middlesex University,M80,Ashmole Academy (North London Teaching Alliance),1P2,2020
Middlesex University,M80,Bowes Primary School,189,2020
Middlesex University,M80,Brent Teaching School Alliance,25Z,2020
Middlesex University,M80,Burnham Teaching Partnership,1MT,2020
