accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
Birmingham City University,B25,The Lozells School Direct Programme,139,2024
Birmingham City University,B25,Transforming Lives Educational Trust Initial Teacher Training (TLET ITT),1XO,2024
Birmingham City University,B25,Waverley School Direct,1RH,2024
Birmingham Newman University,N36,Blue Sky,21L,2024
Birmingham Newman University,N36,Bromsgrove Primary Partnership,2HU,2024
Birmingham Newman University,N36,Futures Teaching,2KR,2024
Birmingham Newman University,N36,Lumen Christi Catholic Multi Academy Company,6Y6,2024
Birmingham Newman University,N36,St John Bosco ITT,1S9,2024
Birmingham Newman University,N36,"Stour Vale: Teacher Training Hub for the Black Country, South Staffs and Shropshire",1FA,2024
Birmingham Newman University,N36,St Paul's Caritas Christi,242,2024
Birmingham Newman University,N36,Tividale Community Primary School,142,2024
Bishop Challoner Training School,1K2,Blue Sky,21L,2024
Bishop Challoner Training School,1K2,Bordesley Multi Academy Trust,5F5,2024
Bishop Challoner Training School,1K2,drb Ignite Multi Academy Trust,5D3,2024
Bishop Challoner Training School,1K2,Holy Cross Catholic Multi Academy Company,6J6,2024
Bishop Challoner Training School,1K2,Our Lady of the Magnificat Multi-Academy,3J3,2024
Bishop Challoner Training School,1K2,St John Bosco Catholic Academy,5L9,2024
Bishop Challoner Training School,1K2,St John Paul II Multi Academy Company,8T8,2024
Bishop Challoner Training School,1K2,St Paul's Caritas Christi,242,2024
Bishop Challoner Training School,1K2,St Peter's Solihull Teaching School Alliance,17Y,2024
Bishop Grosseteste University,B38,Diverse Academies Trust,12K,2024
Bishop Grosseteste University,B38,Eastgate Academy,2H2,2024
Bishop Grosseteste University,B38,Greenwood Academies Trust,1EX,2024
Bishop Grosseteste University,B38,Nottingham Catholic Initial Teacher Training Partnership,1YD,2024
Bishop Grosseteste University,B38,"Queen Elizabeth's Grammar School, Horncastle",2KK,2024
Bishop Grosseteste University,B38,Stamford ITE Cluster,2E9,2024
Bishop Grosseteste University,B38,Tall Oaks Academy Trust,27M,2024
Bishop Grosseteste University,B38,The Forge Trust,2GK,2024
Bluecoat SCITT Alliance Nottingham,1YH,Bluecoat Academy,12W,2024
Bournemouth Bay Teacher Training Partnership,B52,The Arnewood School Academy,1ZM,2024
Bradford Birth to 19 SCITT,259,Aireborough Partnership,2JF,2024
Bradford Birth to 19 SCITT,259,Beckfoot Trust Teacher Training,1MU,2024
Bradford Birth to 19 SCITT,259,Bingley Grammar Teacher Training,2BP,2024
Bradford Birth to 19 SCITT,259,Carlton Academy Trust Teacher Training,3E0,2024
Bradford Birth to 19 SCITT,259,Futura Teacher Training,3F5,2024
Bradford Birth to 19 SCITT,259,Orange Moon Education,3A7,2024
Bradford Birth to 19 SCITT,259,Parkwood Primary School,2HH,2024
Bradford Birth to 19 SCITT,259,Saltaire Primary Teacher Training,2X8,2024
Bradford Birth to 19 SCITT,259,St Edmund's Nursery School & Children's Centre,1EN,2024
Bright Futures SCITT,G65,BBL Teacher Training,4A7,2024
Bright Futures SCITT,G65,Co-op Academies Trust,2X4,2024
Bright Futures SCITT,G65,Culcheth Campus,4F5,2024
Bright Futures SCITT,G65,Manchester Prospere Teacher Training,3D2,2024
Bright Futures SCITT,G65,Manchester Trusts and Schools Alliance,1JR,2024
Bright Futures SCITT,G65,North Manchester ITT Partnership,25K,2024
Bright Futures SCITT,G65,TCAT Train to Teach,2H4,2024
Bromley Schools Collegiate,B91,Bromley Schools' Collegiate School Direct,1C9,2024
Bromley Schools Collegiate,B91,Woolwich Poly,1HC,2024
Buckingham Partnership,B71,The Buckingham Partnership,1SH,2024
Buckingham Partnership,B71,The Buckingham Partnership (School Direct),258,2024
"Cambridge Training Schools Network, CTSN SCITT",1WO,Barrow CEVC Primary School,1MJ,2024
"Cambridge Training Schools Network, CTSN SCITT",1WO,CTSN@Essex Primary SCITT,4E6,2024
"Cambridge Training Schools Network, CTSN SCITT",1WO,Saffron Teaching School Hub,5A7,2024
"Cambridge Training Schools Network, CTSN SCITT",1WO,"The Cambridge Training School Network Partnership, CTSN",1LK,2024
Canterbury Christ Church University,C10,Aquila,2CA,2024
Canterbury Christ Church University,C10,Brockhill Park,19C,2024
Canterbury Christ Church University,C10,East Kent Learning Alliance,2DG,2024
Canterbury Christ Church University,C10,St George RC School,1NK,2024
Canterbury Christ Church University,C10,Swale Academies Trust,14H,2024
Canterbury Christ Church University,C10,Valley Invicta Teacher Training (VITT),1CU,2024
Chiltern Training Group,C59,Bishop’s Stortford Initial Teacher Training,13E,2024
Chiltern Training Group,C59,Denbigh High School,1D2,2024
Chiltern Training Group,C59,Peter Pan Training Partnership,2AF,2024
Chiltern Training Group,C59,The Bedfordshire Schools  Training Partnership,B31,2024
Chiltern Training Group,C59,The Shire Foundation,S25,2024
Chiltern Training Group,C59,Two Mile Ash ITT Partnership,T89,2024
Chiltern Training Group,C59,Two Mile Ash School,1WY,2024
Colchester Teacher Training Consortium,C76,Colchester Teacher Training (CTTC),2DB,2024
Colchester Teacher Training Consortium,C76,Orwell Education Alliance,2HP,2024
Colchester Teacher Training Consortium,C76,Southend Initial Teacher Training,1AV,2024
Compton SCITT,1X7,The Compton School,19P,2024
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Aspire Academy Trust,2HB,2024
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,The Roseland Academy,4B2,2024
Durham SCITT,D87,Advance Learning Partnership,2AL,2024
Durham SCITT,D87,Eden Learning Trust,2LW,2024
Durham SCITT,D87,High Force Education (SCITT),H38,2024
Durham SCITT,D87,North East Schools Teaching Alliance,1ZA,2024
Durham SCITT,D87,Northern Lights Initial Teacher Training,1YQ,2024
Durham SCITT,D87,One Excellence Trust,3H3,2024
Durham SCITT,D87,Park View School,2P1,2024
Durham SCITT,D87,Redcar and Cleveland Teacher Training Partnership,3L3,2024
Durham SCITT,D87,Richmond School,18L,2024
Durham SCITT,D87,Sacred Heart Secondary - Redcar and Cleveland Teacher Training,5H1,2024
Durham SCITT,D87,"St Bede's Catholic Comprehensive School and Sixth Form College, Lanchester",1QB,2024
East Midlands Teacher Training Partnership,E31,Mornington Primary School,2K4,2024
East Midlands Teacher Training Partnership,E31,The Joseph Whitaker School,2K7,2024
Edge Hill University,E42,Arch Alliance - All Souls' CE Primary,1XK,2024
Edge Hill University,E42,Owls,2K3,2024
Edge Hill University,E42,Southport Learning Trust,3B3,2024
Educate Group Initial Teacher Training,E65,Pudsey Primrose Hill,1AY,2024
Embrace SCITT,4E5,Blackpool Sea View Trust ITT,1XH,2024
Embrace SCITT,4E5,Embrace SCITT @ LET Education Trust,P38,2024
Embrace SCITT,4E5,Embrace SCITT @ Rowan Learning Trust,3R5,2024
Embrace SCITT,4E5,Yarrow Schools Alliance,22P,2024
e-Qualitas,E69,AIM Alliance Schools,2FR,2024
e-Qualitas,E69,Aquila,2CA,2024
e-Qualitas,E69,CTSA,1N4,2024
e-Qualitas,E69,Haberdashers’ Academies Trust South,1KP,2024
e-Qualitas,E69,Merton Special Training Association,163,2024
e-Qualitas,E69,Mulberry Schools Trust,1CW,2024
e-Qualitas,E69,Riverley Primary School,2LF,2024
e-Qualitas,E69,Saint John Southworth Enterprise and Research Alliance,15O,2024
e-Qualitas,E69,South East Learning Alliance,1J1,2024
e-Qualitas,E69,The Bishop Fraser Trust Bolton & Bury ITT Partnership,18J,2024
e-Qualitas,E69,The Holy Cross School,1MO,2024
e-Qualitas,E69,Valley Trust (formerly TRISIS),2HM,2024
Essex and Thames SCITT,T25,Abacus Primary School,4Y1,2024
Essex and Thames SCITT,T25,Beaulieu Park Primary School,3B2,2024
Essex and Thames SCITT,T25,Kelvedon St Marys - Essex and Thames SCITT,2L2,2024
Essex and Thames SCITT,T25,Millhouse Primary School and Nursery,3M2,2024
Essex and Thames SCITT,T25,Milton Hall Primary School,2M1,2024
Essex Teacher Training,E75,Academies Enterprise Trust: East,2CG,2024
Essex Teacher Training,E75,ORTU Trust (Gable Hall),1KM,2024
Essex Teacher Training,E75,Paradigm Trust: Old Ford Primary Academy and Ipswich Academy,1C8,2024
Exceed SCITT,2EY,Bronte Academy Trust,7H7,2024
Exceed SCITT,2EY,Exceed Teaching School Hub,278,2024
Exceed SCITT,2EY,Josie Thirkell Institute of Education,1GW,2024
Exceed SCITT,2EY,Morley Exceed Partnership,2ER,2024
Exceed SCITT,2EY,Northern Star Initial Teacher Training,255,2024
Exceed SCITT,2EY,Pathways Partnership,27C,2024
Exceed SCITT,2EY,Priestley Partnership,7G7,2024
Exceed SCITT,2EY,The Yorkshire Rose Teaching Partnership,13R,2024
Exchange Teacher Training,1DU,ETT@Tykes Teaching Alliance,2C3,2024
Exchange Teacher Training,1DU,Northern Education Trust,1UR,2024
Five Counties SCITT,2AV,Cabot Learning Federation,4C1,2024
Five Counties SCITT,2AV,The Leaf Trust,27R,2024
Five Counties SCITT,2AV,The Olympus Academy Trust,25X,2024
Five Counties SCITT,2AV,The Priory Learning Trust,2E3,2024
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Balcarras Teaching School Hub,14B,2024
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Odyssey Teaching School Hub,1ZB,2024
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,The Cotswold Teacher Training Partnership,2EH,2024
"Goldsmiths, University of London",G56,Catholic Schools' Partnership,134,2024
"Goldsmiths, University of London",G56,Greenwich School Alliance,185,2024
"Goldsmiths, University of London",G56,Grey Court Training School,22S,2024
"Goldsmiths, University of London",G56,Halstow Primary School,1V5,2024
"Goldsmiths, University of London",G56,Illuminate Minds Trust,8C4,2024
"Goldsmiths, University of London",G56,John Donne Primary School,1DS,2024
"Goldsmiths, University of London",G56,North London New River Teaching Alliance,1JV,2024
"Goldsmiths, University of London",G56,Redriff Primary School,1U2,2024
"Goldsmiths, University of London",G56,South East Learning Alliance,1J1,2024
"Goldsmiths, University of London",G56,The Bridge London TSA,1W6,2024
Haybridge Alliance SCITT,2B3,Hales Valley Teaching Hub,18E,2024
Haybridge Alliance SCITT,2B3,Invictus Education Trust,2I2,2024
Haybridge Alliance SCITT,2B3,North Worcestershire Teacher Training Hub,19S,2024
Haybridge Alliance SCITT,2B3,"Stour Vale: Teacher Training Hub for the Black Country, South Staffs and Shropshire",1FA,2024
Haybridge Alliance SCITT,2B3,"Teach Central, formerly RSA Academies'",26A,2024
Haybridge Alliance SCITT,2B3,The Spire Church of England Learning Trust,2I8,2024
Huddersfield Horizon SCITT,2EX,Castle Hill School,4C4,2024
Huddersfield Horizon SCITT,2EX,Kirklees and Calderdale SCITT,1WK,2024
Huddersfield Horizon SCITT,2EX,Moor End Academy,1A1,2024
i2i Teaching Partnership,24X,Basingstoke Alliance SCITT,1KH,2024
i2i Teaching Partnership,24X,The Basingstoke Alliance SCITT,B17,2024
i2i Teaching Partnership,24X,Wildern Partnership,1WH,2024
Inspiring Future Teachers,3Y3,Bohunt Education Trust,1DP,2024
Inspiring Future Teachers,3Y3,GLF Schools’ Teacher Training – School Direct,1HV,2024
Inspiring Future Teachers,3Y3,GLF Teacher Training,2B4,2024
Inspiring Future Teachers,3Y3,Hampshire SCITT Partnership (School Direct),16P,2024
Inspiring Future Teachers,3Y3,HISP Teacher Training,1X9,2024
Inspiring Future Teachers,3Y3,London South Teaching School Hub,8L5,2024
Inspiring Future Teachers,3Y3,South Downs Teacher Training,2AZ,2024
Inspiring Future Teachers,3Y3,Tanbridge Teacher Training,3K3,2024
Inspiring Future Teachers,3Y3,Thinking Horizons (TSAT),1DX,2024
Inspiring Future Teachers,3Y3,Wandle Teaching School Hub,13V,2024
Inspiring Leaders Secondary (Nottingham and Derbyshire),2A5,Inspiring Leaders Primary (Derbyshire),5W1,2024
Inspiring Leaders Secondary (Nottingham and Derbyshire),2A5,Inspiring Leaders Primary (Leicester and Rutland),1BJ,2024
Inspiring Leaders Secondary (Nottingham and Derbyshire),2A5,Inspiring Leaders Primary (Nottinghamshire),24H,2024
Inspiring Leaders Secondary (Nottingham and Derbyshire),2A5,"Inspiring Leaders Secondary (Leicestershire, Rutland and Northampton)",4R4,2024
Inspiring Leaders Secondary (Nottingham and Derbyshire),2A5,Orange Moon Education,3A7,2024
Keele and North Staffordshire Teacher Education,24J,The Golden Thread Teaching School Hub,155,2024
Kent and Medway Training,K30,Dartford Grammar School,29N,2024
Kent and Medway Training,K30,East Kent Learning Alliance,2DG,2024
Kent and Medway Training,K30,Mascalls Training Partnership,1GR,2024
Kent and Medway Training,K30,Medway Valley Training Partnership,1Q5,2024
Kent and Medway Training,K30,Saint George's Church of England School,295,2024
Kent and Medway Training,K30,Thames Gateway Teaching School Hub,1FN,2024
Kent and Medway Training,K30,The Leigh Academy,24Q,2024
King Edward's Consortium,K50,King Edward VI Camp Hill School for Girls,4E1,2024
King's College London (University of London),K60,Beal High School (NELTA),1NA,2024
King's College London (University of London),K60,Catholic Schools' Partnership,134,2024
King's College London (University of London),K60,Grey Court Training School,22S,2024
King's College London (University of London),K60,South East Learning Alliance,1J1,2024
Leeds Beckett University,L27,Five Towns ITT Partnership,2FW,2024
Leeds Beckett University,L27,Springboard,2HX,2024
Leeds Trinity University,L24,Bradford College,B60,2024
Leeds Trinity University,L24,Diocese of Leeds BKCAT Alliance,1ZX,2024
Leeds Trinity University,L24,Ilkley All Saints' Teacher Training Partnership,2DX,2024
Leeds Trinity University,L24,Leeds SCITT,L26,2024
Leeds Trinity University,L24,St Anthony's Primary Learning Partnership,1Y9,2024
Leeds Trinity University,L24,Valley Trust (formerly TRISIS),2HM,2024
Leeds Trinity University,L24,Waterton Academy Trust,2EL,2024
Leeds Trinity University,L24,White Rose Alliance,196,2024
Leicester & Leicestershire SCITT,L33,Achieve with TELA,1R3,2024
Leicester & Leicestershire SCITT,L33,Rushey Mead Academy,1MW,2024
Lincolnshire SCITT,25G,Ellison Boulters Church of England Primary School,19X,2024
Lincolnshire SCITT,25G,KYRA,1HA,2024
Lincolnshire SCITT,25G,L.E.A.D. Academy Trust,277,2024
Lincolnshire SCITT,25G,Staniland Academy,27O,2024
Lincolnshire SCITT,25G,The Priory Academy LSST,1F4,2024
Liverpool Hope University,L46,Birkenhead North Schools Partnership,2F7,2024
Liverpool Hope University,L46,Emmaus CAT ITT,4E7,2024
Liverpool Hope University,L46,Golborne Trinity,A7D,2024
Liverpool Hope University,L46,Greater Manchester ITT St Patrick’s Centre of Educational Excellence,18A,2024
Liverpool Hope University,L46,Ignite Institute,22A,2024
Liverpool Hope University,L46,Liverpool Teacher Development Partnership,2T3,2024
Liverpool Hope University,L46,St Helens ONE - Grange Valley Primary,2KF,2024
Liverpool Hope University,L46,The Bishop Fraser Trust Bolton & Bury ITT Partnership,18J,2024
Liverpool Hope University,L46,Wigan Catholic Primary Alliance,4W4,2024
Liverpool John Moores University,L51,MAITT (Merseyside Alliance Initial Teacher Training),168,2024
Liverpool John Moores University,L51,North West Learning Partnership,13N,2024
Liverpool John Moores University,L51,Palmerston School,1AE,2024
Liverpool John Moores University,L51,SD at Turton,2BS,2024
Liverpool John Moores University,L51,Teacher Training @ Knutsford,1M1,2024
Liverpool John Moores University,L51,The Heath Consortium,1DO,2024
Liverpool John Moores University,L51,The Sandstone Trust,26L,2024
Liverpool John Moores University,L51,Weatherhead High School,21D,2024
Liverpool John Moores University,L51,Wigan and West Lancashire Catholic School Direct,27Q,2024
Liverpool John Moores University,L51,Wirral Schools Collaboration (Pensby),1ME,2024
London Metropolitan University,L68,Hackney Teaching Schools' Alliance,1V9,2024
London Metropolitan University,L68,The Viridis Schools Partnership,2CN,2024
London Metropolitan University,L68,West London Teacher Training Alliance (Primary),1EL,2024
London South Bank University,L75,Merton Special Training Association,163,2024
Loughborough University,L79,Diverse Academies Trust,12K,2024
Loughborough University,L79,Lionheart Teach,1O8,2024
Loughborough University,L79,Loughborough Learning Alliance,195,2024
Loughborough University,L79,Teach for Life with LiFE MAT & Partners,1A4,2024
Mersey Boroughs ITT Partnership,1X8,Chester Diocesan Academies Trust,3C5,2024
Middlesex University,M80,AIM Alliance Schools,2FR,2024
Middlesex University,M80,Brunswick Park Alliance,267,2024
Middlesex University,M80,Claremont High School Academy Trust,5C2,2024
Middlesex University,M80,Norbury School,3N2,2024
Middlesex University,M80,North London New River Teaching Alliance,1JV,2024
Middlesex University,M80,Nower Hill High School,4N2,2024
Middlesex University,M80,Riverley Primary School,2LF,2024
Mid Essex Initial Teacher Training,M82,Professional Learning Network (Lyons Hall),1JW,2024
Mid Essex Initial Teacher Training,M82,Saffron Teaching School Hub,5A7,2024
Mid Somerset Consortium for Teacher Training,M84,Crispin School with the Mid Somerset Consortium,1OF,2024
Mid Somerset Consortium for Teacher Training,M84,Sherborne Area Schools Trust,18M,2024
NELTA,251,Beal High School (NELTA),1NA,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@David Ross Education Trust,1FE,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Harris Initial Teacher Education,1TZ,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Inspiration Trust,2H7,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Kernow Initial Teacher Education,21J,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@LearnAT,5J5,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Liverpool,3L4,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@North East SCITT,L06,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Oasis Community Learning,7K9,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Ormiston Teacher Training East,3P4,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Ormiston Teacher Training North,24P,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Ormiston Teacher Training West,2P4,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Outwood Grange Academies Trust,1GV,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Pen Green Centre,21P,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Star Academies,2A6,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@The White Horse Federation,4W2,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Trinity Institute of Education,1YF,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@Windsor Academy Trust,2HE,2024
"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,NIoT@WISE,15Q,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,Creative Education Trust,5A1,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,E-ACT Academies Trust,1Z1,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,Greenwood Academies Trust,1EX,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,Haberdashers’ Academies Trust South,1KP,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,Riverley Primary School,2LF,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,Southam Teaching Alliance,2BN,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,Teach for Life with LiFE MAT & Partners,1A4,2024
"NITE: National Institute of Teaching & Education, part of Coventry University Group",C85,The Lion Alliance,1K1,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,ASSET Education,146,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Berlesduna Academy Trust Teacher Training,2D6,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Billericay School,1PT,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Consortium Multi Academy Trust,2J7,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Eastwood Park Academy Trust,2G1,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Exning Primary School,1JM,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Fairfield Infant School,1VQ,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Hartismere School,1GP,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,"Notre Dame High School, Norwich",1GT,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,One Sixth Form College,2M5,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Ormiston Rivers Academy,4T4,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Sheringham Community Primary School Partnership,1A5,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,South East Essex Academy Trust,2W2,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Thorpe St Andrew School and Sixth Form,1ZN,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,Thurston Community College,2TC,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,White Woman Lane Junior School,1MH,2024
"Norfolk, Essex and Suffolk Teacher Training (NESTT)",S14,William de Ferrers School,2W1,2024
Norfolk Teacher Training Centre,N43,"Notre Dame High School, Norwich",1GT,2024
Norfolk Teacher Training Centre,N43,Sheringham High School,8H6,2024
Northampton Teacher Training Partnership,N42,Northampton School for Boys,16G,2024
North Tyneside SCITT,N73,John Spence Community High School,25W,2024
North Tyneside SCITT,N73,North East Partnership SCITT (Physical Education),N55,2024
North Tyneside SCITT,N73,North Tyneside SCITT (New York Primary School Direct),1NB,2024
Nottingham Trent University,N91,Creative Education Trust,5A1,2024
Nottingham Trent University,N91,Diverse Academies Trust,12K,2024
Nottingham Trent University,N91,Greenwood Academies Trust,1EX,2024
Nottingham Trent University,N91,Lionheart Teach,1O8,2024
Nottingham Trent University,N91,Nottingham Catholic Initial Teacher Training Partnership,1YD,2024
Nottingham Trent University,N91,The Minster Learning Alliance,1EC,2024
Nottingham Trent University,N91,The Rutland and District School Federation,1F1,2024
Nottingham Trent University,N91,The Rutland Learning Trust,3N6,2024
One Cumbria Teaching School Hub,1A3,Carlisle Schools Alliance,136,2024
One Cumbria Teaching School Hub,1A3,Carmel College,1KF,2024
One Cumbria Teaching School Hub,1A3,Carmel Teacher Training Partnership (CTTP),C23,2024
One Cumbria Teaching School Hub,1A3,Gateshead Schools Direct,1EW,2024
One Cumbria Teaching School Hub,1A3,St John's School and Sixth Form College,1W4,2024
Partnership London SCITT (PLS),2B1,St Angela's Teacher Training Centre,1XC,2024
Partnership London SCITT (PLS),2B1,St. Edward’s Teacher Training Partnership,1EG,2024
Partnership London SCITT (PLS),2B1,Sydney Russell Teacher Training Centre,1EJ,2024
Plymouth Marjon University,P63,Aspirations Academies Trust,2O1,2024
Plymouth Marjon University,P63,Bridging the Tamar Learning Alliance,165,2024
Plymouth Marjon University,P63,Cornwall Education Learning Trust (CELT),4C8,2024
Plymouth Marjon University,P63,Dartmoor Teacher Training Partnership,2BT,2024
Plymouth Marjon University,P63,Devon and Cornwall Cooperative Alliance,2HG,2024
Plymouth Marjon University,P63,Devonport High School for Boys,2LB,2024
Plymouth Marjon University,P63,First Federation Train to Teach,1QR,2024
Plymouth Marjon University,P63,Learning Academy Partnership,21V,2024
Plymouth Marjon University,P63,Lighthouse Learning Partnership,16Z,2024
Plymouth Marjon University,P63,Plymouth Teachers and Schools Alliance,1T7,2024
Poole SCITT,P75,"Linwood Training, Support and Advice",1X3,2024
Poole SCITT,P75,Twynham Learning,13Q,2024
Primary Catholic Partnership SCITT (PCP SCITT),P85,CTSA,1N4,2024
Red Kite Teacher Training,2B9,All Saints RC School,2KH,2024
Red Kite Teacher Training,2B9,North Star,269,2024
Red Kite Teacher Training,2B9,The Swaledale Alliance,1FG,2024
Ripley ITT,R23,South Cumbria School Direct,2KS,2024
Roehampton University,R48,Dulwich College,3D1,2024
Roehampton University,R48,Lilian Baylis Technology School,1ZY,2024
Roehampton University,R48,London South Teaching School Hub,8L5,2024
Roehampton University,R48,London West Alliance ITT,1P8,2024
Roehampton University,R48,Maiden Erlegh Institute,1Y1,2024
Roehampton University,R48,PACE Academy Trust,1O1,2024
Roehampton University,R48,Riverley Primary School,2LF,2024
Roehampton University,R48,Saint John Southworth Enterprise and Research Alliance,15O,2024
Roehampton University,R48,Sharing Excellence Partnership Dunraven School Streatham,1BW,2024
Roehampton University,R48,South East Learning Alliance,1J1,2024
