accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
Carmel Teacher Training Partnership (CTTP),C23,St John's School and Sixth Form College,1W4,2019
Carmel Teacher Training Partnership (CTTP),C23,St Mary and St Thomas Aquinas Catholic Primary School,1EW,2019
Carmel Teacher Training Partnership (CTTP),C23,St Mary's Catholic School,2KN,2019
Carmel Teacher Training Partnership (CTTP),C23,St Thomas More Catholic School,1OO,2019
Carmel Teacher Training (SCITT),24G,Carmel College,1KF,2019
Carmel Teacher Training (SCITT),24G,St Cuthbert's High School,1KL,2019
Carmel Teacher Training (SCITT),24G,St John's School and Sixth Form College,1W4,2019
Carmel Teacher Training (SCITT),24G,St Thomas More Catholic School,1OO,2019
Chepping View Primary Academy SCITT,24S,Chepping View Primary Academy,138,2019
Cheshire East SCITT,25Q,Holmes Chapel Comprehensive School,1PN,2019
Chiltern Training Group,C59,Chiltern Training Group part of the Chiltern Learning trust,15N,2019
Colchester Teacher Training Consortium,C76,Colchester Teacher Training (CTTC),2DB,2019
Colchester Teacher Training Consortium,C76,Orwell Teaching School,2HP,2019
Colchester Teacher Training Consortium,C76,Professional Learning Network (Lyons Hall),1JW,2019
Colchester Teacher Training Consortium,C76,Unity Schools Partnership,1NT,2019
Compton SCITT,1X7,Southgate School,2CX,2019
Compton SCITT,1X7,The Compton School,19P,2019
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Applied Minds Teaching School,12U,2019
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Aspire Teaching Trust,2HB,2019
Cornwall School Centred Initial Teacher Training. (Cornwall SCITT),C79,Cornwall Teaching School,19U,2019
CREC Early Years Partnership,25P,Cambridge Early Years Teaching School Alliance (CEYTSA),271,2019
CREC Early Years Partnership,25P,CREC Early Years Partnership,25R,2019
Cumbria Primary Teacher Training,C97,West Cumbria and North Lakes School Direct,17X,2019
Doncaster ITT Partnership,D51,Doncaster Partners in Learning TSA,1RD,2019
Doncaster ITT Partnership,D51,Doncaster Regional Alliance For Teacher Training Secondary,2G3,2019
Dove House School Academy Trust,1SG,Basingstoke Alliance SCITT,1KH,2019
Durham SCITT,D87,Acklam Grange Teaching School,2FD,2019
Durham SCITT,D87,Prince Bishops Teaching School Alliance - Benedict Biscop C of E Academy,1YQ,2019
Durham SCITT,D87,Prince Bishops Teaching School Alliance - Whitburn Church of England Academy,23F,2019
Durham SCITT,D87,Richmond School,18L,2019
Durham SCITT,D87,"St Bede's Catholic Comprehensive School and Sixth Form College, Lanchester",1QB,2019
Durham SCITT,D87,The Hermitage Academy School Direct,1PG,2019
Durham University,D86,Outwood Institute of Education North,2G9,2019
Durham University,D86,Peterlee Partnership Teaching School Alliance,1ZQ,2019
Durham University,D86,St John Vianney RC Primary School,1GQ,2019
Durham University,D86,West Lakes Teaching School Alliance,2HK,2019
East London Alliance SCITT,24M,Davies Lane Teaching School,2EE,2019
East London Alliance SCITT,24M,East London Alliance SCITT (School Direct),1RT,2019
East Midlands Teacher Training Partnership,E31,Mornington Primary School,2K4,2019
East Midlands Teacher Training Partnership,E31,The Joseph Whitaker School,2K7,2019
East Midlands Teacher Training Partnership,E31,The West Bridgford School,219,2019
East of England Teacher Training,2B6,Grantham and South Lincolnshire ITT Partnership,2DU,2019
East of England Teacher Training,2B6,Learners First Schools Partnership,1GX,2019
East of England Teacher Training,2B6,Lincolnshire Schools ITT Partnership,2HF,2019
East of England Teacher Training,2B6,Yarborough Academy,2CS,2019
East Sussex Teacher Training Partnership,E37,East Sussex Teacher Training Partnership SCITT IK,24B,2019
East Sussex Teacher Training Partnership,E37,East Sussex Teacher Training Partnership SCITT RSW,1CA,2019
East Sussex Teacher Training Partnership,E37,St Marks's teaching School Partnership,13T,2019
Edge Hill University,E42,Arch Alliance - All Souls' CE Primary,1XK,2019
Edge Hill University,E42,Eatock School Direct,2GV,2019
Edge Hill University,E42,Ladywood School Direct,13D,2019
Edge Hill University,E42,North Sefton Teaching School Alliance,28K,2019
Edge Hill University,E42,Owls,2K3,2019
Educate Teacher Training,E65,Dyke House Sports and Technology College,1UR,2019
Endeavour Learning SCITT,M70,Bridgewater High School,2H4,2019
e-Qualitas,E69,Catholic Teaching Schools Alliance,1N4,2019
e-Qualitas,E69,City Excellence in Teaching,1CW,2019
e-Qualitas,E69,Emmaus TSA,149,2019
e-Qualitas,E69,Featherstone High School,2LP,2019
e-Qualitas,E69,Luton Futures,1JG,2019
e-Qualitas,E69,Merton Special Teaching Alliance,163,2019
e-Qualitas,E69,Riverley Primary School,2LF,2019
e-Qualitas,E69,Sharing Excellence Partnership Dunraven School Streatham,1BW,2019
e-Qualitas,E69,South East Learning Alliance,1J1,2019
e-Qualitas,E69,St Marylebone Teaching School Alliance,1ET,2019
e-Qualitas,E69,The Holy Cross School,1MO,2019
e-Qualitas,E69,The Royal Borough Teaching School Alliance,15O,2019
Essex Primary SCITT,E73,Felsted Primary School,14R,2019
Essex Primary SCITT,E73,Professional Learning Network (Lyons Hall),1JW,2019
Essex Teacher Training,E75,Debden Park High School,2AP,2019
Essex Teacher Training,E75,Eastwood Park Academy Trust,2G1,2019
Essex Teacher Training,E75,Harlow Teacher Training Partnership,1ZH,2019
Essex Teacher Training,E75,Lee Chapel Teaching School Alliance,16H,2019
Essex Teacher Training,E75,Merrylands Teacher Training Partnership,2D6,2019
Essex Teacher Training,E75,ORTU Trust (Gable Hall),1KM,2019
Essex Teacher Training,E75,Paradigm Trust: Old Ford Primary Academy and Ipswich Academy,1C8,2019
Essex Teacher Training,E75,Parklands Infants school,285,2019
Essex Teacher Training,E75,"St Thomas More's Catholic Primary School, Colchester",1K8,2019
Essex Teacher Training,E75,Woodside Academy,26V,2019
Exceed SCITT,2EY,Exceed Partnership,278,2019
Exceed SCITT,2EY,Shanidar - West Yorkshire,2JY,2019
Exceed SCITT,2EY,Westerton Partnership,2ER,2019
Fareham and Gosport Primary SCITT,25M,Harrison Primary School,1AT,2019
Forest Independent Primary Collegiate SCITT,F82,Churchfields Junior School,2D7,2019
Forest Independent Primary Collegiate SCITT,F82,Gearies Primary School,23D,2019
Forest Independent Primary Collegiate SCITT,F82,Hazelwood Infant School,15T,2019
Forest Independent Primary Collegiate SCITT,F82,NET Academies,2KT,2019
Forest Independent Primary Collegiate SCITT,F82,Spiral Partnership Trust,2E7,2019
Forest Independent Primary Collegiate SCITT,F82,Teach in Redbridge - Mayespark,2BX,2019
George Abbot SCITT,G12,George Abbot SCITT School Direct,1OV,2019
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Balcarras School,14B,2019
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Cotswold Edge Teaching Alliance,26P,2019
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Hereteach Alliance,22V,2019
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Odyssey Teaching School Alliance,1ZB,2019
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,The Cotswold Teaching School Partnership,2EH,2019
"Goldsmiths, University of London",G56,Aspire Education Alliance,27K,2019
"Goldsmiths, University of London",G56,Catholic Teaching Alliance (South East London),134,2019
"Goldsmiths, University of London",G56,City Excellence in Teaching,1CW,2019
"Goldsmiths, University of London",G56,Ealing Teaching School Alliance,1KV,2019
"Goldsmiths, University of London",G56,Future Stars TSA,1BR,2019
"Goldsmiths, University of London",G56,Grey Court Teaching School Alliance,22S,2019
"Goldsmiths, University of London",G56,Halstow Primary School,1V5,2019
"Goldsmiths, University of London",G56,John Donne Primary School,1DS,2019
"Goldsmiths, University of London",G56,Kingston School Direct,1FM,2019
"Goldsmiths, University of London",G56,North London New River Teaching Alliance,1JV,2019
"Goldsmiths, University of London",G56,RTSA,1FP,2019
"Goldsmiths, University of London",G56,Southfields Academy,181,2019
"Goldsmiths, University of London",G56,South Thames Early Education Partnership & Goldsmiths University (STEEPtsa),21K,2019
"Goldsmiths, University of London",G56,"TESLA, Bohunt School",1DP,2019
"Goldsmiths, University of London",G56,The Bridge London TSA,1W6,2019
"Goldsmiths, University of London",G56,Train to Teach North London,1YO,2019
"Goldsmiths, University of London",G56,Valentines High School,1OM,2019
"Goldsmiths, University of London",G56,Vita London,21C,2019
"Goldsmiths, University of London",G56,Wandle Teaching School Alliance,13V,2019
"Goldsmiths, University of London",G56,WCPSD,2A4,2019
"Goldsmiths, University of London",G56,Working together,26F,2019
Gorse SCITT,1N1,The GORSE Academies Trust,256,2019
Harris ITE,1WU,Harris Initial Teacher Education,1TZ,2019
HART of Yorkshire,25C,Yorkshire Inclusive TSA,1ER,2019
Haybridge Alliance SCITT,2B3,Hales Valley Teaching School,18E,2019
Haybridge Alliance SCITT,2B3,South Bromsgrove High Teaching School,19S,2019
Haybridge Alliance SCITT,2B3,St Clement's Teaching School,2B7,2019
Haybridge Alliance SCITT,2B3,Stour Vale Academy Trust,1FA,2019
Haybridge Alliance SCITT,2B3,The Earls High School,1L5,2019
Henry Maynard Training E17,2AW,Henry Maynard Primary School,1RR,2019
High Force Education (SCITT),H38,Abbey Infants' School,153,2019
High Force Education (SCITT),H38,Prince Bishops Community Primary School,1LN,2019
High Force Education (SCITT),H38,The Swaledale Alliance,1FG,2019
Hillingdon SCITT,2B5,Bishop Ramsey CE School,1E5,2019
Hillingdon SCITT,2B5,Ealing Teaching School Alliance,1KV,2019
Hillingdon SCITT,2B5,Harrow First,214,2019
Hillingdon SCITT,2B5,Woodfield School,28D,2019
Huddersfield Horizon SCITT,2EX,Moor End Academy,1A1,2019
Hull SCITT,25O,St Mary's College,1RU,2019
Inspiration Teacher Training,2H7,Hethersett Academy,2H1,2019
Keele and North Staffordshire Teacher Education,24J,Blackfriars Teaching School Alliance,1JA,2019
Keele and North Staffordshire Teacher Education,24J,City Learning Trust,1JB,2019
Keele and North Staffordshire Teacher Education,24J,Hempstalls-KNSTE,29U,2019
Keele and North Staffordshire Teacher Education,24J,Painsley Teaching School Alliance,155,2019
Keele and North Staffordshire Teacher Education,24J,Parkside - KNSTE,2GS,2019
Keele and North Staffordshire Teacher Education,24J,Seabridge-KNSTE,2CB,2019
Keele and North Staffordshire Teacher Education,24J,Societas - KNSTE,2GR,2019
Keele and North Staffordshire Teacher Education,24J,St Mary's Catholic Academy - KNSTE,12Z,2019
Keele and North Staffordshire Teacher Education,24J,St Mary's CofE VA Primary School - KNSTE,2FN,2019
Keele and North Staffordshire Teacher Education,24J,The Potteries Teaching Alliance - KNSTE,2HW,2019
Keele and North Staffordshire Teacher Education,24J,Uttoxeter Learning Trust Teaching School,2J9,2019
Kent and Medway Training,K30,Dartford Grammar School,29N,2019
Kent and Medway Training,K30,Kaizen Teaching School Alliance,2AG,2019
Kent and Medway Training,K30,Mascalls Training Partnership,1GR,2019
Kent and Medway Training,K30,Medway Valley Training Partnership,1Q5,2019
Kent and Medway Training,K30,Saint George's Church of England School,295,2019
Kent and Medway Training,K30,The Leigh Academy,24Q,2019
King Edward's Consortium,K50,King Edward's Consortium (School Direct),15G,2019
King's College London (University of London),K60,Beal High School (NELTA),1NA,2019
King's College London (University of London),K60,Catholic Teaching Alliance (South East London),134,2019
King's College London (University of London),K60,City Excellence in Teaching,1CW,2019
King's College London (University of London),K60,Grazebrook Primary School,18Y,2019
King's College London (University of London),K60,Grey Court Teaching School Alliance,22S,2019
King's College London (University of London),K60,Pan Enfield  Alliance,1KC,2019
King's College London (University of London),K60,RTSA,1FP,2019
King's College London (University of London),K60,South East Learning Alliance,1J1,2019
King's College London (University of London),K60,Southfields Academy,181,2019
King's College London (University of London),K60,St Michael's Catholic Grammar School,23B,2019
King's College London (University of London),K60,Tonbridge Grammar School,1LX,2019
Kingston University,K84,Belleville Primary School,1LY,2019
Kingston University,K84,Gladesmore Community School,1FW,2019
Kingston University,K84,Latchmere Teaching School Alliance,1LZ,2019
Kingston University,K84,Merton Special Teaching Alliance,163,2019
Kingston University,K84,Southfields Academy,181,2019
Kingston University,K84,St James' Partnership,1VN,2019
Kingston University,K84,St Michael's Catholic Grammar School,23B,2019
Kingston University,K84,Valley Teaching School Alliance,1O1,2019
Kingston University,K84,Westbourne Primary School,19B,2019
Kirklees and Calderdale SCITT,1WK,Field Lane J I & N School,1UN,2019
Kirklees and Calderdale SCITT,1WK,Heckmondwike Grammar School,1NZ,2019
Kirklees and Calderdale SCITT,1WK,Yorkshire Anglican Teaching School Alliance,13J,2019
Kirklees and Calderdale SCITT,1WK,Yorkshire Inclusive TSA,1ER,2019
Lampton LWA SCITT,2AY,Lampton Academy,1P8,2019
Leeds Beckett University,L27,Aireborough Partnership,2JF,2019
Leeds Beckett University,L27,Five Towns ITT Partnership,2FW,2019
Leeds Beckett University,L27,Mills Hill Primary School [Schools with Schools Teaching School Alliance],1Y3,2019
Leeds Beckett University,L27,Outwood Institute of Education,2JN,2019
Leeds Beckett University,L27,Rodillian,2DS,2019
Leeds Beckett University,L27,Springboard,2HX,2019
Leeds Beckett University,L27,The Beckfoot School Direct Partnership,1MU,2019
Leeds Beckett University,L27,The Learning Partnership,2HT,2019
Leeds Beckett University,L27,The Yorkshire Rose Teaching Alliance,13R,2019
Leeds Beckett University,L27,Tykes TSA,2C3,2019
Leeds Beckett University,L27,Yorkshire Anglican Teaching School Alliance,13J,2019
Leeds Beckett University,L27,Yorkshire Teaching School Alliance,15X,2019
Leeds SCITT,L26,St Marys Menston,1AA,2019
Leeds Trinity University,L24,Academies Enterprise Trust: Yorkshire & Humber,2CK,2019
Leeds Trinity University,L24,Catholic Coastal Partnership,2ES,2019
Leeds Trinity University,L24,Co-op Academies Trust School Direct - Primary,27V,2019
Leeds Trinity University,L24,Diocese of Leeds BKCAT Alliance,1ZX,2019
Leeds Trinity University,L24,Dixons Multi-Academy Trust (DMAT),1EP,2019
Leeds Trinity University,L24,Ilkley All Saints' Teacher Training Partnership,2DX,2019
Leeds Trinity University,L24,Nicholas Postgate Catholic Academy Trust,2DW,2019
Leeds Trinity University,L24,North Star,269,2019
Leeds Trinity University,L24,Pathways,2KP,2019
Leeds Trinity University,L24,Polaris,2GW,2019
Leeds Trinity University,L24,Rodillian,2DS,2019
Leeds Trinity University,L24,"St Anthony's Catholic Primary School, Beeston",1Y9,2019
Leeds Trinity University,L24,St Bede's Deanery Teaching Alliance,2FC,2019
Leeds Trinity University,L24,St Marys Menston,1AA,2019
Leeds Trinity University,L24,St. Mary's TSA,1QD,2019
Leeds Trinity University,L24,The Beckfoot School Direct Partnership,1MU,2019
Leeds Trinity University,L24,The Catholic Schools Partnership Teaching School Alliance,13K,2019
Leeds Trinity University,L24,The Yorkshire Rose Teaching Alliance,13R,2019
Leeds Trinity University,L24,Waterton Academy Trust,2EL,2019
Leeds Trinity University,L24,White Rose Alliance,196,2019
Leeds Trinity University,L24,Windmill Primary School,15Y,2019
Leeds Trinity University,L24,Yorkshire Special Education Partnership (YSEP),197,2019
Leeds Trinity University,L24,Yorkshire Teaching School Alliance,15X,2019
Leicester & Leicestershire SCITT,L35,Ash Field Academy,194,2019
Leicester & Leicestershire SCITT,L35,Christ The King Catholic Primary School,2C9,2019
Leicester & Leicestershire SCITT,L35,Leicester and Leicestershire SCITT School Direct OLP TSA,14W,2019
Leicester & Leicestershire SCITT,L35,Leicestershire and Leicester SCITT (School Direct),1AP,2019
Leicester & Leicestershire SCITT,L35,The Merton Primary School,18P,2019
Leicestershire Secondary SCITT,L33,Ash Field Academy,194,2019
Leicestershire Secondary SCITT,L33,Groby and Partners,1A4,2019
Lincolnshire Teaching School Alliance SCITT,25G,Connect Teaching School Alliance,27O,2019
Lincolnshire Teaching School Alliance SCITT,25G,Ellison Boulters Church of England Primary School,19X,2019
Lincolnshire Teaching School Alliance SCITT,25G,Equate Teaching School Alliance,277,2019
Lincolnshire Teaching School Alliance SCITT,25G,Kyra Teaching School Alliance,1HA,2019
Lincolnshire Teaching School Alliance SCITT,25G,The Priory Academy LSST,1F4,2019
Liverpool Hope University,L46,Aspirational Teaching Alliance of St. Helens,1LA,2019
Liverpool Hope University,L46,Birkenhead North Schools Partnership,2F7,2019
Liverpool Hope University,L46,Greenbank Primary Liverpool,2EP,2019
Liverpool Hope University,L46,Liverpool College Teaching Partnership,1UU,2019
Liverpool Hope University,L46,Merseyside SEN Teaching School Alliance,27B,2019
Liverpool Hope University,L46,North West Learning Partnership,13N,2019
Liverpool Hope University,L46,St Helens ONE - Grange Valley Primary,2KF,2019
Liverpool Hope University,L46,St John Bosco,1FU,2019
Liverpool Hope University,L46,St Patrick's Greater Manchester Alliance,18A,2019
Liverpool Hope University,L46,The Oldham Academy North,2KG,2019
Liverpool Hope University,L46,Warrington Teaching School Alliance,15R,2019
Liverpool Hope University,L46,Wigan and West Lancashire Catholic School Direct,27Q,2019
Liverpool John Moores University,L51,Archbishop Blanch School,2KA,2019
Liverpool John Moores University,L51,CAPITAL (Sefton),2CD,2019
Liverpool John Moores University,L51,Cheshire Vale Teaching School Alliance,26L,2019
Liverpool John Moores University,L51,Longford Park School,1Z7,2019
Liverpool John Moores University,L51,MAITT (Merseyside Alliance Initial Teacher Training),168,2019
Liverpool John Moores University,L51,North Liverpool Academy,2KE,2019
Liverpool John Moores University,L51,North West Learning Partnership,13N,2019
Liverpool John Moores University,L51,Our Lady of Pity RC Primary School,1W3,2019
Liverpool John Moores University,L51,Palmerston School,1AE,2019
Liverpool John Moores University,L51,SD at Turton,2BS,2019
Liverpool John Moores University,L51,South Deeside (Pensby) Schools Federation,1ME,2019
Liverpool John Moores University,L51,The Heath Consortium,1DO,2019
Liverpool John Moores University,L51,TT@K,1M1,2019
Liverpool John Moores University,L51,Weatherhead High School,21D,2019
London East Teacher Training Alliance,24Z,London East Teacher Training Alliance,133,2019
London Metropolitan University,L68,Angel Islington Teaching School Alliance,2BZ,2019
London Metropolitan University,L68,Inner London Teacher Training Alliance,21B,2019
London Metropolitan University,L68,Kingsmead Primary School,1AJ,2019
London Metropolitan University,L68,Princess May Primary School,234,2019
London Metropolitan University,L68,The Viridis Schools Partnership,2CN,2019
London Metropolitan University,L68,Train to Teach North London,1YO,2019
London South Bank University,L75,Gipsy Hill Federation,1BC,2019
London South Bank University,L75,Merton Special Teaching Alliance,163,2019
Loughborough University,L79,Achieve with TELA,1R3,2019
Loughborough University,L79,CAT Teaching School,17B,2019
Loughborough University,L79,Forest Way Teaching School Alliance,1L8,2019
Loughborough University,L79,Groby and Partners,1A4,2019
Loughborough University,L79,Leicestershire Learning Alliance,27P,2019
Loughborough University,L79,Loughborough Learning Alliance,195,2019
Loughborough University,L79,North Charnwood Learning Partnership,1KB,2019
Mersey Boroughs ITT Partnership,1X8,Mersey Boroughs ITT Partnership (School Direct),17Q,2019
Middlesex University,M80,AIM Alliance Schools,2FR,2019
Middlesex University,M80,Ashmole Academy (North London Teaching Alliance),1P2,2019
Middlesex University,M80,Bowes Primary School,189,2019
Middlesex University,M80,Brent Teaching School Alliance,25Z,2019
Middlesex University,M80,Burnham Teaching Partnership,1MT,2019
Middlesex University,M80,Enfield County School,1E3,2019
Middlesex University,M80,Gladesmore Community School,1FW,2019
Middlesex University,M80,Harrow Collegiate Teaching School Alliance,1EF,2019
Middlesex University,M80,Lime Trust,1PX,2019
Middlesex University,M80,Priestmead and Harrow Teaching School Alliance,27Z,2019
Middlesex University,M80,Southgate School,2CX,2019
Middlesex University,M80,St Michael's Catholic Grammar School,23B,2019
Middlesex University,M80,"The City Academy, Hackney",2CR,2019
Middlesex University,M80,Woodfield School,28D,2019
Mid Essex Initial Teacher Training,M82,Professional Learning Network (Lyons Hall),1JW,2019
Mid Somerset Consortium for Teacher Training,M84,Crispin School with the Mid Somerset Consortium,1OF,2019
Mid Somerset Consortium for Teacher Training,M84,North Dorset Teaching School Alliance,18M,2019
Mid Somerset Consortium for Teacher Training,M84,Taunton Teaching Alliance (Heathfield School),232,2019
NELTA (North East London Teaching Alliance),251,Beal High School (NELTA),1NA,2019
Newman University,N36,Bishop Challoner Teaching School Alliance,1K2,2019
Newman University,N36,Blue Sky Teaching School,21L,2019
Newman University,N36,Lightwoods Teaching School Alliance,142,2019
Newman University,N36,Prince Albert Junior and Infant School,2JO,2019
Newman University,N36,St Edmunds Catholic Academy,27Y,2019
Newman University,N36,St Francis Xavier Teaching School Alliance,14E,2019
Newman University,N36,St John Bosco Teaching School Alliance,1S9,2019
Newman University,N36,St Paul's Caritas Christi,242,2019
Newman University,N36,St Peter's Solihull Teaching School Alliance,17Y,2019
Newman University,N36,Waverley School Direct,1RH,2019
Norfolk Teacher Training Centre,N43,Norfolk Academies,2GG,2019
Northampton Teacher Training Partnership,N42,Hatton Teaching School Alliance,1Y7,2019
Northampton Teacher Training Partnership,N42,Northampton School for Boys,16G,2019
North East Partnership SCITT (Physical Education),N55,John Spence Community High School,25W,2019
Northern Lights SCITT,255,Skipton Girls' High School,1QP,2019
North Essex Teacher Training (NETT),N46,NETT,2L4,2019
North Lincolnshire SCITT Partnership,N66,Oasis Academy Henderson Avenue,23W,2019
North Tyneside SCITT,N73,North Tyneside SCITT (New York Primary School Direct),1NB,2019
North West SHARES SCITT,N83,Yarrow Teaching School Alliance,22P,2019
North Wiltshire SCITT,24U,Blue Kite Academy Trust,2HL,2019
North Wiltshire SCITT,24U,Pickwick Learning,23Z,2019
Nottinghamshire TORCH SCITT,254,Toot Hill School (Nottinghamshire Torch SCITT),1EB,2019
Nottingham Trent University,N91,Ashlawn Teaching School,1XO,2019
Nottingham Trent University,N91,Greenwood Academies Trust,1EX,2019
Nottingham Trent University,N91,Kirkby Primary Partnership,279,2019
Nottingham Trent University,N91,Leicestershire Learning Alliance,27P,2019
Nottingham Trent University,N91,Nottingham Catholic Teaching School Alliance,1YD,2019
