accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
Durham SCITT,D87,Prince Bishops Teaching School Alliance - Benedict Biscop C of E Academy,1YQ,2021
Durham SCITT,D87,Prince Bishops Teaching School Alliance - Whitburn Church of England Academy,23F,2021
Durham SCITT,D87,Richmond School,18L,2021
Durham SCITT,D87,The Hermitage Academy School Direct,1PG,2021
Durham University,D86,St John Vianney RC Primary School,1GQ,2021
Durham University,D86,Think North East School Direct Partnership,4B4,2021
Durham University,D86,West Lakes Teaching School Alliance,2HK,2021
East London Alliance SCITT,24M,Davies Lane Teaching School,2EE,2021
East London Alliance SCITT,24M,East London Alliance SCITT (School Direct),1RT,2021
East Midlands Teacher Training Partnership,E31,Mornington Primary School,2K4,2021
East Midlands Teacher Training Partnership,E31,Mowbray Education Trust,8H9,2021
East Midlands Teacher Training Partnership,E31,North West Leicestershire and South Derbyshire,5P9,2021
East Midlands Teacher Training Partnership,E31,The Joseph Whitaker School,2K7,2021
East Midlands Teacher Training Partnership,E31,The Ripley Academy,2T8,2021
East Midlands Teacher Training Partnership,E31,The West Bridgford School,219,2021
East of England Teacher Training,2B6,East Lindsey ITT Partnership,4E2,2021
East of England Teacher Training,2B6,Grantham and South Lincolnshire ITT Partnership,2DU,2021
East of England Teacher Training,2B6,Learners First Schools Partnership,1GX,2021
East of England Teacher Training,2B6,Lincolnshire Schools ITT Partnership,2HF,2021
East of England Teacher Training,2B6,North East Lincolnshire ITT Partnership,2CS,2021
Edge Hill University,E42,Arch Alliance - All Souls' CE Primary,1XK,2021
Edge Hill University,E42,Eatock School Direct,2GV,2021
Edge Hill University,E42,Ladywood School Direct,13D,2021
Edge Hill University,E42,North Sefton Teaching School Alliance,28K,2021
Educate Teacher Training,E65,Northern Education Trust,1UR,2021
Educate Teacher Training,E65,Pudsey Primrose Hill,1AY,2021
Educate Teacher Training,E65,Yorkshire Inclusive TSA,1ER,2021
Endeavour Learning SCITT,M70,Bridgewater High School,2H4,2021
e-Qualitas,E69,AIM Alliance Schools,2FR,2021
e-Qualitas,E69,Burnham Teaching Partnership,1MT,2021
e-Qualitas,E69,City Excellence in Teaching,1CW,2021
e-Qualitas,E69,Featherstone High School,2LP,2021
e-Qualitas,E69,Kingston School Direct,1FM,2021
e-Qualitas,E69,Luton Futures,1JG,2021
e-Qualitas,E69,Merton Special Teaching Alliance,163,2021
e-Qualitas,E69,Riverley Primary School,2LF,2021
e-Qualitas,E69,Sharing Excellence Partnership Dunraven School Streatham,1BW,2021
e-Qualitas,E69,South East Learning Alliance,1J1,2021
e-Qualitas,E69,Swiss Cottage Teaching School Alliance,1HU,2021
e-Qualitas,E69,The Holy Cross School,1MO,2021
Essex Primary SCITT,E73,Felsted Primary School,14R,2021
Essex Teacher Training,E75,Eastwood Park Academy Trust,2G1,2021
Essex Teacher Training,E75,Endeavour TSA,1QU,2021
Essex Teacher Training,E75,Harlow Teacher Training Partnership,1ZH,2021
Essex Teacher Training,E75,Lee Chapel Teaching School Alliance,16H,2021
Essex Teacher Training,E75,Merrylands Teacher Training Partnership,2D6,2021
Essex Teacher Training,E75,ORTU Trust (Gable Hall),1KM,2021
Essex Teacher Training,E75,Paradigm Trust: Old Ford Primary Academy and Ipswich Academy,1C8,2021
Essex Teacher Training,E75,"St Thomas More's Catholic Primary School, Colchester",1K8,2021
Essex Teacher Training,E75,Woodside Academy,26V,2021
Essex Teacher Training,E75,Zengage Teacher Training Essex,3H5,2021
Exceed SCITT,2EY,Exceed Partnership,278,2021
Exceed SCITT,2EY,Ilkley All Saints' Teacher Training Partnership,2DX,2021
Exceed SCITT,2EY,Pathways Partnership,27C,2021
Exceed SCITT,2EY,Shanidar - West Yorkshire,2JY,2021
Exceed SCITT,2EY,The Yorkshire Rose Teaching Partnership,13R,2021
Exceed SCITT,2EY,Westerton Partnership,2ER,2021
Fareham and Gosport Primary SCITT,25M,Harrison Primary School,1AT,2021
Forest Independent Primary Collegiate SCITT,F82,Churchfields Junior School,2D7,2021
Forest Independent Primary Collegiate SCITT,F82,De Bohun Primary School,3E9,2021
Forest Independent Primary Collegiate SCITT,F82,Gearies Primary School,23D,2021
Forest Independent Primary Collegiate SCITT,F82,Hazelwood Infant School,15T,2021
Forest Independent Primary Collegiate SCITT,F82,NET Academies,2KT,2021
Forest Independent Primary Collegiate SCITT,F82,Spiral Partnership Trust,2E7,2021
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Balcarras School,14B,2021
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Cotswold Edge Teaching Alliance,26P,2021
Gloucestershire Initial Teacher Education Partnership (GITEP),G48,Hereteach Alliance,22V,2021
"Goldsmiths, University of London",G56,Catholic Schools' Partnership,134,2021
"Goldsmiths, University of London",G56,City Excellence in Teaching,1CW,2021
"Goldsmiths, University of London",G56,Future Stars TSA,1BR,2021
"Goldsmiths, University of London",G56,Grey Court Teaching School Alliance,22S,2021
"Goldsmiths, University of London",G56,Halstow Primary School,1V5,2021
"Goldsmiths, University of London",G56,John Donne Primary School,1DS,2021
"Goldsmiths, University of London",G56,Kingston School Direct,1FM,2021
"Goldsmiths, University of London",G56,North London New River Teaching Alliance,1JV,2021
"Goldsmiths, University of London",G56,RTSA,1FP,2021
"Goldsmiths, University of London",G56,Southfields Academy,181,2021
"Goldsmiths, University of London",G56,South Thames Early Education Partnership & Goldsmiths University (STEEPtsa),21K,2021
"Goldsmiths, University of London",G56,"TESLA, Bohunt School",1DP,2021
"Goldsmiths, University of London",G56,Train to Teach North London,1YO,2021
"Goldsmiths, University of London",G56,Vita London,21C,2021
"Goldsmiths, University of London",G56,Wandle Teaching School Alliance,13V,2021
"Goldsmiths, University of London",G56,Working together,26F,2021
Harris ITE,1WU,Harris Initial Teacher Education,1TZ,2021
Haybridge Alliance SCITT,2B3,Hales Valley Teaching School,18E,2021
Haybridge Alliance SCITT,2B3,South Bromsgrove Teacher Training Partnership,19S,2021
Haybridge Alliance SCITT,2B3,Stour Vale Academy Trust,1FA,2021
Haybridge Alliance SCITT,2B3,The Earls High School,1L5,2021
Henry Maynard Training E17,2AW,Henry Maynard Primary School,1RR,2021
High Force Education (SCITT),H38,Abbey Infants' School,153,2021
High Force Education (SCITT),H38,Prince Bishops Community Primary School,1LN,2021
High Force Education (SCITT),H38,The Swaledale Alliance,1FG,2021
Hillingdon SCITT,2B5,Bishop Ramsey CE School,1E5,2021
Hillingdon SCITT,2B5,Cranford Community College,265,2021
Hillingdon SCITT,2B5,Harrow First,214,2021
Hillingdon SCITT,2B5,Woodfield School,28D,2021
Hull SCITT,25O,St Mary's College,1RU,2021
Inspiration Teacher Training,2H7,Hethersett Academy,2H1,2021
Keele and North Staffordshire Teacher Education,24J,Blackfriars Teaching School Alliance,1JA,2021
Keele and North Staffordshire Teacher Education,24J,Hempstalls-KNSTE,29U,2021
Keele and North Staffordshire Teacher Education,24J,Parkside - KNSTE,2GS,2021
Keele and North Staffordshire Teacher Education,24J,Seabridge-KNSTE,2CB,2021
Keele and North Staffordshire Teacher Education,24J,Societas - KNSTE,2GR,2021
Keele and North Staffordshire Teacher Education,24J,St Mary's Catholic Academy - KNSTE,12Z,2021
Keele and North Staffordshire Teacher Education,24J,St Mary's CofE VA Primary School - KNSTE,2FN,2021
Keele and North Staffordshire Teacher Education,24J,The Potteries Teaching Alliance - KNSTE,2HW,2021
Keele and North Staffordshire Teacher Education,24J,Uttoxeter Learning Trust Teaching School,2J9,2021
Kent and Medway Training,K30,Dartford Grammar School,29N,2021
Kent and Medway Training,K30,Kaizen Teaching School Alliance,2AG,2021
Kent and Medway Training,K30,Mascalls Training Partnership,1GR,2021
Kent and Medway Training,K30,Medway Valley Training Partnership,1Q5,2021
Kent and Medway Training,K30,The Leigh Academy,24Q,2021
King Edward's Consortium,K50,King Edward's Consortium (School Direct),15G,2021
King's College London (University of London),K60,Beal High School (NELTA),1NA,2021
King's College London (University of London),K60,Catholic Schools' Partnership,134,2021
King's College London (University of London),K60,City Excellence in Teaching,1CW,2021
King's College London (University of London),K60,Grazebrook Primary School,18Y,2021
King's College London (University of London),K60,Grey Court Teaching School Alliance,22S,2021
King's College London (University of London),K60,Pan Enfield  Alliance,1KC,2021
King's College London (University of London),K60,RTSA,1FP,2021
King's College London (University of London),K60,South East Learning Alliance,1J1,2021
King's College London (University of London),K60,Southfields Academy,181,2021
King's College London (University of London),K60,St Michael's Catholic Grammar School,23B,2021
King's College London (University of London),K60,Tonbridge Grammar School,1LX,2021
Kingston University,K84,Belleville Primary School,1LY,2021
Kingston University,K84,Gladesmore Community School,1FW,2021
Kingston University,K84,Grey Court Teaching School Alliance,22S,2021
Kingston University,K84,Harris Initial Teacher Education,1TZ,2021
Kingston University,K84,Latchmere Teaching School Alliance,1LZ,2021
Kingston University,K84,Reach Academy Feltham,7K1,2021
Kingston University,K84,Southfields Academy,181,2021
Kingston University,K84,St James' Partnership,1VN,2021
Kingston University,K84,St Michael's Catholic Grammar School,23B,2021
Kingston University,K84,Valley Teaching School Alliance,1O1,2021
Kingston University,K84,Westbourne Primary School,19B,2021
Kirklees and Calderdale SCITT,1WK,Field Lane J I & N School,1UN,2021
Kirklees and Calderdale SCITT,1WK,Heckmondwike Grammar School,1NZ,2021
Kirklees and Calderdale SCITT,1WK,Yorkshire Inclusive TSA,1ER,2021
Lampton LWA SCITT,2AY,Lampton Academy,1P8,2021
Leeds Beckett University,L27,Aireborough Partnership,2JF,2021
Leeds Beckett University,L27,Five Towns ITT Partnership,2FW,2021
Leeds Beckett University,L27,Mills Hill Primary School [Schools with Schools Teaching School Alliance],1Y3,2021
Leeds Beckett University,L27,Springboard,2HX,2021
Leeds Beckett University,L27,The Yorkshire Rose Teaching Partnership,13R,2021
Leeds Beckett University,L27,Tykes TSA,2C3,2021
Leeds SCITT,L26,St Marys Menston,1AA,2021
Leeds Trinity University,L24,Catholic Coastal Partnership,2ES,2021
Leeds Trinity University,L24,Diocese of Leeds BKCAT Alliance,1ZX,2021
Leeds Trinity University,L24,Ilkley All Saints' Teacher Training Partnership,2DX,2021
Leeds Trinity University,L24,Nicholas Postgate Catholic Academy Trust,2DW,2021
Leeds Trinity University,L24,Pathways,2KP,2021
Leeds Trinity University,L24,Pathways Partnership,27C,2021
Leeds Trinity University,L24,St Marys Menston,1AA,2021
Leeds Trinity University,L24,The Catholic Schools Partnership,13K,2021
Leeds Trinity University,L24,The Yorkshire Rose Teaching Partnership,13R,2021
Leeds Trinity University,L24,White Rose Alliance,196,2021
Leeds Trinity University,L24,Windmill Primary School,15Y,2021
Leeds Trinity University,L24,Yorkshire Special Education Partnership (YSEP),197,2021
Leicester & Leicestershire SCITT,L35,Catholic Schools Teaching School Alliance School Direct,2C9,2021
Leicester & Leicestershire SCITT,L35,Leicester and Leicestershire SCITT School Direct OLP TSA,14W,2021
Leicester & Leicestershire SCITT,L35,STEP Teaching School Alliance School Direct,18P,2021
Leicestershire Secondary SCITT,L33,Achieve with TELA,1R3,2021
Leicestershire Secondary SCITT,L33,Rushey Mead Academy,1MW,2021
Lincolnshire Teaching School Alliance SCITT,25G,Ellison Boulters Church of England Primary School,19X,2021
Lincolnshire Teaching School Alliance SCITT,25G,The Priory Academy LSST,1F4,2021
Liverpool Hope University,L46,Aspirational Teaching Alliance of St. Helens,1LA,2021
Liverpool Hope University,L46,Birkenhead North Schools Partnership,2F7,2021
Liverpool Hope University,L46,St Helens ONE - Grange Valley Primary,2KF,2021
Liverpool Hope University,L46,St Patrick's Greater Manchester Alliance,18A,2021
Liverpool Hope University,L46,The Oldham Academy North,2KG,2021
Liverpool Hope University,L46,Upton Hall School FCJ,291,2021
Liverpool Hope University,L46,Wigan and West Lancashire Catholic School Direct,27Q,2021
Liverpool John Moores University,L51,CAPITAL (Sefton),2CD,2021
Liverpool John Moores University,L51,Longford Park School,1Z7,2021
Liverpool John Moores University,L51,MAITT (Merseyside Alliance Initial Teacher Training),168,2021
Liverpool John Moores University,L51,North Liverpool Academy,2KE,2021
Liverpool John Moores University,L51,North West Learning Partnership,13N,2021
Liverpool John Moores University,L51,Our Lady of Pity RC Primary School,1W3,2021
Liverpool John Moores University,L51,SD at Turton,2BS,2021
Liverpool John Moores University,L51,Teacher Training @ Knutsford,1M1,2021
Liverpool John Moores University,L51,The Heath Consortium,1DO,2021
London Metropolitan University,L68,Angel Islington Teaching School Alliance,2BZ,2021
London Metropolitan University,L68,Grazebrook Primary School,18Y,2021
London Metropolitan University,L68,Hackney Teaching Schools' Alliance,1V9,2021
London Metropolitan University,L68,Inner London Teacher Training Alliance,21B,2021
London Metropolitan University,L68,Kingsmead Primary School,1AJ,2021
London Metropolitan University,L68,Primary Advantage,1XW,2021
London Metropolitan University,L68,Princess May Primary School,234,2021
London Metropolitan University,L68,Redwell Primary School,5J7,2021
London Metropolitan University,L68,The Viridis Schools Partnership,2CN,2021
London Metropolitan University,L68,Train to Teach North London,1YO,2021
London South Bank University,L75,Merton Special Teaching Alliance,163,2021
Loughborough University,L79,Achieve with TELA,1R3,2021
Loughborough University,L79,Forest Way Alliance,1L8,2021
Loughborough University,L79,Leicestershire Learning Alliance,27P,2021
Loughborough University,L79,Loughborough Learning Alliance,195,2021
Loughborough University,L79,North Charnwood Learning Partnership,1KB,2021
Loughborough University,L79,The Beauchamp Lionheart Training Partnership,1O8,2021
Mersey Boroughs ITT Partnership,1X8,Mersey Boroughs ITT Partnership (School Direct),17Q,2021
Middlesex University,M80,AIM Alliance Schools,2FR,2021
Middlesex University,M80,Ashmole Academy (North London Teaching Alliance),1P2,2021
Middlesex University,M80,Burnham Teaching Partnership,1MT,2021
Middlesex University,M80,Coldfall Teaching School,174,2021
Middlesex University,M80,Enfield County School,1E3,2021
Middlesex University,M80,Gladesmore Community School,1FW,2021
Middlesex University,M80,Harrow Collegiate Teaching School Alliance,1EF,2021
Middlesex University,M80,North London New River Teaching Alliance,1JV,2021
Middlesex University,M80,Priestmead and Harrow Teaching School Alliance,27Z,2021
Middlesex University,M80,St Michael's Catholic Grammar School,23B,2021
Middlesex University,M80,"The City Academy, Hackney",2CR,2021
Middlesex University,M80,Woodfield School,28D,2021
Mid Somerset Consortium for Teacher Training,M84,Crispin School with the Mid Somerset Consortium,1OF,2021
Mid Somerset Consortium for Teacher Training,M84,Taunton Teaching Alliance (Heathfield School),232,2021
NELTA,251,Beal High School (NELTA),1NA,2021
Newman University,N36,Blue Sky Teaching School,21L,2021
Newman University,N36,President Kennedy Teaching School Alliance,2KR,2021
Newman University,N36,Shireland Teaching School Alliance,13A,2021
Newman University,N36,St Edmunds Catholic Academy,27Y,2021
Newman University,N36,St Francis Xavier Teaching School Alliance,14E,2021
Newman University,N36,St Paul's Caritas Christi,242,2021
Newman University,N36,St Peter's Solihull Teaching School Alliance,17Y,2021
Newman University,N36,Waverley School Direct,1RH,2021
Norfolk Teacher Training Centre,N43,Attleborough Academy,2GG,2021
North East SCITT (Formally Shotton Hall SCITT),L06,The Academy at Shotton Hall,1OT,2021
Northern Lights SCITT,255,Skipton Girls' High School,1QP,2021
North Essex Teacher Training (NETT),N46,NETT,2L4,2021
North Lincolnshire SCITT Partnership,N66,Oasis Academy Henderson Avenue,23W,2021
North Tyneside SCITT,N73,North Tyneside SCITT (New York Primary School Direct),1NB,2021
North West SHARES SCITT,N83,Yarrow Teaching School Alliance,22P,2021
North Wiltshire SCITT,24U,Blue Kite Academy Trust,2HL,2021
North Wiltshire SCITT,24U,Pickwick Learning,23Z,2021
Nottinghamshire TORCH SCITT,254,Toot Hill School (Nottinghamshire Torch SCITT),1EB,2021
Nottingham Trent University,N91,Greenwood Academies Trust,1EX,2021
Nottingham Trent University,N91,Kirkby Primary Partnership,279,2021
Nottingham Trent University,N91,Leicestershire Learning Alliance,27P,2021
Nottingham Trent University,N91,Redhill Primary Teacher Training,1EY,2021
Nottingham Trent University,N91,Shirebrook Academy,1XN,2021
Nottingham Trent University,N91,The Beauchamp Lionheart Training Partnership,1O8,2021
Nottingham Trent University,N91,The Evolve Trust,1BO,2021
Nottingham Trent University,N91,The Minster Learning Alliance,1EC,2021
Oxford Brookes University,O66,Berkshire Teaching Alliance,26M,2021
Partnership London SCITT (PLS),2B1,East London Teaching School Alliance,1XC,2021
Partnership London SCITT (PLS),2B1,St. Edward's Catholic Primary Teaching School,1EG,2021
Partnership London SCITT (PLS),2B1,Sydney Russell Teaching School Alliance,1EJ,2021
Pennine Lancashire SCITT,P38,East Lancashire Inclusion Partnership,1NP,2021
Plymouth Marjon University,P63,Atlantic Coast Cooperative Trust,1ZS,2021
Plymouth Marjon University,P63,Bridging the Tamar Learning Alliance,165,2021
Plymouth Marjon University,P63,Cornerstone Academy Trust,1M2,2021
Plymouth Marjon University,P63,Devon Moorland Schools Partnership,28A,2021
Plymouth Marjon University,P63,Devonport High School for Boys,2LB,2021
Plymouth Marjon University,P63,Kernow Teaching School Alliance KTSA,21J,2021
Plymouth Marjon University,P63,North Somerset Teaching Alliance,16Z,2021
Plymouth Marjon University,P63,The Priory Learning Trust,2E3,2021
Plymouth Marjon University,P63,Venture,2L3,2021
Plymouth Marjon University,P63,Wren Academy,19V,2021
Poole SCITT,P75,Harbourside,2GQ,2021
Poole SCITT,P75,Linwood Teaching School Alliance,1X3,2021
Poole SCITT,P75,TEACH Poole School Direct Salaried,2D1,2021
Red Kite Teacher Training,2B9,Red Kite Primary School Direct (Leeds),2J6,2021
Red Kite Teacher Training,2B9,Red Kite Secondary School Direct,2JB,2021
Red Kite Teacher Training,2B9,The Swaledale Alliance,1FG,2021
Red Kite Teacher Training,2B9,Yorkshire Inclusive TSA,1ER,2021
Ripley ITT,R23,South Cumbria School Direct,2KS,2021
Roehampton University,R48,Agnus Dei Teaching School Alliance,2BD,2021
Roehampton University,R48,Burnham Teaching Partnership,1MT,2021
Roehampton University,R48,Kingston School Direct,1FM,2021
Roehampton University,R48,Lampton Academy,1P8,2021
Roehampton University,R48,Montpelier Primary School,2F3,2021
Roehampton University,R48,Paradigm Teaching School,2J3,2021
Roehampton University,R48,RTSA,1FP,2021
Roehampton University,R48,Sharing Excellence Partnership Dunraven School Streatham,1BW,2021
Roehampton University,R48,South East Learning Alliance,1J1,2021
Roehampton University,R48,Southfields Academy,181,2021
Roehampton University,R48,The Aspirations Academies Trust,2WB,2021
Roehampton University,R48,Valley Teaching School Alliance,1O1,2021
Roehampton University,R48,Wandle Teaching School Alliance,13V,2021
Roehampton University,R48,West London Teaching School Alliance (Secondary),2BV,2021
Roehampton University,R48,Woodfield School,28D,2021
Royal Academy of Dance,R55,City Excellence in Teaching,1CW,2021
Sacred Heart Newcastle SCITT,2BA,Cardinal Hume Catholic School,198,2021
Sacred Heart Newcastle SCITT,2BA,St Cuthbert's High School,1KL,2021
Sacred Heart Newcastle SCITT,2BA,St Mary's Catholic School,2KN,2021
SAF Initial Teacher Training,P57,Samuel Pepys School,1CB,2021
SAF Initial Teacher Training,P57,West Hertfordshire Teaching School,17L,2021
Services for Education,1WE,Greenholm Primary School,19R,2021
Sheffield Hallam University,S21,Aspirer School Direct,1XQ,2021
Sheffield Hallam University,S21,Chorus Education Trust and Sheffield Teaching School Alliance,1N5,2021
Sheffield Hallam University,S21,Delta Teaching School Alliance,1DU,2021
Sheffield Hallam University,S21,Emmanuel Teacher Training Partnership,14U,2021
Sheffield Hallam University,S21,Fields of Learning Teaching School Alliance,161,2021
Sheffield Hallam University,S21,Learners First Schools Partnership,1GX,2021
Sheffield Hallam University,S21,Learning Unlimited Teaching School Alliance,26G,2021
Sheffield Hallam University,S21,Penistone Area Partnership,1X5,2021
Sheffield Hallam University,S21,Sheffield South Primary Partnership,21E,2021
Sheffield Hallam University,S21,Shirebrook Academy,1XN,2021
Sheffield Hallam University,S21,Tykes TSA,2C3,2021
Sheffield Hallam University,S21,White Rose Alliance,196,2021
Somerset SCITT Consortium,S31,Axbridge C of E First School Academy,3J9,2021
Somerset SCITT Consortium,S31,Growing Expert Teachers,2AO,2021
Somerset SCITT Consortium,S31,Somerset SCITT - Oak Partnership,5S2,2021
Somerset SCITT Consortium,S31,Taunton Teaching Alliance (Heathfield School),232,2021
Somerset SCITT Consortium,S31,Ventrus Teaching School Alliance,2BF,2021
South Birmingham SCITT,N32,The Augustine Partnership,2L1,2021
South Birmingham SCITT,N32,Waverley School Direct,1RH,2021
Southfields Academy Teaching School SCITT,1WP,Southfields Academy,181,2021
South West Teacher Training,S66,Exeter Consortium,1QX,2021
South West Teacher Training,S66,Reach Academy Feltham,7K1,2021
South West Teacher Training,S66,St Luke's Science and Sports College,12S,2021
Staffordshire University,S72,Ashton Teacher Training Partnership,29O,2021
Staffordshire University,S72,Blackfriars Teaching School Alliance,1JA,2021
Staffordshire University,S72,Congleton education Community Partnership,29W,2021
Staffordshire University,S72,East Cheshire School Direct Partnership,29Q,2021
Staffordshire University,S72,Willows School Direct Partnership,1Q7,2021
St. George's Academy Partnership,G15,St George's Academy,24D,2021
St Joseph's College SCITT,1WJ,St Joseph's College SCITT (School Direct),1O2,2021
St. Joseph's College Stoke Secondary Partnership,J80,St Joseph's College SCITT (School Direct),1O2,2021
"St Mary's University, Twickenham",S64,Agnus Dei Teaching School Alliance,2BD,2021
"St Mary's University, Twickenham",S64,Catholic Schools' Partnership,134,2021
"St Mary's University, Twickenham",S64,Grey Court Teaching School Alliance,22S,2021
"St Mary's University, Twickenham",S64,Inner London Teacher Training Alliance,21B,2021
"St Mary's University, Twickenham",S64,Lampton Academy,1P8,2021
"St Mary's University, Twickenham",S64,Merton Special Teaching Alliance,163,2021
"St Mary's University, Twickenham",S64,Orleans Park Teaching Alliance,2HZ,2021
"St Mary's University, Twickenham",S64,Paradigm Teaching School,2J3,2021
"St Mary's University, Twickenham",S64,Primary TS Alliance,14N,2021
"St Mary's University, Twickenham",S64,Richmond Teaching School Alliance,2KY,2021
